"gene_symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","significance"
"TDRD9",2.77020264723908,4.08246057041632,21.3998530632797,5.11117515710594e-72,4.36545470168418e-68,153.275505097829,"Up_in_Sepsis"
"VNN1",2.44147115405792,5.03149665889462,21.2734307723889,2.0600122415006e-71,8.79728227732833e-68,151.892052586346,"Up_in_Sepsis"
"CD177",3.87584554928468,5.48392405983282,21.1424126029017,8.73195993162773e-71,2.48598899253441e-67,150.458542799312,"Up_in_Sepsis"
"TP53I3",1.52113548879156,4.38585245496797,19.7674314255401,3.23889590488293e-64,6.91585248090127e-61,135.44381673555,"Up_in_Sepsis"
"DACH1",1.66884442136801,3.55632219547762,19.5377472997122,4.01888137526399e-63,6.86505316522594e-60,132.943892845295,"Up_in_Sepsis"
"MS4A4A",1.97298552375003,3.93778437689773,19.2186277193243,1.32198771489579e-61,1.88184951215416e-58,129.476119161613,"Up_in_Sepsis"
"S100A12",2.01259510068222,7.96248528804443,18.8026821711631,1.24079340626676e-59,1.51394521184634e-56,124.967489273052,"Up_in_Sepsis"
"GRB10",2.07194776774077,4.05555894556681,18.7388146378322,2.4889281004958e-59,2.65724186329183e-56,124.276468617095,"Up_in_Sepsis"
"S100A8",1.24880516498391,8.55822077687603,18.6985486519498,3.85946820703417e-59,3.66263532847542e-56,123.840993113613,"Up_in_Sepsis"
"RETN",2.93775303488657,5.39169588456612,18.4615127787201,5.08993260744762e-58,4.34731144002101e-55,121.280502575281,"Up_in_Sepsis"
"TCN1",2.47802732192581,5.4245916226157,18.3084574218473,2.68378745815818e-57,2.08383897092082e-54,119.630096835567,"Up_in_Sepsis"
"GPR84",2.63565303504576,5.07872613234504,18.1986743074813,8.83071847374206e-57,5.86451805407316e-54,118.447793944168,"Up_in_Sepsis"
"ANXA3",2.58678350044073,6.03617212628099,18.1976823869884,8.92620708382521e-57,5.86451805407316e-54,118.437117383362,"Up_in_Sepsis"
"BCL9L",-0.957641333292847,3.59913016948037,-18.1446912205986,1.58537741989935e-56,9.67193467382882e-54,117.866901306561,"Down_in_Sepsis"
"S100P",2.17525040045097,7.21626645908677,18.1003686862749,2.56262952039405e-56,1.45916124891237e-53,117.390202090412,"Up_in_Sepsis"
"IRAK3",1.90641732505035,5.58699652970437,17.9579375068222,1.1973481905975e-55,6.39159430993327e-53,115.859824091471,"Up_in_Sepsis"
"CA4",2.29741446838209,5.44662107351033,17.8297064119359,4.78763509009266e-55,2.40536419438126e-52,114.484050153882,"Up_in_Sepsis"
"OLFM4",3.71089843456121,4.65633157719835,17.5919421796058,6.22046637689537e-54,2.95161129583685e-51,111.938475868956,"Up_in_Sepsis"
"TNFAIP6",1.76402121273908,5.74094319234814,17.5146445674307,1.42957478109056e-53,6.42631484489184e-51,111.112475664484,"Up_in_Sepsis"
"ATP6V1C1",1.13217252226518,4.48460338222314,17.3814186447831,5.98752054254628e-53,2.55697064769439e-50,109.690718149446,"Up_in_Sepsis"
"NLRC4",1.46650230785803,4.40710205835813,17.339568288508,9.38488883176872e-53,3.81696835772079e-50,109.244606661856,"Up_in_Sepsis"
"ABLIM1",-1.10429041179508,4.02469466057955,-17.3313513410711,1.02503538726118e-52,3.97946692845352e-50,109.157045541268,"Down_in_Sepsis"
"BCL11B",-1.50969765197233,3.86297372539566,-17.3197122229654,1.16143956164639e-52,4.31298056348773e-50,109.033033561172,"Down_in_Sepsis"
"ANKRD22",2.679264439766,5.02246637479133,17.2712280428549,1.9539971414896e-52,6.9537873272761e-50,108.516653876437,"Up_in_Sepsis"
"CCPG1",1.17246560726343,4.7098384546461,17.136659673109,8.26442721205581e-52,2.82345891272675e-49,107.08522214203,"Up_in_Sepsis"
"RNASE2",1.98114516992144,6.22545444876756,17.1271511294066,9.15002333635791e-52,3.00578266599357e-49,106.984178882994,"Up_in_Sepsis"
"ARG1",2.96799600844903,5.03523237122624,17.0994100488601,1.23131509817624e-51,3.8950600938975e-49,106.689463657777,"Up_in_Sepsis"
"TLR5",1.5448299919184,5.71643182622417,17.076467366158,1.57388907471015e-51,4.80092378110691e-49,106.445813222414,"Up_in_Sepsis"
"DDAH2",1.34834604645495,4.81473522890978,17.0004541026488,3.54753586374083e-51,1.04481047628312e-48,105.639128735622,"Up_in_Sepsis"
"CARD6",1.07974462178156,4.54365019848967,16.9797249686545,4.42701956614306e-51,1.26037247048093e-48,105.419297074355,"Up_in_Sepsis"
"NELL2",-1.76456607150253,3.52227983652686,-16.9642244016007,5.22415691774258e-51,1.43933949143353e-48,105.254957881835,"Down_in_Sepsis"
"ST6GALNAC3",1.51536123367492,3.66349843830062,16.8019141352432,2.95092126229166e-50,7.87619328163532e-48,103.536408333506,"Up_in_Sepsis"
"LIN7A",1.22879366192071,4.22038447100206,16.7917475717656,3.28848195221227e-50,8.51118919813483e-48,103.428905475337,"Up_in_Sepsis"
"DRAM1",1.27096533846066,4.42118573429442,16.7836001468398,3.5866254449922e-50,9.00981409578775e-48,103.342765517973,"Up_in_Sepsis"
"CD3E",-1.45470487570844,3.89823817143595,-16.7186056993564,7.1644883577892e-50,1.74833985896793e-47,102.655993064983,"Down_in_Sepsis"
"UBE2C",1.24947384397009,3.6391082191596,16.6405342115852,1.6433933608218e-49,3.89895074854973e-47,101.831972833841,"Up_in_Sepsis"
"FYN",-1.10535090053121,4.77839945117735,-16.6163916858314,2.12396848796653e-49,4.79678413365712e-47,101.577364965761,"Down_in_Sepsis"
"KCNE1",1.5286260412343,3.41885286106715,16.6159415018623,2.13415053364911e-49,4.79678413365712e-47,101.572618256552,"Up_in_Sepsis"
"LILRA5",1.41125358802352,5.99725503214945,16.6099466265632,2.27447792893288e-49,4.981106664363e-47,101.509412007189,"Up_in_Sepsis"
"CLEC4D",1.94146316224271,5.27416007859711,16.5668215384148,3.59546894701708e-49,7.67722506911822e-47,101.054909972348,"Up_in_Sepsis"
"GADD45A",1.93239935362856,5.56106554617148,16.5633849327176,3.729045317243e-49,7.76823806209085e-47,101.018704869701,"Up_in_Sepsis"
"ATP8B4",1.50586744774706,4.44240132547108,16.5560462053154,4.03111205843057e-49,8.04848642373036e-47,100.9413972518,"Up_in_Sepsis"
"UPP1",1.17437279227313,5.71187727391977,16.5555582422746,4.05204210537882e-49,8.04848642373036e-47,100.936257283496,"Up_in_Sepsis"
"UBE2J1",1.07444430381883,5.53568286449604,16.5506485426669,4.26876581058527e-49,8.28625654277472e-47,100.884543169886,"Up_in_Sepsis"
"IL1R2",2.59760702850865,6.54736510312259,16.5040112747971,7.00097565798645e-49,1.32878517988583e-46,100.393520381156,"Up_in_Sepsis"
"LILRA6",1.05165146612825,5.39979931547934,16.4618980620831,1.09403256418839e-48,2.03133307189849e-46,99.950458220706,"Up_in_Sepsis"
"ZNF438",1.32457741474384,4.52311963348347,16.4090156555002,1.91551341852419e-48,3.4809361931096e-46,99.3945434137934,"Up_in_Sepsis"
"WIPI1",1.14934663777312,4.96454650913534,16.3767721867978,2.69460903961981e-48,4.7947199598735e-46,99.0558378741016,"Up_in_Sepsis"
"PCOLCE2",3.01033807459465,3.55356850615083,16.3316166785932,4.34430565395531e-48,7.57239073274128e-46,98.5818139621107,"Up_in_Sepsis"
"HP",2.32884845126288,5.10434423144766,16.2358986616146,1.19417780361217e-47,2.03989452413032e-45,97.5782488857269,"Up_in_Sepsis"
"GLA",0.910436998370776,5.05555947085399,16.1593611325335,2.67721666649247e-47,4.48355049970828e-45,96.7770204059979,"Up_in_Sepsis"
"LCN2",2.63594891405212,6.7584309032376,16.1553847843652,2.79180957703219e-47,4.58554723027538e-45,96.735424703452,"Up_in_Sepsis"
"FAM20A",1.99754320410777,3.18722159877961,15.9907504424785,1.57891015363105e-46,2.54442860795524e-44,95.0159132268908,"Up_in_Sepsis"
"RUNX3",-1.02947215237163,4.2342680359938,-15.9763624677978,1.83657634707955e-46,2.90485158896415e-44,94.8658924434632,"Down_in_Sepsis"
"CEACAM8",2.46429362203839,4.90561037896797,15.9331745894969,2.8904496707638e-46,4.48860557054429e-44,94.4158291443495,"Up_in_Sepsis"
"MAFG",0.890226360315252,4.07540201691856,15.9181773819669,3.38315235787692e-46,5.15991148011193e-44,94.2596302077226,"Up_in_Sepsis"
"ZDHHC19",2.41256100967882,4.97752583564669,15.8996350498253,4.10968845223523e-46,6.15804369658615e-44,94.0665710273005,"Up_in_Sepsis"
"GGH",1.40729663542511,3.62914176979959,15.8686766694721,5.68593715103915e-46,8.37303262190093e-44,93.7443942141383,"Up_in_Sepsis"
"GPR183",-1.2254375612816,3.69813214333333,-15.8570986010818,6.41963113469009e-46,9.29323212226917e-44,93.6239542155242,"Down_in_Sepsis"
"LCK",-1.30683451611769,4.05634016066722,-15.8480925646813,7.0550638911264e-46,1.00428834490184e-43,93.530288605033,"Down_in_Sepsis"
"HLA-DPB1",-1.16674335973923,4.14581804571281,-15.8426409796834,7.46982244748671e-46,1.04589759875384e-43,93.4735985075352,"Down_in_Sepsis"
"ADAM9",1.19538830528107,3.896339855849,15.7750971305364,1.51520569997859e-45,2.08731804572858e-43,92.7717314800204,"Up_in_Sepsis"
"BMX",2.20707254874456,4.22052108619112,15.7266631093005,2.51464104841865e-45,3.40913479278471e-43,92.2690262370518,"Up_in_Sepsis"
"OPLAH",1.80151583675924,4.14753553816736,15.652802394061,5.43956609124205e-45,7.25927093520287e-43,91.5033689173895,"Up_in_Sepsis"
"RGL4",1.89683700946587,6.50797470315083,15.6379871597132,6.34916637564316e-45,8.34280461759511e-43,91.3499312261109,"Up_in_Sepsis"
"TCF7",-1.3162927640397,3.95612103541611,-15.6159116477673,7.99354846583454e-45,1.03443784010141e-42,91.1213884332743,"Down_in_Sepsis"
"CLEC5A",1.71008112356672,4.0235130159208,15.5516527392786,1.56182667103491e-44,1.99097934288197e-42,90.456732906654,"Up_in_Sepsis"
"UBASH3A",-1.15167481230477,3.40940418097108,-15.5474665125357,1.63143549043432e-44,2.04913095938229e-42,90.4134644140083,"Down_in_Sepsis"
"ARL4C",-1.23490788298263,4.00107246229201,-15.5333468178602,1.889863075308e-44,2.32696830044781e-42,90.2675528439498,"Down_in_Sepsis"
"GSTO1",0.989800032145464,6.57537563911674,15.5324734482914,1.90712774887422e-44,2.32696830044781e-42,90.2585289685935,"Up_in_Sepsis"
"RNASE3",1.92926146407912,4.47532932754959,15.4838677430517,3.16274121515168e-44,3.80464404487471e-42,89.7565885805054,"Up_in_Sepsis"
"FAR2",1.17304445764926,4.40228291709814,15.479190316059,3.32041473887811e-44,3.93884198399416e-42,89.708313503904,"Up_in_Sepsis"
"LTF",2.37046304790238,5.20577712339566,15.4626589049733,3.94321464880132e-44,4.61356113909754e-42,89.5377342331811,"Up_in_Sepsis"
"SIGLEC9",1.11783879868987,4.59485003457335,15.4124047779362,6.64725303832133e-44,7.67218759463547e-42,89.0195638568748,"Up_in_Sepsis"
"RAB31",0.744369145125778,6.6204982016448,15.3488185534731,1.28601607683236e-43,1.46451510829669e-41,88.3647459247481,"Up_in_Sepsis"
"C3AR1",1.40566245053667,5.60823209378099,15.3305051444833,1.55495191941749e-43,1.74747951891379e-41,88.1763238721664,"Up_in_Sepsis"
"MMP9",2.54435747370295,7.21738526318182,15.2966860882443,2.20762955947498e-43,2.44874858019166e-41,87.8285713078409,"Up_in_Sepsis"
"RAB13",1.18376207033938,4.49174270912121,15.2531292297261,3.46571998498471e-43,3.79496338355826e-41,87.3810784855933,"Up_in_Sepsis"
"PGLYRP1",1.86175390369296,5.75993594860331,15.223165302886,4.72524807513707e-43,5.10865111515769e-41,87.0734937426302,"Up_in_Sepsis"
"NR1D2",-0.968609296578516,3.14404463000723,-15.1890932379228,6.72052378743677e-43,7.17499920856219e-41,86.7239952480291,"Down_in_Sepsis"
"PVRIG",-1.32265178421908,4.41794786820661,-15.1779413664948,7.54132385154848e-43,7.95190703902167e-41,86.6096632342905,"Down_in_Sepsis"
"LY9",-1.01145933171465,3.5984066382376,-15.1684797246162,8.31566684013354e-43,8.66147688799763e-41,86.5126830921703,"Down_in_Sepsis"
"GCLM",1.11796053013972,4.11492937,15.1273303897134,1.27176114453123e-42,1.30868818499292e-40,86.0911583145036,"Up_in_Sepsis"
"ATP9A",1.4126702391796,4.17726348505648,15.0835281108196,1.99809687165715e-42,2.03163635485997e-40,85.642904383289,"Up_in_Sepsis"
"SIGLEC5",1.16657399808018,5.66026811442149,15.04893707868,2.85380481274161e-42,2.8675702241913e-40,85.2892428892901,"Up_in_Sepsis"
"CD247",-1.28671368890664,5.14951016279133,-15.0122410189492,4.16404055154475e-42,4.1354732965981e-40,84.9143787732699,"Down_in_Sepsis"
"CKAP4",1.22546488714671,6.28258810565806,14.9855730297261,5.47865985591789e-42,5.37853262406835e-40,84.6421628504946,"Up_in_Sepsis"
"CD74",-1.27345902390589,5.18623151716804,-14.9699182967054,6.43558986481257e-42,6.24617875401866e-40,84.4824476009067,"Down_in_Sepsis"
"TMC8",-0.652018580014211,4.04489902026825,-14.9309797609357,9.60226885035312e-42,9.21494137650179e-40,84.0854466639603,"Down_in_Sepsis"
"ZAP70",-1.09653296652573,3.65194172701033,-14.9297163498415,9.72769227287562e-42,9.23157996695896e-40,84.0725717894644,"Down_in_Sepsis"
"SLC2A14",1.24245715701238,5.60231172583472,14.9012055372916,1.30361120152111e-41,1.22353222771339e-39,83.7821368112048,"Up_in_Sepsis"
"IL10",1.24644723851073,3.344853290875,14.8841735253896,1.55259030815944e-41,1.44137758934672e-39,83.6087319769261,"Up_in_Sepsis"
"HK3",1.55728356755882,6.41810546319422,14.8817517332776,1.59165092003239e-41,1.46175166752652e-39,83.5840813780727,"Up_in_Sepsis"
"DHRS9",1.72451910292847,5.62784876960468,14.8735735022783,1.730945660658e-41,1.57276669017872e-39,83.5008488937338,"Up_in_Sepsis"
"CCNA1",1.72130165399814,3.63257156428306,14.8652319238888,1.88555528076783e-41,1.6952134371619e-39,83.4159713980065,"Up_in_Sepsis"
"KIF1B",1.1554854251148,4.42994414527032,14.8572692236685,2.04597524738667e-41,1.82027860290933e-39,83.3349655212708,"Up_in_Sepsis"
"AMPD3",0.84514572231257,3.83456454376601,14.7848146240294,4.29783300361986e-41,3.7843084210224e-39,82.5986152596159,"Up_in_Sepsis"
"KLRK1",-1.60616481218057,3.95795536516012,-14.7756556822601,4.7201539472101e-41,4.11375865950219e-39,82.5056294893456,"Down_in_Sepsis"
"EXOSC4",1.23752045610514,4.83539044928203,14.7682793955699,5.09017896723509e-41,4.39143621809645e-39,82.4307577763392,"Up_in_Sepsis"
"P2RY10",-1.26799133881368,3.35538755468458,-14.7651987613949,5.25315488602363e-41,4.48671958815278e-39,82.3994924948962,"Down_in_Sepsis"
"QSOX1",0.770022283001912,4.01607427705923,14.7493814347906,6.17560313723052e-41,5.2223590490184e-39,82.2390014903384,"Up_in_Sepsis"
"NFE2",1.04458314330671,7.2610933807748,14.7431697729,6.58056811089598e-41,5.51025806227084e-39,82.1759923930815,"Up_in_Sepsis"
"SLC26A8",1.74489405834993,3.70820714105785,14.7347549708941,7.17173030537978e-41,5.94696587749987e-39,82.0906513284174,"Up_in_Sepsis"
"GIMAP5",-1.15508521364783,5.10132812552066,-14.7196718469503,8.36702483563554e-41,6.8669714723611e-39,81.9377277100459,"Down_in_Sepsis"
"ASPH",1.35503082364302,3.56583839862869,14.7187986900861,8.44200918625355e-41,6.8669714723611e-39,81.9288768292241,"Up_in_Sepsis"
"BCL6",1.59166304337627,7.03714018714545,14.7000795296878,1.02210191299954e-40,8.17127548702372e-39,81.7391752370274,"Up_in_Sepsis"
"BCL2A1",1.46266176595866,5.38818808478409,14.6999283155549,1.02368162640386e-40,8.17127548702372e-39,81.737643192952,"Up_in_Sepsis"
"MAP4K1",-0.971347532623538,3.9515686558657,-14.6769720572572,1.29406753845821e-40,1.02339174499737e-38,81.5051286540231,"Down_in_Sepsis"
"PASK",-1.02756859500275,3.35099837523692,-14.675054669528,1.31964243459453e-40,1.03404275540109e-38,81.4857144811715,"Down_in_Sepsis"
"GATA3",-1.19274536072256,3.08478106434986,-14.6591956756707,1.5514559812348e-40,1.2046350487024e-38,81.3251741381528,"Down_in_Sepsis"
"TRIB2",-1.16580973851287,3.75989051545454,-14.592892636923,3.04977168620921e-40,2.3466756731453e-38,80.6547106616738,"Down_in_Sepsis"
"UBE2F",0.885131952694476,5.38675314500597,14.589341771231,3.16208109093191e-40,2.41136916050442e-38,80.6188369428537,"Up_in_Sepsis"
"LRG1",1.51547829067225,6.06168423868079,14.5808110733373,3.44904455563421e-40,2.60692827873202e-38,80.5326667181169,"Up_in_Sepsis"
"NEDD4",1.15040483890161,3.36757644294662,14.547297483808,4.85094522768213e-40,3.63437922716079e-38,80.1943285600427,"Up_in_Sepsis"
"FAM89A",1.32134564532337,3.98854811861243,14.5095340952366,7.12165929164223e-40,5.27855293097627e-38,79.8134493780226,"Up_in_Sepsis"
"RSAD1",-0.676416277157917,3.50436691529959,-14.5088808875391,7.16909190953339e-40,5.27855293097627e-38,79.8068645661542,"Down_in_Sepsis"
"CD5",-1.20380401179686,3.73751966820662,-14.5028615545853,7.6212873415472e-40,5.56353975932946e-38,79.7461907403868,"Down_in_Sepsis"
"IL32",-1.30207160722733,4.65261037862965,-14.4845551735497,9.17890581844357e-40,6.64381649112937e-38,79.5617262229411,"Down_in_Sepsis"
"RSPH9",0.884279979337729,3.0753932277407,14.4679725088406,1.08621276907697e-39,7.79608677368604e-38,79.3947097072867,"Up_in_Sepsis"
"HLA-DPA1",-1.40753871740241,5.92235702963671,-14.4607711906983,1.16858470603416e-39,8.25449652260908e-38,79.3222032392057,"Down_in_Sepsis"
"ZDHHC3",0.670672816660433,4.36644959684142,14.4607015330486,1.1694111687574e-39,8.25449652260908e-38,79.3215019605992,"Up_in_Sepsis"
"IL18RAP",1.68417023426484,6.52816460220455,14.4168940705664,1.82368257346643e-39,1.27672728360466e-37,78.8807344517873,"Up_in_Sepsis"
"KLF12",-0.981601824737714,3.13376241026322,-14.3994716670054,2.17588278363524e-39,1.51091177683159e-37,78.7055866770362,"Down_in_Sepsis"
"PNPLA1",1.16101615215507,3.06896350168492,14.3907345395261,2.37727309433676e-39,1.6374427015105e-37,78.6177838429645,"Up_in_Sepsis"
"PLBD1",1.01855646606652,6.94619824796901,14.3782157199818,2.69864807565159e-39,1.84393225713122e-37,78.4920142756875,"Up_in_Sepsis"
"ITGA7",1.80168821172615,3.43405566565703,14.3666458849886,3.03404734295454e-39,2.05665066318847e-37,78.375817435559,"Up_in_Sepsis"
"GNLY",-1.71505694799386,5.39970647422451,-14.3101306277105,5.37409157223094e-39,3.61418237152948e-37,77.8087684485036,"Down_in_Sepsis"
"CNIH4",1.03302303544211,5.23714812923278,14.295392965522,6.23715944863789e-39,4.16184209772002e-37,77.6610450366373,"Up_in_Sepsis"
"MAN1C1",-0.935752771451124,2.96775712782851,-14.2890631441747,6.64904889873133e-39,4.40228888713677e-37,77.5976167304452,"Down_in_Sepsis"
"LBH",-1.00567082297879,4.26834028015393,-14.2834857467222,7.03439617015653e-39,4.62159828379284e-37,77.5417375321371,"Down_in_Sepsis"
"TGFBR3",-1.43875848728446,4.10594000129959,-14.2688198923693,8.15728836005412e-39,5.3184274720017e-37,77.3948444142197,"Down_in_Sepsis"
"SPOCK2",-0.931099552119781,4.53396167373575,-14.244519342179,1.04246372897161e-38,6.74521417359583e-37,77.1515849273319,"Down_in_Sepsis"
"SAMD3",-1.20671861250229,3.45244689476722,-14.2402338187868,1.08852372565732e-38,6.99028657205952e-37,77.1087023747623,"Down_in_Sepsis"
"KLRG1",-1.32228607171697,3.7248165636219,-14.1980822125801,1.66495914959487e-38,1.06122508184252e-36,76.6871980217858,"Down_in_Sepsis"
"SAMSN1",1.65825826585072,5.36725382778444,14.1827757308867,1.94254138002657e-38,1.22022923156673e-36,76.534263931137,"Up_in_Sepsis"
"SKAP1",-1.08802724446919,4.07097656285744,-14.1827525644736,1.94299467852799e-38,1.22022923156673e-36,76.5340325161121,"Down_in_Sepsis"
"OSCAR",1.03110974368486,5.55951032197211,14.1600298965904,2.44247792531442e-38,1.52271561752631e-36,76.3071249376578,"Up_in_Sepsis"
"MERTK",1.33509867236607,3.25228289503788,14.1570715908825,2.51629548745491e-38,1.55736809843133e-36,76.2775944321682,"Up_in_Sepsis"
"TSPO",0.992699839500121,7.19264632060881,14.1438225055741,2.8751533568529e-38,1.76666797272523e-36,76.1453701234975,"Up_in_Sepsis"
"PLEKHA1",-1.0216419373772,3.67019806036054,-14.1334507531795,3.19132400150717e-38,1.94693559263376e-36,76.0418968969567,"Down_in_Sepsis"
"STOM",1.20528458296677,5.73929380816309,14.1286825569699,3.34808624697546e-38,2.02808543513599e-36,75.9943377654516,"Up_in_Sepsis"
"SLC22A4",1.27211848475207,5.43855971241735,14.1066673977503,4.17747344251152e-38,2.5126620191895e-36,75.7748394141298,"Up_in_Sepsis"
"GYG1",1.43362508401102,6.92575082478168,14.0920955745049,4.83615148653302e-38,2.88850138786563e-36,75.629631628505,"Up_in_Sepsis"
"MS4A3",1.90600451457445,3.94270970930682,14.0733438751902,5.83829470496545e-38,3.46283854688263e-36,75.4428633118202,"Up_in_Sepsis"
"ELL2",0.822450918171453,3.45110057770888,14.0548852630573,7.02668045728321e-38,4.13895708866593e-36,75.2591154007213,"Up_in_Sepsis"
"RCAN3",-0.949659258316124,3.3892780547989,-14.0497791523924,7.39606871751432e-38,4.32670019974588e-36,75.2083039443141,"Down_in_Sepsis"
"ADM",1.46763074436393,6.29477174581474,14.0455225521928,7.71875480137324e-38,4.48475406520604e-36,75.1659519570817,"Up_in_Sepsis"
"FGD4",0.988804792497606,3.96111462534683,14.0398987207986,8.16670989698127e-38,4.71296413717007e-36,75.1100046324817,"Up_in_Sepsis"
"ALPL",1.7372918240842,5.81222061294215,14.0315185991375,8.8827435880575e-38,5.09177939500665e-36,75.0266544279542,"Up_in_Sepsis"
"NDUFAF1",0.852733575581814,4.37151105243285,14.0164608752953,1.0330209478709e-37,5.88202127717688e-36,74.87694002356,"Up_in_Sepsis"
"MCTP1",0.837775234556957,4.12583029256749,13.9885837422055,1.36587374501192e-37,7.72577990473298e-36,74.5999444957102,"Up_in_Sepsis"
"KLRB1",-1.45640945344104,4.6128202981095,-13.9860676489745,1.40072822217164e-37,7.87080246418945e-36,74.5749552705693,"Down_in_Sepsis"
"CORO2A",0.789854476843066,3.72024845256422,13.9628265327673,1.76765910835473e-37,9.86769702252139e-36,74.3442199248942,"Up_in_Sepsis"
"CD2",-1.20108156427809,5.00354949247796,-13.9597982243102,1.82204645275564e-37,1.01052589305103e-35,74.3141671475429,"Down_in_Sepsis"
"BPI",1.81642663765543,4.64003929896591,13.9563718384264,1.88559740826183e-37,1.03902499767512e-35,74.2801671981848,"Up_in_Sepsis"
"FLT3LG",-1.23546776504495,3.61524364480923,-13.9543685174215,1.92377287358676e-37,1.05326564828875e-35,74.2602899269163,"Down_in_Sepsis"
"PRKCH",-1.12359583350801,4.35792215451791,-13.9285709015916,2.49002045841328e-37,1.35460284938267e-35,74.0044300355827,"Down_in_Sepsis"
"NMT2",-0.947173691844731,3.13837269333678,-13.9211717976804,2.6811685712556e-37,1.44935827639836e-35,73.9310830973481,"Down_in_Sepsis"
"CEACAM1",1.89963266873706,5.26279034352388,13.9098472629255,3.00242851728507e-37,1.61281396013407e-35,73.8188556997975,"Up_in_Sepsis"
"TP53",-0.703065287674534,3.30459514727169,-13.9049168379653,3.15402778027595e-37,1.68365945445856e-35,73.7700068043043,"Down_in_Sepsis"
"HLA-DMB",-1.24741543437204,4.69317617478553,-13.8529515586231,5.29841387206714e-37,2.81079210443015e-35,73.2556038815935,"Down_in_Sepsis"
"SORT1",1.2420298525285,4.78665992583471,13.8384771878525,6.12113439177844e-37,3.2271980765543e-35,73.1124696480543,"Up_in_Sepsis"
"SIL1",0.752893877656191,3.77572574143423,13.8331993941434,6.45181995934402e-37,3.38067449526118e-35,73.060294596869,"Up_in_Sepsis"
"TIMP1",1.07885729278953,6.78650842966632,13.8305947706505,6.62151937350214e-37,3.44843883957816e-35,73.0345490495986,"Up_in_Sepsis"
"USP11",-0.790051529063273,3.89594294711674,-13.8079752836724,8.29544176762879e-37,4.29402231135257e-35,72.8110534301883,"Down_in_Sepsis"
"OLAH",2.49869216641562,4.09064554166356,13.7999952381151,8.98163745170033e-37,4.62121478764895e-35,72.7322429808723,"Up_in_Sepsis"
"FOLR3",1.78015161331748,5.82402390654958,13.7883011121105,1.00906849475744e-36,5.15214348556505e-35,72.6167881293997,"Up_in_Sepsis"
"GALNT14",1.78954357713724,3.47419294659814,13.7878690532388,1.01341775620528e-36,5.15214348556505e-35,72.6125232709084,"Up_in_Sepsis"
"EXOC6",0.881354834161301,4.14311302134091,13.7743660654215,1.15918190443854e-36,5.8583270093548e-35,72.4792643315669,"Up_in_Sepsis"
"HGF",1.19944061578655,3.28479611153719,13.7695921974815,1.21556875724231e-36,6.10716044447448e-35,72.4321653174716,"Up_in_Sepsis"
"ATP11B",1.07322847417172,4.66933989673838,13.7689767308629,1.22303460415828e-36,6.10873599655897e-35,72.4260936358139,"Up_in_Sepsis"
"CEP55",1.53013437706946,3.11472394705372,13.7531078496001,1.43213866315329e-36,7.11156762906528e-35,72.2695852195046,"Up_in_Sepsis"
"ARHGEF9",-0.611792358014994,3.05295017255475,-13.7327106329206,1.75405006770972e-36,8.65973504526514e-35,72.0685311735695,"Down_in_Sepsis"
"DAAM2",2.25371727818916,4.09738122465289,13.7099147226903,2.199823630639e-36,1.07980997869469e-34,71.8439876714002,"Up_in_Sepsis"
"CD3G",-1.32464206024171,4.41930337867562,-13.7014772991218,2.3920522893923e-36,1.16745820592569e-34,71.7609190736218,"Down_in_Sepsis"
"ZBTB4",-0.740947658621366,4.43302624275413,-13.7000531371516,2.42611180004977e-36,1.17735345933097e-34,71.7469000459537,"Down_in_Sepsis"
"FKBP5",1.3529997358337,6.0249118310916,13.6952243821269,2.54523265518397e-36,1.22818260496759e-34,71.6993719744828,"Up_in_Sepsis"
"ZDHHC20",0.973714463373576,3.83953186550069,13.6909793256126,2.65475980222115e-36,1.27383727363881e-34,71.6575951581495,"Up_in_Sepsis"
"TBC1D4",-1.15197120050398,3.41348979976653,-13.67046022716,3.25413437120776e-36,1.55271294215003e-34,71.4557411246245,"Down_in_Sepsis"
"FCER1A",-1.88104619718142,3.24941999123347,-13.6677357546199,3.34325921043518e-36,1.58637649535149e-34,71.4289494928705,"Down_in_Sepsis"
"CD27",-1.18798984817422,4.6436352208657,-13.6567663470617,3.72740081923672e-36,1.75888013243651e-34,71.3211035058059,"Down_in_Sepsis"
"TXK",-1.0413725651011,3.50685389119112,-13.6485372446801,4.04418620907706e-36,1.89787881383116e-34,71.2402239780835,"Down_in_Sepsis"
"RASGRP1",-1.13212604129751,4.15842934398016,-13.6145539904658,5.66272623771989e-36,2.64291501619484e-34,70.9064488883825,"Down_in_Sepsis"
"SMPDL3A",1.55544723035731,4.22902244599277,13.6088049339732,5.99434920522986e-36,2.78248568271023e-34,70.8500195653017,"Up_in_Sepsis"
"TPST2",0.805624259723993,5.78575559603547,13.6074205205526,6.07705630422388e-36,2.80562907537168e-34,70.8364325667175,"Up_in_Sepsis"
"ZBTB8OS",0.657093876972196,3.61113476847314,13.5861081868424,7.50370667180938e-36,3.44565369268408e-34,70.6273452717591,"Up_in_Sepsis"
"NDST2",0.781951656038461,4.2180520978564,13.5711875136426,8.69671060666909e-36,3.97211793002998e-34,70.4810510408616,"Up_in_Sepsis"
"RORA",-1.16633402870796,3.37538852152309,-13.5543588378348,1.02704937618319e-35,4.66597272445776e-34,70.3161353577579,"Down_in_Sepsis"
