"gene_symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","significance"
"VPS37A",0.333053429081078,3.66569725751997,8.57705109623499,1.32137682453238e-16,8.47924827823519e-16,26.7947263012273,"Not_significant"
"KIAA1958",0.53136815938282,3.2127135851553,8.57535361817007,1.33840768292755e-16,8.58208710201515e-16,26.7821161818135,"Up_in_Sepsis"
"SSBP4",-0.441854713228349,3.66351667720386,-8.56997031973806,1.39386738716091e-16,8.93099876499725e-16,26.7421372110028,"Not_significant"
"ATG9A",0.350929803433,4.22452741064607,8.56939283022744,1.39995011475652e-16,8.96324882319e-16,26.7378495920949,"Not_significant"
"AQP10",0.91935609493553,3.63264063809091,8.56886589631299,1.40552323919826e-16,8.99219025167968e-16,26.7339375128759,"Up_in_Sepsis"
"ERP29",-0.473613020120809,5.56629578695231,-8.5678112349516,1.41674387228336e-16,9.05719267453007e-16,26.7261079946864,"Not_significant"
"BMI1",-0.571027870605129,4.19218436052686,-8.56768572393039,1.41808507959031e-16,9.05898628629831e-16,26.7251762823208,"Down_in_Sepsis"
"GZMA",-1.02855211076411,5.23570729405372,-8.56530429012538,1.44377228430482e-16,9.21618765339868e-16,26.7074999663509,"Down_in_Sepsis"
"PNPLA6",0.644008358323067,4.73982193549449,8.5632668252911,1.46611417537656e-16,9.35181566235339e-16,26.6923796483095,"Up_in_Sepsis"
"GK",0.915695625596125,5.21126808963068,8.56251537044532,1.47444030046945e-16,9.39790642261911e-16,26.6868036626597,"Up_in_Sepsis"
"COX15",0.336746676530917,3.96615538212861,8.56233024256477,1.4764986876049e-16,9.40400841971177e-16,26.6854300221009,"Not_significant"
"POGLUT1",-0.440990680848612,3.85841569800206,-8.56048645249743,1.49715502528703e-16,9.52846577569039e-16,26.6717503757151,"Not_significant"
"AKAP11",-0.45528680844988,3.64838849734126,-8.56005421683474,1.50203864771052e-16,9.55242895762888e-16,26.6685437999959,"Not_significant"
"SAT1",0.532167373165661,6.79321519594594,8.55779555648464,1.52781556292344e-16,9.70913149027461e-16,26.6517896818104,"Up_in_Sepsis"
"SF3A1",-0.470930348361182,4.09210769157266,-8.5563124068189,1.54497943305646e-16,9.81090657080683e-16,26.6407898581949,"Not_significant"
"LY6G6C",0.884699597905261,2.99019762922521,8.55089429083716,1.60931735932192e-16,1.02118718915071e-15,26.6006181737795,"Up_in_Sepsis"
"LTB",-0.658038157215868,5.94452115201549,-8.54793460948897,1.64557407274006e-16,1.04341857128974e-15,26.578682044438,"Down_in_Sepsis"
"ARPC1A",0.44476842093665,4.98115271483884,8.54778814212879,1.64738915546114e-16,1.0437945680114e-15,26.577596624571,"Not_significant"
"ARPC5",0.50374365342536,6.64753407960744,8.54619970096163,1.66720137713712e-16,1.05556463766702e-15,26.5658261067418,"Up_in_Sepsis"
"YME1L1",-0.397274754278654,4.10148471032125,-8.53473931033402,1.8172983780793e-16,1.14974410719817e-15,26.4809511827136,"Not_significant"
"TMEM45A",0.926823051383767,2.64947936693285,8.53392491080574,1.82845935986641e-16,1.15594902980155e-15,26.474922987626,"Up_in_Sepsis"
"TMEM18",-0.399675777795828,3.25846358009814,-8.53369435360575,1.83163133595945e-16,1.15709787281284e-15,26.4732164775218,"Not_significant"
"TSPO2",0.721282033324096,3.50249895000103,8.52951583556413,1.89007099570595e-16,1.19313350881925e-15,26.4422943271409,"Up_in_Sepsis"
"BUB3",-0.428096950307372,4.19427163219766,-8.52939511077835,1.89178654416058e-16,1.19333448106909e-15,26.441401097523,"Not_significant"
"CD44",0.485280237964868,5.6510911998303,8.52688523007136,1.92780380073827e-16,1.21515662450964e-15,26.4228328749486,"Not_significant"
"MAST4",0.485435196319739,3.34782527166627,8.52640216071518,1.93481334760445e-16,1.21867557536059e-15,26.4192595665245,"Not_significant"
"TLN1",0.523173491404078,4.99213216751584,8.52552976649228,1.94753608278972e-16,1.22578523825402e-15,26.4128067648077,"Up_in_Sepsis"
"PTBP2",0.570405779836888,3.07169411560847,8.52223130185516,1.9963920308107e-16,1.25561003940753e-15,26.3884135544961,"Up_in_Sepsis"
"MAPK8",-0.429874869976343,3.2663807784845,-8.52010782310218,2.02848363626605e-16,1.27485494756058e-15,26.3727134308452,"Not_significant"
"KPNA4",0.427851617377203,4.52288072740358,8.5196799691698,2.03501116387396e-16,1.27801693754761e-15,26.3695504054561,"Not_significant"
"PPIE",-0.430198599523407,3.55157680021643,-8.51816113246632,2.0583513883552e-16,1.29172514386053e-15,26.3583229433434,"Not_significant"
"SERINC2",0.474591708681766,2.98086797316942,8.516686629257,2.08126350438276e-16,1.30514475704355e-15,26.3474246149138,"Not_significant"
"SACS",-0.491067130926314,2.93635935943285,-8.51580814200562,2.09503390114669e-16,1.31281618119544e-15,26.3409322140003,"Not_significant"
"TAB3",0.357151137430771,3.2743785490124,8.51560833493306,2.09817845581486e-16,1.31382274128407e-15,26.339455622317,"Not_significant"
"RANGRF",-0.408923521249901,3.79951235861673,-8.51483143251138,2.11044972658275e-16,1.32053854320463e-15,26.3337144888711,"Not_significant"
"HIVEP2",-0.471184141982007,3.43784798117562,-8.51240380479246,2.14925357581172e-16,1.34383417210892e-15,26.3157773615982,"Not_significant"
"RAB1A",0.458211629496802,4.57285966400764,8.5057863396581,2.25864793797595e-16,1.4112005880214e-15,26.2669017756959,"Not_significant"
"ZNF202",-0.454965359684516,2.89894053291529,-8.50518263487612,2.26889774392308e-16,1.41656839406776e-15,26.2624443026192,"Not_significant"
"GPI",0.659093145295095,5.30026918484504,8.50384428142705,2.29178483126614e-16,1.42981258172711e-15,26.2525633620517,"Up_in_Sepsis"
"PAAF1",-0.371065002981098,3.56525437432541,-8.5029943814557,2.30643726853824e-16,1.4372454458688e-15,26.2462892253423,"Not_significant"
"PLIN5",1.08236441515762,4.51714249539291,8.50295813795416,2.3070641684652e-16,1.4372454458688e-15,26.2460216786512,"Up_in_Sepsis"
"SLC25A36",-0.389851211481852,3.46021156016081,-8.50166675145792,2.32951143061208e-16,1.45017180239488e-15,26.2364893147974,"Not_significant"
"MXD3",0.658210774933523,4.20811106606508,8.49989726677104,2.36062019695295e-16,1.4684673781628e-15,26.2234296093987,"Up_in_Sepsis"
"APEX1",-0.598211828027761,5.13541666876034,-8.49732694829737,2.40654120793161e-16,1.49594384693915e-15,26.2044629200418,"Down_in_Sepsis"
"TPM1",0.694507219935301,3.82113905954536,8.4951856969797,2.44547010940299e-16,1.51903710577534e-15,26.1886656079242,"Up_in_Sepsis"
"MMP25",0.810037418741884,5.2794677550093,8.49254634789679,2.4943123028504e-16,1.54825010019224e-15,26.1691975779618,"Up_in_Sepsis"
"OLFML2B",0.561588320136211,3.02312923170764,8.49122454544109,2.51913400838657e-16,1.56252168232605e-15,26.1594495491277,"Up_in_Sepsis"
"FCRLA",-0.83260696647512,3.35472554892114,-8.49041754378076,2.53440834413139e-16,1.57085498310785e-15,26.15349862514,"Down_in_Sepsis"
"NAAA",-0.648799553766773,4.11330945281336,-8.48906260366733,2.56025986234998e-16,1.58572730125679e-15,26.1435080805277,"Down_in_Sepsis"
"NMI",0.571739474270271,5.82396580918141,8.48740554535434,2.59223026152149e-16,1.60436512055471e-15,26.1312914949038,"Up_in_Sepsis"
"RBM4",-0.384346644157734,4.32814841428478,-8.48436788322015,2.65186566017022e-16,1.64008577867588e-15,26.1089010551604,"Not_significant"
"LAMTOR1",0.556496325472088,6.27890729913292,8.480939573004,2.72080077730506e-16,1.68150213017095e-15,26.0836382967126,"Up_in_Sepsis"
"HIP1",0.48927303593273,3.7322670285126,8.48050035044274,2.72975955817656e-16,1.68581897226218e-15,26.0804022707898,"Not_significant"
"S1PR5",-0.9466864869401,3.53219028144766,-8.47970313917591,2.74609477427805e-16,1.69468175340382e-15,26.0745290363323,"Down_in_Sepsis"
"NMNAT2",0.660790638154662,2.87925150437397,8.47853332823126,2.77023983594906e-16,1.70834790172137e-15,26.0659115164929,"Up_in_Sepsis"
"FABP5",0.480380445190175,3.47306522447176,8.4740760710994,2.86417713725619e-16,1.76500266445203e-15,26.0330847913417,"Not_significant"
"ZFYVE16",0.574140143909442,3.92816990265496,8.47195344681282,2.91001200402655e-16,1.79195476037425e-15,26.0174566216695,"Up_in_Sepsis"
"TRIT1",-0.474593852087237,3.4664197946343,-8.46284612660772,3.11504259411857e-16,1.91682844354227e-15,25.9504354122469,"Not_significant"
"OPRL1",0.4156480875616,3.97607146535709,8.46231094284452,3.12752571785539e-16,1.92312434529899e-15,25.9464986313179,"Not_significant"
"TXLNG",-0.503182746779822,3.0725367013354,-8.46098479089073,3.15867163672566e-16,1.94087873735783e-15,25.9367443293423,"Down_in_Sepsis"
"ETS2",0.838810945739114,4.89606240272521,8.45896449966494,3.20671042781219e-16,1.96898014118935e-15,25.9218865740103,"Up_in_Sepsis"
"NBPF11",-0.490601580165213,4.80850766584539,-8.45882870352733,3.20996519304452e-16,1.96956269495641e-15,25.9208879877126,"Not_significant"
"SYTL4",0.523937443281287,2.90880138142838,8.45786808581826,3.23308275980492e-16,1.98232303312949e-15,25.9138243583982,"Up_in_Sepsis"
"PBX4",-0.453319958641658,3.33630199607025,-8.45649313646106,3.26645801658099e-16,2.00134992249772e-15,25.9037150942896,"Not_significant"
"RBM47",0.651993987032514,5.11843343931767,8.44923893314291,3.4482655589902e-16,2.11122839708496e-15,25.850399019961,"Up_in_Sepsis"
"CCDC93",0.440042521449787,4.05211092753099,8.44901474108034,3.4540408889245e-16,2.11324951520804e-15,25.8487518208297,"Not_significant"
"LYRM4",-0.373018705270459,3.21152331838085,-8.44644070702363,3.52103875305849e-16,2.1526980665621e-15,25.8298420273965,"Not_significant"
"LGALS8",0.50259365243916,4.3975024034201,8.44583474330696,3.53699688146933e-16,2.16090775140412e-15,25.8253910186945,"Up_in_Sepsis"
"PEA15",-0.596658154854564,4.3369785476126,-8.44253307041826,3.62521121893095e-16,2.21321865767614e-15,25.8011432778475,"Down_in_Sepsis"
"BCL2L15",0.489105623713124,2.87585418492858,8.43869161228763,3.73058792254214e-16,2.2759251033166e-15,25.7729401722739,"Not_significant"
"SPN",-0.495254028038996,4.0229446477073,-8.43584402911748,3.81065013781187e-16,2.32271967385924e-15,25.7520400211361,"Not_significant"
"SMARCAD1",-0.44798558743119,3.28288366257024,-8.43577083319209,3.81273033924675e-16,2.32271967385924e-15,25.7515028606261,"Not_significant"
"CEP170",0.417872227269,3.68680669150172,8.43528476778904,3.82657264821775e-16,2.32949087586798e-15,25.7479358764039,"Not_significant"
"EXOC7",0.324707976652773,4.09719367288987,8.43468934808749,3.8435969001935e-16,2.33818811428438e-15,25.7435666052428,"Not_significant"
"NARS2",-0.440660809446948,3.16107771102066,-8.4336383189427,3.87383087689763e-16,2.35490316865357e-15,25.7358545688843,"Not_significant"
"SKAP2",0.521561447471688,4.89004033210475,8.43124195931063,3.94364664727779e-16,2.39563911908959e-15,25.7182736991208,"Up_in_Sepsis"
"TMEM88",0.70403410064077,3.57159132770248,8.43081495212815,3.956217034546e-16,2.40156714229263e-15,25.7151413546451,"Up_in_Sepsis"
"GPR89B",-0.357441912482529,3.36611540235692,-8.42901166760207,4.00974105651031e-16,2.43232942923683e-15,25.7019145205858,"Not_significant"
"DFFA",-0.303420467160461,3.44547807792924,-8.42874550189903,4.0177016214668e-16,2.43542864080539e-15,25.6999624113062,"Not_significant"
"SLC39A10",-0.604872799302522,3.38121876255165,-8.42692516293835,4.07256525680594e-16,2.46693474172904e-15,25.6866129314303,"Down_in_Sepsis"
"PHF21A",0.523484081071432,5.28467682872934,8.42493775809074,4.13331004043613e-16,2.50195613432778e-15,25.67204071892,"Up_in_Sepsis"
"MB21D2",-0.519048706337548,3.2199154598843,-8.42469295100243,4.14085422586595e-16,2.50474758803974e-15,25.6702459010917,"Down_in_Sepsis"
"E2F2",0.710749765983316,4.90242478552617,8.42403747291182,4.16112108438423e-16,2.51522541979658e-15,25.6654404150996,"Up_in_Sepsis"
"BOD1",-0.489251148290219,3.52527916192562,-8.42222923788119,4.2175400349748e-16,2.54752541999433e-15,25.6521851994289,"Not_significant"
"RRAGD",0.63420867823425,5.00357661067493,8.41747522047506,4.36950364572575e-16,2.63745092849072e-15,25.6173461040895,"Up_in_Sepsis"
"TSEN2",-0.339706799786481,2.90056576123382,-8.41726170299594,4.37645435586578e-16,2.63978083710803e-15,25.6157817169167,"Not_significant"
"ACD",-0.348439353837596,3.84576360921281,-8.41652101721167,4.40065099121731e-16,2.65250247819245e-15,25.6103551331333,"Not_significant"
"MEAF6",-0.370756565127189,3.63360920235193,-8.41551364488893,4.43377207372963e-16,2.67007571585391e-15,25.6029752587277,"Not_significant"
"METAP1",-0.463851696717872,4.15699816842975,-8.41544438274694,4.43605835475552e-16,2.67007571585391e-15,25.6024678777156,"Not_significant"
"TRMT61B",-0.499780051977653,3.06453057996487,-8.4144879226051,4.46774966496539e-16,2.68725703439925e-15,25.5954616301455,"Not_significant"
"ITPRIP",0.537018392266592,5.11368385778512,8.41376508331291,4.49184857828588e-16,2.69985071830681e-15,25.5901670915833,"Up_in_Sepsis"
"MGAT4B",0.44637353331675,4.10408927919163,8.41035084432867,4.6074248666602e-16,2.76737101168388e-15,25.5651635899659,"Not_significant"
"LIMS1",0.455910690222783,4.83044395844254,8.40877546553546,4.66173982946171e-16,2.7980266959545e-15,25.5536291621607,"Not_significant"
"CEBPB",0.648274598354364,7.91706006004132,8.40783167616155,4.69458190076794e-16,2.81378661038493e-15,25.5467198036257,"Up_in_Sepsis"
"MUC1",0.491495350895672,3.14750611283488,8.40783155819226,4.69458602013642e-16,2.81378661038493e-15,25.5467189400241,"Not_significant"
"TOP2A",0.873496645278318,3.22657361323003,8.40767591651974,4.70002398340484e-16,2.81507046579669e-15,25.5455795631568,"Up_in_Sepsis"
"ACVRL1",0.677918610936556,3.0219006189907,8.40496696171505,4.79567564251496e-16,2.8703479791675e-15,25.5257511392902,"Up_in_Sepsis"
"ECT2",0.477169052242956,2.733541754073,8.4013021963123,4.92814526641317e-16,2.9475692381257e-15,25.4989341498057,"Not_significant"
"GALNT1",0.404223404622333,4.64995609793285,8.39596170959409,5.12768733131225e-16,3.06477099347361e-15,25.4598706322359,"Not_significant"
"COQ5",0.464589803278942,4.07415158470317,8.39458644620122,5.1803527872675e-16,3.09408343748613e-15,25.4498141281309,"Not_significant"
"TMEM169",0.653769882193256,3.49599052217355,8.39380186258487,5.21063742484339e-16,3.10999680262665e-15,25.4440774726832,"Up_in_Sepsis"
"SCN1B",0.707003456727265,3.03183129415634,8.38747490180474,5.46133783409516e-16,3.25735240509824e-15,25.39783111175,"Up_in_Sepsis"
"L3MBTL2",-0.368368902127416,3.79368970434814,-8.38565300019725,5.53571467704123e-16,3.29940956431327e-15,25.3845189026192,"Not_significant"
"ZC3H3",0.625899838916533,3.66289115053306,8.38325925630947,5.63496003402978e-16,3.35621991984995e-15,25.3670316527897,"Up_in_Sepsis"
"NOSIP",-0.55141488093826,5.71097597676033,-8.37730041697034,5.88971838888575e-16,3.50551113306433e-15,25.3235161339094,"Down_in_Sepsis"
"CYFIP2",-0.465528080410968,5.37657313790737,-8.37479473210535,6.00021373298062e-16,3.56879007614119e-15,25.3052248026747,"Not_significant"
"PRKAA1",0.451818098278879,3.78303148691116,8.37217926109337,6.11773607028124e-16,3.63615753488323e-15,25.2861363945127,"Not_significant"
"ITGAX",0.578270266904779,4.5332510183719,8.36674733481731,6.36912904134071e-16,3.78294375118852e-15,25.2465069577408,"Up_in_Sepsis"
"EP400",-0.46028915695614,3.34503729555097,-8.36301646276216,6.5476836874814e-16,3.88629370220838e-15,25.2192989406741,"Not_significant"
"GPATCH1",-0.420006710452697,3.4052263203595,-8.35692325942471,6.84999232350183e-16,4.06290169687702e-15,25.1748827078858,"Not_significant"
"SNURF",-0.661351800627058,3.90941308261777,-8.35551494848011,6.92180378367007e-16,4.10264580959931e-15,25.1646203054839,"Down_in_Sepsis"
"RIT1",0.70048490585266,4.40004982719835,8.35522499678649,6.93668087205798e-16,4.10861243607817e-15,25.1625075795382,"Up_in_Sepsis"
"SLC9A8",0.692455156393613,4.61280470795661,8.35151162227723,7.13002701139516e-16,4.22020517701497e-15,25.1354550098528,"Up_in_Sepsis"
"SAMD14",0.847952629977652,3.38840021874036,8.34752223020035,7.34368153803032e-16,4.34365540279203e-15,25.1064016188773,"Up_in_Sepsis"
"ADCK1",-0.442141716767092,3.31121629303203,-8.34318070659732,7.58338817482353e-16,4.48233345336801e-15,25.0747955646808,"Not_significant"
"VIM",0.476711575680085,7.1895822346498,8.33643341906699,7.97135467242484e-16,4.7083914424053e-15,25.025700084986,"Not_significant"
"ALDH9A1",-0.410110457200037,5.30901102200689,-8.32892610623323,8.42610577170902e-16,4.97355697278278e-15,24.9711093386655,"Not_significant"
"RPS28",-0.419001892993691,6.04696472522641,-8.32529952797155,8.65487530553789e-16,5.1050614630248e-15,24.9447512231127,"Not_significant"
"SIGLEC11",0.459335049487341,2.82550264810124,8.32499649314034,8.67426672690927e-16,5.1129683998987e-15,24.9425491429032,"Not_significant"
"FGFR1OP2",0.479147866717578,4.2404049214631,8.32317307903213,8.79185808965547e-16,5.17870758232741e-15,24.9293001042964,"Not_significant"
"TSR2",-0.41500819183638,4.33253447088946,-8.3223505546076,8.84541668264395e-16,5.20666463724755e-15,24.9233243026659,"Not_significant"
"ANK3",-0.44263062287631,3.03546659304663,-8.32089582452136,8.94093183947459e-16,5.25926300557524e-15,24.9127564853861,"Not_significant"
"GP6",0.76195370240824,3.53274105725207,8.31908821086458,9.06103788962069e-16,5.32624395149693e-15,24.8996270899183,"Up_in_Sepsis"
"OSM",0.646877121064612,3.86704242300689,8.31684249501408,9.21247632431106e-16,5.41153784635081e-15,24.8833185652483,"Up_in_Sepsis"
"FASLG",-0.678893503418917,2.86242721964876,-8.3142874410607,9.38781815893408e-16,5.51074604092481e-15,24.8647676198129,"Down_in_Sepsis"
"PIM2",-0.626819222001142,4.7720940311405,-8.31298996316873,9.47811669638466e-16,5.55993095493279e-15,24.8553489286263,"Down_in_Sepsis"
"ATP2C1",0.423545081356914,3.60725450260992,8.31153917841917,9.58010137424382e-16,5.61589882206016e-15,24.8448186519814,"Not_significant"
"UBE2E2",-0.615084959624166,3.63453107324173,-8.31031595675726,9.66693126515993e-16,5.66291220409677e-15,24.835941173864,"Down_in_Sepsis"
"ZDHHC14",-0.392955656569101,2.9120165854845,-8.30791799071345,9.8394127072767e-16,5.76000164035985e-15,24.8185408810014,"Not_significant"
"ENO2",-0.593402548919856,3.58727783156198,-8.30767633087864,9.85696264318917e-16,5.76632314626566e-15,24.8167875403821,"Down_in_Sepsis"
"LILRB2",0.511695572286436,5.71101727836984,8.30363746480291,1.01548956771228e-15,5.93654784245763e-15,24.78748958002,"Up_in_Sepsis"
"INHBB",1.03721712858937,2.97397001347108,8.29663384306778,1.06927671042396e-15,6.24671161677908e-15,24.7367105898395,"Up_in_Sepsis"
"C2orf42",-0.408498720559431,3.90576013221281,-8.29403319472552,1.0899581632345e-15,6.36318022705798e-15,24.7178630580614,"Not_significant"
"ATXN1",0.485743937968862,4.50172840504752,8.29377482264303,1.09203430640581e-15,6.37094604577323e-15,24.7159908147671,"Not_significant"
"STARD13",0.526877190872987,2.7314033242574,8.29349428144636,1.09429301419448e-15,6.37911553859382e-15,24.7139579768327,"Up_in_Sepsis"
"MOAP1",-0.582685292233804,4.20785870020868,-8.29341546815126,1.09492839006891e-15,6.37911553859382e-15,24.7133868947473,"Down_in_Sepsis"
"TMCO4",-0.319935697036497,3.07910057686157,-8.29281779530042,1.09975857928164e-15,6.40288890636977e-15,24.7090562826052,"Not_significant"
"STBD1",0.486923388700772,3.06905487967046,8.29108716911944,1.11386398329009e-15,6.48059419705764e-15,24.6965178491394,"Not_significant"
"COL7A1",0.611500651404836,3.13342495885951,8.28770609316565,1.14193907941191e-15,6.63941570950112e-15,24.6720275292543,"Up_in_Sepsis"
"MAGEH1",-0.515820942091847,3.13193843958987,-8.28305237782848,1.18172838404549e-15,6.86608308036226e-15,24.6383312996692,"Down_in_Sepsis"
"HYAL2",0.363297917151526,3.49772586133023,8.28011322649398,1.20756076756696e-15,7.01140483738234e-15,24.6170570628159,"Not_significant"
"C8orf76",0.442706616450844,4.23523067819628,8.27951775035065,1.21286201964441e-15,7.03740116153727e-15,24.6127475636655,"Not_significant"
"RNF146",0.635741453686512,4.85629634220144,8.27849985309132,1.2219771960099e-15,7.08547673531607e-15,24.6053815147952,"Up_in_Sepsis"
"GPATCH8",-0.439019974622195,3.82773866007541,-8.26967833709436,1.30386181733785e-15,7.5551450351985e-15,24.5415728093886,"Not_significant"
"MDC1",-0.432450847643385,3.38808038349036,-8.26690777414058,1.33068085421818e-15,7.70531876330674e-15,24.5215430361388,"Not_significant"
"SCYL2",0.450649123687665,4.14702474547279,8.26480612323147,1.35138769714846e-15,7.81992027191397e-15,24.5063525250065,"Not_significant"
"ARRB2",0.481727276215947,5.56352649692493,8.25718325031269,1.42920003711068e-15,8.26458870478153e-15,24.4512795762038,"Not_significant"
"AUTS2",-0.472839862096965,3.15134385584022,-8.25390946779273,1.46396167501118e-15,8.45485714959475e-15,24.427639222798,"Not_significant"
"BTBD10",0.49708809800988,4.58664628340031,8.25389816773257,1.46408309615392e-15,8.45485714959475e-15,24.427557636002,"Not_significant"
"C9orf72",0.605458584198495,3.92649609723444,8.25268627583036,1.47716300938538e-15,8.52462788051389e-15,24.4188082255309,"Up_in_Sepsis"
"C1RL",0.593802199715511,4.93908111393595,8.25149701933551,1.49011083967664e-15,8.59354266149773e-15,24.4102231741626,"Up_in_Sepsis"
"MYLK",0.548473253902875,3.28959428399828,8.24511000185383,1.56159049292879e-15,8.99969257766854e-15,24.3641322532372,"Up_in_Sepsis"
"FAM20C",0.546498761548998,3.27709809803753,8.24434758241507,1.57034619108208e-15,9.0440504504599e-15,24.3586321666732,"Up_in_Sepsis"
"ACTR10",0.522937803274352,4.99288255016736,8.24014843846159,1.61944589115553e-15,9.32054404067341e-15,24.3283464458591,"Up_in_Sepsis"
"IL1RAP",0.829907076823529,4.19163744675826,8.2374928477879,1.65127686160031e-15,9.49734388884055e-15,24.3091993791261,"Up_in_Sepsis"
"SSH2",0.571496772381867,4.85710967795537,8.23421776121127,1.69138565010754e-15,9.72148373995191e-15,24.2855920893862,"Up_in_Sepsis"
"LIG4",0.591391312989964,3.34393120964428,8.23274285770753,1.70976113299201e-15,9.82049081162391e-15,24.2749630851187,"Up_in_Sepsis"
"AK4",0.391656784946639,2.94563588523691,8.22945129297117,1.75148420955117e-15,1.00533781140971e-14,24.2512473478439,"Not_significant"
"ATP2C2",1.17232260073897,2.99933635009229,8.22892602634067,1.75823478755576e-15,1.00853480997406e-14,24.247463460964,"Up_in_Sepsis"
"ORMDL2",0.352842433312329,4.71550619171488,8.22882895342267,1.75948515230162e-15,1.00857467689988e-14,24.2467641923433,"Not_significant"
"VPS13C",-0.408771754032286,4.06259092196178,-8.22475115681472,1.81281102898514e-15,1.03844527153334e-14,24.2173952397577,"Not_significant"
"RNMT",-0.446496786165381,3.65355693884194,-8.2218408678084,1.85184256593609e-15,1.0600929863043e-14,24.1964415782837,"Not_significant"
"FCER2",-0.619239816782226,3.35293556107231,-8.22105491322249,1.86252507187573e-15,1.06504606499274e-14,24.1907837775404,"Down_in_Sepsis"
"TRAPPC3",0.392869377866511,5.03808528342975,8.22102088835777,1.86298890188404e-15,1.06504606499274e-14,24.1905388541458,"Not_significant"
"RIC8B",-0.388627212750592,3.17932452226137,-8.21796411129455,1.90512815842642e-15,1.08840800007492e-14,24.1685381768916,"Not_significant"
"GP9",0.873245762903299,4.86065325465289,8.21426595748865,1.95736941469831e-15,1.11750616115897e-14,24.1419295408821,"Up_in_Sepsis"
"PLEC",0.47940079573666,4.33474395366575,8.2132117166267,1.97251944222201e-15,1.12540337715552e-14,24.1343458134943,"Not_significant"
"SLC25A28",0.53429374732381,5.2299663365854,8.21222466479317,1.98680890035154e-15,1.13279938704289e-14,24.1272460790575,"Up_in_Sepsis"
"MLXIPL",0.792618562350741,3.17505066624225,8.20990917107112,2.02073264996156e-15,1.15137275272326e-14,24.1105935634012,"Up_in_Sepsis"
"ATF6",0.473921005088674,4.54467717956784,8.20871427801034,2.0384619308284e-15,1.16070022341369e-14,24.1020015447532,"Not_significant"
"VPS8",0.557147089375234,4.42214334423106,8.2080771974782,2.04797735781681e-15,1.16534141326538e-14,24.097420928302,"Up_in_Sepsis"
"SLC41A3",-0.367739282826568,3.59154410848312,-8.19359415684257,2.27653190700937e-15,1.29453122621618e-14,23.9933601257235,"Not_significant"
"ANKDD1A",0.593144197958025,3.5308510853106,8.19330269937905,2.28138092690439e-15,1.29642544888159e-14,23.9912674256786,"Up_in_Sepsis"
"TNPO3",0.478342772031832,5.05310304955337,8.19297316844514,2.2868756701741e-15,1.29868384966469e-14,23.9889014212349,"Not_significant"
"PGD",0.718041730817985,5.91474583895144,8.19086303791499,2.32237209253645e-15,1.31796545131919e-14,23.9737525657122,"Up_in_Sepsis"
"PATZ1",-0.486380817897864,3.08737155970558,-8.19000807062161,2.33690871343518e-15,1.32533448349601e-14,23.967615502427,"Not_significant"
"ZNF467",0.617856279805553,5.9286038767593,8.18948686859632,2.34581453411852e-15,1.32950245095595e-14,23.963874485964,"Up_in_Sepsis"
"UCP2",-0.736119051604105,5.65771010086416,-8.1872203679268,2.38493389847991e-15,1.35077721663905e-14,23.9476083834825,"Down_in_Sepsis"
"TREML1",1.00838926516304,5.00079326025207,8.18612020881623,2.40415405194053e-15,1.36076075265899e-14,23.9397140465584,"Up_in_Sepsis"
"GADD45B",0.517602295590648,4.97861921538017,8.1842402058259,2.43735309187944e-15,1.37863793097631e-14,23.9262256932434,"Up_in_Sepsis"
"CHMP7",-0.456670754931619,4.45976355918182,-8.18136057518725,2.48908457316061e-15,1.40696699797252e-14,23.9055699088089,"Not_significant"
"CWF19L2",-0.431247099030134,3.31553695033678,-8.18088758773331,2.49768469607126e-15,1.41089450986406e-14,23.9021776635469,"Not_significant"
"RNF10",0.662415581270996,6.4244925657073,8.18020832041477,2.51008688158039e-15,1.41696312330324e-14,23.8973062476017,"Up_in_Sepsis"
"GUSB",0.424151285560114,4.97396433420041,8.17850320616003,2.54148780135259e-15,1.43374156613953e-14,23.8850792421272,"Not_significant"
"DPP7",-0.389160005777718,3.53944584231663,-8.1764109862052,2.58054811022168e-15,1.45418647955114e-14,23.8700790196875,"Not_significant"
"ZNF286A",-0.412336485993075,3.0624948627345,-8.17637983284095,2.58113417983788e-15,1.45418647955114e-14,23.8698556868122,"Not_significant"
"STEAP3",0.567824207972303,3.14926897003478,8.17149126378905,2.67474780030645e-15,1.50593414386403e-14,23.834818390168,"Up_in_Sepsis"
"IFNAR1",0.497083368458028,5.06917228402014,8.16981586884282,2.70759615073509e-15,1.52342415832862e-14,23.8228141669629,"Not_significant"
"TOR1A",0.41428460842655,4.74340824225138,8.16878359322172,2.7280333435296e-15,1.53391262587797e-14,23.8154188283145,"Not_significant"
"NFX1",-0.304087848341313,3.52745881522572,-8.16862728972434,2.73114112395737e-15,1.5346497591921e-14,23.8142991141353,"Not_significant"
"PLIN2",0.522689840078517,4.17395243838395,8.16198069498838,2.86658158867443e-15,1.60969581517872e-14,23.7666997936861,"Up_in_Sepsis"
"DYNLT1",0.621984650746059,6.31258841366839,8.15884310930183,2.93280187880526e-15,1.64579900439394e-14,23.7442402942838,"Up_in_Sepsis"
"C1orf21",-0.563326401875807,3.03072876530062,-8.15825309688175,2.94542209173393e-15,1.65179580338145e-14,23.7400175916505,"Down_in_Sepsis"
"HMG20A",-0.475268054291654,3.31235339933884,-8.15407043847489,3.03643907776361e-15,1.70172087684901e-14,23.7100890535927,"Not_significant"
