n,n_case,n_control,prevalence,AUROC,AUROC_low,AUROC_high,AUPRC,Brier,mean_predicted,observed_rate,calibration_in_the_large,calibration_intercept,calibration_slope,pooled_local_youden_threshold,local_threshold_sensitivity,local_threshold_specificity,fold_fixed_sensitivity,fold_fixed_specificity,fold_fixed_accuracy
484,333,151,0.68801652892562,0.721933854384186,0.669937062731109,0.773930646037262,0.810013941773427,0.333489146055543,0.3961135280523,0.68801652892562,-0.29190300087332,1.19408745935913,0.192090364660573,0.0827668098790949,0.738738738738739,0.71523178807947,0.396396396396396,0.814569536423841,0.526859504132231
