gene_symbol,dataset,n_control,n_sepsis,mean_control,mean_sepsis,median_control,median_sepsis,dataset_logFC,dataset_direction,auc,wilcox_p,heldout_dataset
S100A12,GSE137340,14,43,7.70278727485714,11.0668810956512,7.065018702,11.04278397,3.36409382079402,Up_in_Sepsis,0.898671096345515,1.12784882767697e-06,GSE65682
S100A12,GSE236713,30,125,-1.917598468,0.1769893729,-1.901658775,0.180045844,2.0945878409,Up_in_Sepsis,0.973066666666666,9.56049645464289e-16,GSE65682
S100A12,GSE54514,18,35,13.46449889,13.4374514174286,13.757225515,13.76200581,-0.0270474725714287,Down_in_Sepsis,0.479365079365079,0.814369036014009,GSE65682
S100A12,GSE57065,25,28,9.826516,13.2250428571429,9.69309,13.31705,3.39852685714286,Up_in_Sepsis,0.998571428571429,4.42509124931643e-15,GSE65682
S100A12,GSE95233,22,51,9.08179684272727,12.5885895996078,8.865218125,12.6154914,3.50679275688057,Up_in_Sepsis,1,1.60188706567253e-11,GSE65682
IRAK3,GSE137340,14,43,6.47396456585714,9.10218682455814,5.964591442,9.217291858,2.628222258701,Up_in_Sepsis,0.875415282392027,6.53811501196993e-06,GSE65682
IRAK3,GSE236713,30,125,-2.2557758,0.510612487264,-2.2103551,0.74091697,2.766388287264,Up_in_Sepsis,0.9824,2.59297050143436e-16,GSE65682
IRAK3,GSE54514,18,35,9.97324305155556,10.1531717713714,10.1306290635,10.4770212165,0.179928719815873,Up_in_Sepsis,0.6,0.243028800589674,GSE65682
IRAK3,GSE57065,25,28,5.32564786666667,8.14573369047619,5.33925,8.23077,2.82008582380952,Up_in_Sepsis,1,2.21254562465821e-15,GSE65682
IRAK3,GSE95233,22,51,6.60189167469697,9.13780613104575,6.68542414,9.22017156666667,2.53591445634878,Up_in_Sepsis,0.99554367201426,2.41819260539641e-11,GSE65682
TNFAIP6,GSE137340,14,43,6.27006474171429,7.63948308497674,6.136230148,7.544343218,1.36941834326246,Up_in_Sepsis,0.868770764119601,1.0352095404657e-05,GSE65682
TNFAIP6,GSE236713,30,125,-3.05653364,0.290474225472,-2.97301435,0.47928786,3.347007865472,Up_in_Sepsis,0.992533333333333,6.11441610250757e-17,GSE65682
TNFAIP6,GSE54514,18,35,8.65480277255556,8.8839384697,8.66083169025,8.9170858845,0.229135697144445,Up_in_Sepsis,0.677777777777778,0.0353615208408517,GSE65682
TNFAIP6,GSE57065,25,28,7.4643938,9.61311178571429,7.312245,9.727425,2.14871798571429,Up_in_Sepsis,0.944285714285714,3.90036392897249e-10,GSE65682
TNFAIP6,GSE95233,22,51,7.05627400295455,9.5566334022549,7.1440883625,9.421209355,2.50035939930036,Up_in_Sepsis,0.991978609625668,3.35328660937072e-11,GSE65682
ANXA3,GSE137340,14,43,6.19006722014286,8.80938603476744,5.5669530855,8.970790383,2.61931881462459,Up_in_Sepsis,0.838870431893687,6.75807999629674e-05,GSE65682
ANXA3,GSE236713,30,125,-3.47895378333333,0.369189877872,-3.41165095,0.4734826,3.84814366120533,Up_in_Sepsis,0.9616,4.59160112920663e-15,GSE65682
ANXA3,GSE54514,18,35,8.97661760155556,8.53801453448572,8.844226837,8.419454575,-0.43860306706984,Down_in_Sepsis,0.343650793650794,0.0656808931938673,GSE65682
ANXA3,GSE57065,25,28,6.590432,11.05753,6.51191,11.3417,4.467098,Up_in_Sepsis,1,2.21254562465821e-15,GSE65682
ANXA3,GSE95233,22,51,6.21233055909091,10.3470795898039,6.197868215,10.51778229,4.13474903071301,Up_in_Sepsis,1,1.60188706567253e-11,GSE65682
TDRD9,GSE137340,14,43,4.93534616642857,6.7997167887093,4.36161464675,6.3466674295,1.86437062228073,Up_in_Sepsis,0.87375415282392,7.34598051394299e-06,GSE65682
TDRD9,GSE236713,30,125,-3.39393928333333,0.728508634968,-3.5223222,0.61764884,4.12244791830133,Up_in_Sepsis,0.991466666666667,7.12851805331957e-17,GSE65682
TDRD9,GSE54514,18,35,8.22346499241667,8.5398926803,8.05224168325,8.5265431405,0.316427687883333,Up_in_Sepsis,0.619047619047619,0.163232997664367,GSE65682
TDRD9,GSE57065,25,28,3.3303612,6.89073321428572,3.19424,7.142525,3.56037201428571,Up_in_Sepsis,0.99,9.95645531096197e-14,GSE65682
TDRD9,GSE95233,22,51,4.25339464136364,7.46258520078431,4.28958474,7.5901051,3.20919055942068,Up_in_Sepsis,0.993761140819965,2.84841857067922e-11,GSE65682
GPR84,GSE137340,14,43,4.92734887142857,6.88936857467442,4.435268492,6.63126722,1.96201970324585,Up_in_Sepsis,0.882059800664452,4.05663071297044e-06,GSE65682
GPR84,GSE236713,30,125,-2.36265875666667,0.811980091432,-2.3565483,0.67417645,3.17463884809867,Up_in_Sepsis,0.988533333333333,1.08528994979761e-16,GSE65682
GPR84,GSE54514,18,35,8.45748119894445,8.35290996034286,7.911521435,7.836024284,-0.104571238601588,Down_in_Sepsis,0.482539682539683,0.845174025846265,GSE65682
GPR84,GSE57065,25,28,4.3664652,9.12399035714286,4.35207,9.540155,4.75752515714286,Up_in_Sepsis,1,2.21254562465821e-15,GSE65682
GPR84,GSE95233,22,51,4.22026272045455,8.65059058882353,4.09957837,8.75996829,4.43032786836898,Up_in_Sepsis,1,1.60188706567253e-11,GSE65682
MS4A4A,GSE137340,14,43,4.38027034123809,4.79825954171318,4.21162892683333,4.621282503,0.417989200475084,Up_in_Sepsis,0.87375415282392,7.34598051394299e-06,GSE65682
MS4A4A,GSE236713,30,125,-2.61123413333333,0.377198846528,-2.6311412,0.40470123,2.98843297986133,Up_in_Sepsis,0.988533333333334,1.08528994979761e-16,GSE65682
MS4A4A,GSE54514,18,35,7.69527950547222,7.83805843751429,7.73644423475,7.662946701,0.142778932042063,Up_in_Sepsis,0.53968253968254,0.648457933533109,GSE65682
MS4A4A,GSE57065,25,28,4.93951413333333,7.63538952380952,4.82179333333333,7.60882666666667,2.69587539047619,Up_in_Sepsis,0.988571428571429,1.482405568521e-13,GSE65682
MS4A4A,GSE95233,22,51,4.23226711469697,7.65297900960784,4.15824913166667,7.34865074333333,3.42071189491088,Up_in_Sepsis,1,1.60188706567253e-11,GSE65682
DACH1,GSE137340,14,43,4.46732213919048,5.14534074217054,4.34262644933334,4.93249457133333,0.678018602980067,Up_in_Sepsis,0.895348837209303,1.47261484413906e-06,GSE65682
DACH1,GSE236713,30,125,-2.14178051166667,0.192125785648,-2.132796525,0.32250023,2.33390629731467,Up_in_Sepsis,0.9808,3.24868406725649e-16,GSE65682
DACH1,GSE54514,18,35,7.62045986561111,7.60723197565714,7.54754503566667,7.53868643466667,-0.013227889953968,Down_in_Sepsis,0.484126984126984,0.859761640454994,GSE65682
DACH1,GSE57065,25,28,3.41800226666667,6.180005,3.40577333333333,6.26129333333333,2.76200273333333,Up_in_Sepsis,1,2.21254562465821e-15,GSE65682
DACH1,GSE95233,22,51,3.1235810880303,5.35821073751634,3.08244476666667,5.30643560333333,2.23462964948604,Up_in_Sepsis,0.997326203208556,2.05178515500888e-11,GSE65682
GRB10,GSE137340,14,43,4.56440252525,5.22920618850581,4.38811246875,5.0267802825,0.664803663255814,Up_in_Sepsis,0.86046511627907,1.79643132928885e-05,GSE65682
GRB10,GSE236713,30,125,-3.89471878333333,0.417078135436,-3.96789635,0.6052891,4.31179691876933,Up_in_Sepsis,0.9992,2.32616920867582e-17,GSE65682
GRB10,GSE54514,18,35,7.34481861856945,7.42220233847143,7.335484862375,7.44299376025,0.0773837199019836,Up_in_Sepsis,0.604761904761905,0.220939150662259,GSE65682
GRB10,GSE57065,25,28,4.5430876,6.88285482142857,4.53553,7.0517825,2.33976722142857,Up_in_Sepsis,1,2.21254562465821e-15,GSE65682
GRB10,GSE95233,22,51,5.38171027272727,7.47753324985294,5.3005039125,7.5704178725,2.09582297712567,Up_in_Sepsis,0.994652406417112,2.62469054871502e-11,GSE65682
TP53I3,GSE137340,14,43,4.59942489925,5.53219730161628,4.43879523875,5.3940422195,0.932772402366279,Up_in_Sepsis,0.875415282392027,6.53811501196993e-06,GSE65682
TP53I3,GSE236713,30,125,-1.42931272416667,0.220877632548,-1.445740925,0.222686527,1.65019035671467,Up_in_Sepsis,0.9624,4.12045780957839e-15,GSE65682
TP53I3,GSE54514,18,35,7.47757449413889,7.6071469375,7.44879531875,7.5213742255,0.129572443361112,Up_in_Sepsis,0.628571428571429,0.131496116104732,GSE65682
TP53I3,GSE57065,25,28,4.9611108,6.94046321428572,4.92601,7.14898,1.97935241428571,Up_in_Sepsis,1,2.21254562465821e-15,GSE65682
TP53I3,GSE95233,22,51,5.83148782727273,8.2367748072549,5.86947041,8.24667048,2.40528697998217,Up_in_Sepsis,1,1.60188706567253e-11,GSE65682
BCL9L,GSE137340,14,43,5.63381018871429,4.94135932369767,5.6595003125,4.822681264,-0.692450865016611,Down_in_Sepsis,0.131229235880399,1.0352095404657e-05,GSE65682
BCL9L,GSE236713,30,125,1.50684055983333,-0.206247490844,1.51030955,-0.1328442,-1.71308805067733,Down_in_Sepsis,0.008,6.60229162961706e-17,GSE65682
BCL9L,GSE54514,18,35,7.17467631238889,7.1977876664,7.173951626,7.176938057,0.0231113540111112,Up_in_Sepsis,0.517460317460317,0.845174025846265,GSE65682
BCL9L,GSE57065,25,28,6.5540542,5.30580339285714,6.534365,5.2188175,-1.24825080714286,Down_in_Sepsis,0,2.21254562465821e-15,GSE65682
BCL9L,GSE95233,22,51,6.39400990977273,5.13587235127451,6.3346484625,5.107778375,-1.25813755849822,Down_in_Sepsis,0.0017825311942959,1.88955739655682e-11,GSE65682
CLEC4D,GSE137340,14,43,5.1546208625,6.58479816990698,4.582975165,6.382337398,1.43017730740698,Up_in_Sepsis,0.812292358803987,0.0002869816641554,GSE65682
CLEC4D,GSE236713,30,125,-1.81036647083333,0.238648247424,-1.777268525,0.261546255,2.04901471825733,Up_in_Sepsis,0.968,1.9213337153322e-15,GSE65682
CLEC4D,GSE54514,18,35,8.11288634933333,8.09458709437143,8.066710949,7.917171478,-0.0182992549619048,Down_in_Sepsis,0.479365079365079,0.816159107237985,GSE65682
CLEC4D,GSE57065,25,28,5.3772788,9.33756732142857,5.37215,9.7270175,3.96028852142857,Up_in_Sepsis,0.998571428571429,4.42509124931643e-15,GSE65682
CLEC4D,GSE95233,22,51,6.31477353318182,9.76741677529412,6.231621425,9.89875776,3.4526432421123,Up_in_Sepsis,1,1.60188706567253e-11,GSE65682
ABLIM1,GSE137340,14,43,5.85463673442857,5.65571428069186,5.78113520325,5.6068577235,-0.198922453736711,Down_in_Sepsis,0.363787375415282,0.131931166909804,GSE65682
ABLIM1,GSE236713,30,125,1.48281813655555,-0.203484871834667,1.46177024166667,-0.226563213333333,-1.68630300839022,Down_in_Sepsis,0.0146666666666667,1.71188481427709e-16,GSE65682
ABLIM1,GSE54514,18,35,7.47108970751852,7.58333965029524,7.44839056333334,7.573652585,0.112249942776719,Up_in_Sepsis,0.66031746031746,0.0586025873125773,GSE65682
ABLIM1,GSE57065,25,28,7.2038044,5.46805267857143,7.23139,5.4631175,-1.73575172142857,Down_in_Sepsis,0,2.21254562465821e-15,GSE65682
ABLIM1,GSE95233,22,51,8.23902331090909,6.14861887078431,8.206853725,6.06508925,-2.09040444012478,Down_in_Sepsis,0.00267379679144385,2.05178515500888e-11,GSE65682
BCL11B,GSE137340,14,43,5.98113905671429,5.59100855484884,5.9846407675,5.5688549385,-0.390130501865448,Down_in_Sepsis,0.302325581395349,0.0268571212063966,GSE65682
BCL11B,GSE236713,30,125,2.220160065,-0.349411487824,2.257028925,-0.28752565,-2.569571552824,Down_in_Sepsis,0.0064,5.24288184560356e-17,GSE65682
BCL11B,GSE54514,18,35,7.77644255422222,7.81485186991429,7.7203633785,7.658464909,0.0384093156920633,Up_in_Sepsis,0.507936507936508,0.933308660155946,GSE65682
BCL11B,GSE57065,25,28,7.25788853333333,5.18344464285714,7.28888,5.22762166666666,-2.07444389047619,Down_in_Sepsis,0,2.21254562465821e-15,GSE65682
BCL11B,GSE95233,22,51,7.20962040227273,5.29110927601307,7.15841215166667,5.19352229,-1.91851112625966,Down_in_Sepsis,0,1.60188706567253e-11,GSE65682
NELL2,GSE137340,14,43,6.49554174478571,5.89434837602326,6.6868329055,5.813746076,-0.601193368762458,Down_in_Sepsis,0.26578073089701,0.00811465598623881,GSE65682
NELL2,GSE236713,30,125,2.64676992,-0.69962685492,2.7429225,-0.860307,-3.34639677492,Down_in_Sepsis,0.00986666666666667,8.63190787799774e-17,GSE65682
NELL2,GSE54514,18,35,7.36743333611111,7.39712310508571,7.227577448,7.351003647,0.0296897689746025,Up_in_Sepsis,0.523809523809524,0.787389209638866,GSE65682
NELL2,GSE57065,25,28,8.1009788,5.30718821428572,7.99138,5.2103,-2.79379058571429,Down_in_Sepsis,0,2.21254562465821e-15,GSE65682
NELL2,GSE95233,22,51,6.40110207,4.16448993078431,6.443161585,4.09752712,-2.23661213921569,Down_in_Sepsis,0.00802139037433155,3.35212501057368e-11,GSE65682
ANKRD22,GSE137340,14,43,5.63655461485714,8.05516097733721,4.955305934,7.786172296,2.41860636248007,Up_in_Sepsis,0.872093023255814,8.24463721259666e-06,GSE65682
ANKRD22,GSE236713,30,125,-2.85101746333333,1.022537681272,-2.8997055,0.98461366,3.87355514460533,Up_in_Sepsis,0.958933333333333,6.57843625058159e-15,GSE65682
ANKRD22,GSE54514,18,35,8.52571954986111,8.87529359547143,8.69458103175,8.477663517,0.349574045610316,Up_in_Sepsis,0.571428571428571,0.406890737204955,GSE65682
ANKRD22,GSE57065,25,28,4.9164542,8.50486089285714,4.857295,8.6982375,3.58840669285714,Up_in_Sepsis,0.982857142857143,6.01812409907034e-13,GSE65682
ANKRD22,GSE95233,22,51,4.29564052431818,8.56352469696078,4.1869591325,8.686646645,4.2678841726426,Up_in_Sepsis,1,1.60188706567253e-11,GSE65682
UPP1,GSE137340,14,43,6.36924055446429,7.75294618354651,6.110650695,7.8271669045,1.38370562908223,Up_in_Sepsis,0.897009966777409,1.28968008164182e-06,GSE65682
UPP1,GSE236713,30,125,-0.8235940235,0.238714968964,-0.774116155,0.20617473,1.062308992464,Up_in_Sepsis,0.908,4.29036556442579e-12,GSE65682
UPP1,GSE54514,18,35,10.8585038179444,10.9527827404,10.631633755,11.0500412,0.0942789224555547,Up_in_Sepsis,0.533333333333333,0.700209260766534,GSE65682
UPP1,GSE57065,25,28,7.2129604,9.45425107142857,7.22195,9.60008,2.24129067142857,Up_in_Sepsis,1,2.21254562465821e-15,GSE65682
UPP1,GSE95233,22,51,7.75446764272727,9.99851484803922,7.77230046,10.03599566,2.24404720531194,Up_in_Sepsis,1,1.60188706567253e-11,GSE65682
CD3E,GSE137340,14,43,8.07039240107143,5.88392111839535,8.276842362,5.779868265,-2.18647128267608,Down_in_Sepsis,0.053156146179402,1.01995612661308e-08,GSE65682
CD3E,GSE236713,30,125,1.97366016666667,-0.193724511728,2.02472565,-0.16553044,-2.16738467839467,Down_in_Sepsis,0.0306666666666667,1.60007772207837e-15,GSE65682
CD3E,GSE54514,18,35,7.93333676116667,8.04534809934286,7.8882203105,7.870785713,0.11201133817619,Up_in_Sepsis,0.531746031746032,0.716774420138131,GSE65682
CD3E,GSE57065,25,28,8.8292944,6.82665,8.76822,6.719105,-2.0026444,Down_in_Sepsis,0.0214285714285714,1.51338120726622e-12,GSE65682
CD3E,GSE95233,22,51,6.84893544818182,4.84148069254902,6.812105725,4.83025782,-2.0074547556328,Down_in_Sepsis,0.0071301247771836,3.08970483898191e-11,GSE65682
NLRC4,GSE137340,14,43,5.55132285385714,7.22118646581395,5.1589393945,7.26193747,1.66986361195681,Up_in_Sepsis,0.805647840531561,0.000400631980255359,GSE65682
NLRC4,GSE236713,30,125,-1.78090573316667,0.349063856668,-1.6988298,0.45337687,2.12996958983467,Up_in_Sepsis,0.968266666666667,1.85237119125629e-15,GSE65682
NLRC4,GSE54514,18,35,8.24117922783333,8.49875315257143,8.0718331335,8.417428017,0.257573924738095,Up_in_Sepsis,0.626984126984127,0.136432076366508,GSE65682
NLRC4,GSE57065,25,28,5.35220746666667,7.07516642857143,5.33810333333333,7.13635333333334,1.72295896190476,Up_in_Sepsis,0.99,9.95645531096197e-14,GSE65682
NLRC4,GSE95233,22,51,5.92346704727273,8.06012161640523,6.00441967333333,8.09675851666667,2.1366545691325,Up_in_Sepsis,0.998217468805704,1.88955739655682e-11,GSE65682
ATP6V1C1,GSE137340,14,43,5.04136580589286,5.73415236531395,4.906265868,5.689115671,0.692786559421096,Up_in_Sepsis,0.830564784053156,0.00010836477926158,GSE65682
ATP6V1C1,GSE236713,30,125,-1.074058834,0.236285986636,-1.054627425,0.22516934,1.310344820636,Up_in_Sepsis,0.9792,4.06725214686755e-16,GSE65682
ATP6V1C1,GSE54514,18,35,7.69440666833333,7.66646626334286,7.6981620785,7.6462945935,-0.0279404049904759,Down_in_Sepsis,0.465079365079365,0.689143463767284,GSE65682
ATP6V1C1,GSE57065,25,28,5.6078049,7.47761964285714,5.6252925,7.68454375,1.86981474285714,Up_in_Sepsis,0.951428571428571,1.46118725598053e-10,GSE65682
ATP6V1C1,GSE95233,22,51,5.22768845727273,7.05554861,5.23748087375,7.145759595,1.82786015272727,Up_in_Sepsis,0.994652406417112,2.62469054871502e-11,GSE65682
MMP9,GSE137340,14,43,8.84626856864286,10.9993188026744,8.732213813,10.86574729,2.15305023403156,Up_in_Sepsis,0.820598006644518,0.000186294412620237,GSE65682
MMP9,GSE236713,30,125,-4.77118858666667,0.559798947816,-4.74752355,0.6349735,5.33098753448267,Up_in_Sepsis,0.991466666666667,7.12851805331957e-17,GSE65682
MMP9,GSE54514,18,35,12.1494886077778,12.3117602898286,12.141063215,12.31563473,0.162271682050793,Up_in_Sepsis,0.558730158730159,0.493002190492281,GSE65682
MMP9,GSE57065,25,28,8.8954708,11.9319703571429,8.90457,12.037,3.03649955714286,Up_in_Sepsis,0.978571428571428,1.51338120726622e-12,GSE65682
MMP9,GSE95233,22,51,6.91074298590909,10.1395984860784,6.96883545,10.22683266,3.22885550016934,Up_in_Sepsis,0.980392156862745,9.55234536735608e-11,GSE65682
ARG1,GSE137340,14,43,5.39318331628572,8.42492957209302,4.8148795855,8.18703108,3.03174625580731,Up_in_Sepsis,0.903654485049834,7.47687024826658e-07,GSE65682
ARG1,GSE236713,30,125,-5.70737630333333,0.607655357684,-5.273505225,1.0022521,6.31503166101733,Up_in_Sepsis,0.988533333333333,1.08528994979761e-16,GSE65682
ARG1,GSE54514,18,35,9.91732189377778,9.94933240062857,9.8969225885,10.34985065,0.0320105068507939,Up_in_Sepsis,0.519047619047619,0.830638269796872,GSE65682
ARG1,GSE57065,25,28,3.2255926,4.93748616071429,3.2431525,4.861785,1.71189356071429,Up_in_Sepsis,1,2.21254562465821e-15,GSE65682
ARG1,GSE95233,22,51,4.60294954704546,8.15285476784314,4.57397270125,8.3056969125,3.54990522079768,Up_in_Sepsis,1,1.60188706567253e-11,GSE65682
CARD6,GSE137340,14,43,4.63616553407143,4.91750596602326,4.4106857275,4.89764085,0.281340431951827,Up_in_Sepsis,0.777408637873754,0.00148209884903873,GSE65682
CARD6,GSE236713,30,125,-1.64551811633333,0.174654875544,-1.6436938,0.15912545,1.82017299187733,Up_in_Sepsis,0.987733333333334,1.21659665288115e-16,GSE65682
CARD6,GSE54514,18,35,7.45402614283333,7.30953249248571,7.485522509,7.291709423,-0.144493650347619,Down_in_Sepsis,0.292063492063492,0.0132432221949124,GSE65682
CARD6,GSE57065,25,28,6.9144216,8.6368225,6.95104,8.737985,1.7224009,Up_in_Sepsis,0.997142857142857,8.85018249863286e-15,GSE65682
CARD6,GSE95233,22,51,7.62536779272727,9.29978000666667,7.537637815,9.40990241,1.67441221393939,Up_in_Sepsis,0.99108734402852,3.63757408976493e-11,GSE65682
CA4,GSE137340,14,43,6.91940812057143,9.65519712048837,6.459628585,9.669696759,2.73578899991694,Up_in_Sepsis,0.880398671096346,4.5786917253501e-06,GSE65682
CA4,GSE236713,30,125,-3.66853894,0.384889875952,-3.70356985,0.6014385,4.053428815952,Up_in_Sepsis,0.972533333333333,1.0292890169365e-15,GSE65682
CA4,GSE54514,18,35,10.6089483364444,10.6232313162,10.449402335,10.4002409,0.0142829797555546,Up_in_Sepsis,0.501587301587302,0.992507342069996,GSE65682
CA4,GSE57065,25,28,6.0628788,8.69593821428571,5.889615,8.6840025,2.63305941428571,Up_in_Sepsis,0.978571428571428,1.51338120726622e-12,GSE65682
CA4,GSE95233,22,51,5.33730089909091,7.46785604637255,5.2940546725,7.43619414,2.13055514728164,Up_in_Sepsis,1,1.60188706567253e-11,GSE65682
RETN,GSE137340,14,43,5.20533511935714,7.98698026388372,4.6106590085,8.017298027,2.78164514452658,Up_in_Sepsis,0.853820598006645,2.74394577444583e-05,GSE65682
RETN,GSE236713,30,125,-3.35105348333333,0.713783831712,-3.412232375,0.611680735,4.06483731504533,Up_in_Sepsis,0.9864,1.47108884225019e-16,GSE65682
RETN,GSE54514,18,35,9.55170414166667,9.70309085842857,9.6156725885,9.064110756,0.151386716761905,Up_in_Sepsis,0.53015873015873,0.730730102071719,GSE65682
RETN,GSE57065,25,28,4.613864,9.30737357142857,4.54531,9.56555,4.69350957142857,Up_in_Sepsis,0.997142857142857,8.85018249863286e-15,GSE65682
RETN,GSE95233,22,51,5.149751095,7.83679717882353,5.05946805,8.05463729,2.68704608382353,Up_in_Sepsis,0.986631016042781,5.45249501386452e-11,GSE65682
RNASE2,GSE137340,14,43,7.73033038857143,10.6338123868837,7.4552856515,11.07030608,2.90348199831229,Up_in_Sepsis,0.888704318936877,2.46942812179279e-06,GSE65682
RNASE2,GSE236713,30,125,-1.96222776066667,0.158999471508,-2.013210425,0.282015202,2.12122723217467,Up_in_Sepsis,0.904266666666667,6.70227324101856e-12,GSE65682
RNASE2,GSE54514,18,35,10.78919024,11.2153499872857,10.87018156,11.41287899,0.426159747285714,Up_in_Sepsis,0.683333333333333,0.0307784193547815,GSE65682
RNASE2,GSE57065,25,28,7.5409372,10.5329417857143,7.54956,10.5821,2.99200458571429,Up_in_Sepsis,0.991428571428571,6.63763687397464e-14,GSE65682
RNASE2,GSE95233,22,51,6.77813487681818,9.51050022568627,6.78675501,9.64329331,2.73236534886809,Up_in_Sepsis,0.988413547237077,4.63944869067713e-11,GSE65682
LRG1,GSE137340,14,43,7.87875290635714,9.98168908925581,7.719882162,10.02217396,2.10293618289867,Up_in_Sepsis,0.837209302325582,7.43901516703796e-05,GSE65682
LRG1,GSE236713,30,125,-2.65232736133333,0.29905142176,-2.67979765,0.35753083,2.95137878309333,Up_in_Sepsis,0.976533333333333,5.90546839114587e-16,GSE65682
LRG1,GSE54514,18,35,10.3734534596111,10.7517133432857,10.34638739,10.96588039,0.378259883674604,Up_in_Sepsis,0.646825396825397,0.083998876917753,GSE65682
LRG1,GSE57065,25,28,7.8083352,9.46729642857143,7.68215,9.48017,1.65896122857143,Up_in_Sepsis,0.981428571428571,8.25279517997514e-13,GSE65682
LRG1,GSE95233,22,51,6.20405822181818,8.02818196529412,6.262803945,8.14824263,1.82412374347594,Up_in_Sepsis,0.977718360071301,1.21213677994709e-10,GSE65682
KIF1B,GSE137340,14,43,5.5280883277381,6.98780796731783,5.38700894516667,6.79839942466667,1.45971963957973,Up_in_Sepsis,0.898671096345515,1.12784882767697e-06,GSE65682
