gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,global_direction
CD177,4.34670585511603,4.82913414679433,20.4020790651705,1.35718493741411e-63,1.15917165504539e-59,134.057638249854,Up_in_Sepsis
VNN1,2.71132579778121,4.78579209996931,20.2580166402092,5.67084120275411e-63,2.42173273563614e-59,132.638819553907,Up_in_Sepsis
TLR5,1.89557875601854,5.20895429028261,20.072771683844,3.5674076392892e-62,1.01564095490563e-58,130.813968464825,Up_in_Sepsis
S100A8,1.53978916662818,7.505231845289,19.7088230400025,1.32398616262825e-60,2.82704145375198e-57,127.227819165483,Up_in_Sepsis
S100P,2.70505406820107,6.17393395336317,19.6308759082905,2.87110016732233e-60,4.90441330582001e-57,126.459708168098,Up_in_Sepsis
S100A12,2.45507525420237,6.95336088563555,19.5690901313816,5.30285966929893e-60,7.54862073924702e-57,125.850858044215,Up_in_Sepsis
IRAK3,2.30058839991842,5.07814240598125,19.3877992665612,3.20858517227842e-59,3.91493227949e-56,124.064455309984,Up_in_Sepsis
TNFAIP6,2.19321981941252,4.92588120446931,19.310438649866,6.9166068295631e-59,7.3843423664123e-56,123.302222635984,Up_in_Sepsis
ANXA3,3.16542088761584,5.13145334712532,19.0578195834425,8.49122988345896e-58,8.05817715940255e-55,120.813626777416,Up_in_Sepsis
TDRD9,2.91863057804797,3.95911194409079,19.0104397160769,1.35889019781695e-57,1.16062811795546e-54,120.346981563678,Up_in_Sepsis
GPR84,3.02068290359763,4.44779859773146,18.8194901716085,9.03660529774331e-57,7.01651325891142e-54,118.466749156434,Up_in_Sepsis
MS4A4A,2.21478571108692,3.7595893077029,18.7853577475888,1.26779099905805e-56,9.02350243579565e-54,118.130738931347,Up_in_Sepsis
DACH1,1.78537368071825,3.19041840067434,18.6244975890297,6.24961499664671e-56,4.10599705279689e-53,116.547580304077,Up_in_Sepsis
GRB10,2.33150545818383,3.63704211921228,18.5638407124686,1.14027894158667e-55,6.95651602863699e-53,115.9507934782,Up_in_Sepsis
TP53I3,1.52124640576082,3.97591362143095,18.2125757986463,3.70078924723645e-54,2.10722939737643e-51,112.497236329654,Up_in_Sepsis
BCL9L,-1.12083079952626,3.59809302781969,-18.1317945956968,8.23279925653598e-54,4.39477115312961e-51,111.703692792983,Down_in_Sepsis
CLEC4D,2.25783510987775,4.58598639653453,17.4322301144263,8.2533764200009e-51,4.14659341195457e-48,104.845577820929,Up_in_Sepsis
ABLIM1,-1.28449349346857,4.02083050182801,-17.414541542752,9.82534211963493e-51,4.66212483576678e-48,104.672551133759,Down_in_Sepsis
BCL11B,-1.6314512610968,3.87625408518542,-17.3911697829714,1.23701867427532e-50,5.56072447209765e-48,104.443965415658,Down_in_Sepsis
NELL2,-2.10363019966062,3.66290635823273,-17.1958308666786,8.46719978120662e-50,3.61591766656429e-47,102.534996410448,Down_in_Sepsis
ANKRD22,3.14288405518033,4.66485910923657,17.1208248572968,1.77080373881179e-49,7.20211177771024e-47,101.80275407887,Up_in_Sepsis
UPP1,1.4029434728904,5.45279706930307,17.1057892444177,2.05295974961769e-49,7.9701496461294e-47,101.656022864278,Up_in_Sepsis
CD3E,-1.74824885806098,4.18119243759079,-17.071568614958,2.87402964058348e-49,1.06726465914015e-46,101.322134282494,Down_in_Sepsis
NLRC4,1.69937436974587,4.34149682520929,17.0638448920265,3.10072538653829e-49,1.10347064693431e-46,101.246787481454,Up_in_Sepsis
ATP6V1C1,1.2161289842431,3.95319154275576,17.0539064209972,3.41890374273757e-49,1.16803427466886e-46,101.149842421376,Up_in_Sepsis
MMP9,3.2355509224021,6.13528872868798,16.9983825834489,5.89972913731201e-49,1.93806102160699e-46,100.608383464631,Up_in_Sepsis
ARG1,3.48786815528044,4.10537214179923,16.945676608789,9.90029918520887e-49,3.1317946422544e-46,100.094642946927,Up_in_Sepsis
CARD6,1.2466825134713,4.33649600909719,16.8246092890368,3.2483470492703e-48,9.90861862422058e-46,98.9154767199971,Up_in_Sepsis
CA4,2.58781124214744,4.87522746913299,16.8151107731999,3.56552191471043e-48,1.05010767839799e-45,98.8230187067761,Up_in_Sepsis
RETN,3.09508526469583,4.61756857362404,16.7704102329126,5.52694787546563e-48,1.57352206014506e-45,98.3880167735811,Up_in_Sepsis
RNASE2,2.24096714428539,5.70544657767136,16.749751394535,6.76762572168555e-48,1.86459004157794e-45,98.1870382049461,Up_in_Sepsis
LRG1,1.96835395672771,5.28536610947571,16.7258456587297,8.55438417272054e-48,2.28321860060019e-45,97.9545220962603,Up_in_Sepsis
KIF1B,1.45905609803501,4.28130918300682,16.7018450174739,1.08223511013566e-47,2.8010212350511e-45,97.7211371090374,Up_in_Sepsis
BMX,2.67906066512955,3.66024479609335,16.6247592822788,2.30245944062214e-47,5.78391355363345e-45,96.9719202894888,Up_in_Sepsis
TCN1,2.54841825705388,4.85010032664195,16.4744736335856,1.00154525833183e-46,2.44405658611777e-44,95.5129491015562,Up_in_Sepsis
LILRA5,1.63592946144776,5.18292194201876,16.4629997874312,1.12040568464212e-46,2.65816248681342e-44,95.4016561505733,Up_in_Sepsis
BCL2A1,1.7915343091442,4.65347744184271,16.4497336625621,1.27550021866484e-46,2.94433712638282e-44,95.2729958030758,Up_in_Sepsis
ZNF438,1.53976516703426,4.26033206665729,16.4445194624725,1.34217425278803e-46,3.01671323501647e-44,95.2224314053889,Up_in_Sepsis
LIN7A,1.37321969510926,3.90254509813555,16.4045686033175,1.98295852603419e-46,4.34267917201489e-44,94.8351058430109,Up_in_Sepsis
C3AR1,1.63981526417181,4.93739993778005,16.3745700194863,2.6579327296609e-46,5.67535086100843e-44,94.5443802497516,Up_in_Sepsis
NFE2,1.33491129589103,6.68816292938107,16.2679489525613,7.52318994029567e-46,1.56720890926989e-43,93.5118784309707,Up_in_Sepsis
ST6GALNAC3,1.64127299528641,3.43533580779284,16.2412370855125,9.76158812771027e-46,1.98508867139937e-43,93.2534034722334,Up_in_Sepsis
KCNE1,1.7891650376532,3.43509511680051,16.1882764748789,1.63565632729861e-45,3.24886992824592e-43,92.7411756146694,Up_in_Sepsis
UBE2J1,1.16500251361554,5.0356312988295,16.1777715444953,1.81192693759856e-45,3.51719726682485e-43,92.6396117947741,Up_in_Sepsis
BCL6,2.02500092507423,6.39817010265217,16.1335597787123,2.78707775273802e-45,5.28987357469676e-43,92.2123046851079,Up_in_Sepsis
DRAM1,1.39807837744408,4.46514027448849,16.1101736160931,3.49968018859773e-45,6.49799315017679e-43,91.9863704138794,Up_in_Sepsis
SIGLEC9,1.30734948864248,4.37506697145013,16.0903223738785,4.24560413002465e-45,7.71525635628523e-43,91.7946382180457,Up_in_Sepsis
HP,2.63351673766204,4.20650577861893,15.9801892371338,1.23907238562302e-44,2.20477442616795e-42,90.731791143105,Up_in_Sepsis
IL1R2,2.97422830385069,5.45181243470929,15.9765198268231,1.28405506328127e-44,2.23818659091537e-42,90.6964049750174,Up_in_Sepsis
CCPG1,1.266558326875,4.42558306388747,15.9693287414892,1.37699370095311e-44,2.3521806399681e-42,90.6270622092317,Up_in_Sepsis
FGD4,1.27830910132115,3.71305212656436,15.9572652102033,1.54823543409503e-44,2.57471027276364e-42,90.5107495786758,Up_in_Sepsis
SLC26A8,2.19418171262527,3.55793684277494,15.9559887245485,1.5675557216217e-44,2.57471027276364e-42,90.4984431892608,Up_in_Sepsis
P2RY10,-1.55123091981316,3.51608329471952,-15.9446380715178,1.75029748440314e-44,2.82062090835608e-42,90.3890224191407,Down_in_Sepsis
MAFG,1.0633299280748,3.70194982150853,15.9362513173379,1.89885334893928e-44,3.00335304690562e-42,90.3081841994126,Up_in_Sepsis
FAM20A,2.35424623573926,3.14899808649872,15.8602513460279,3.97119258506956e-44,6.16690106710529e-42,89.5760448519516,Up_in_Sepsis
LILRA6,1.1343472195998,4.37560566462404,15.7918357894771,7.71074643611982e-44,1.17602652340892e-41,88.9176101771413,Up_in_Sepsis
GADD45A,2.16226994698374,4.86461304265985,15.7437905180522,1.22831412449458e-43,1.8405317433874e-41,88.4555908412876,Up_in_Sepsis
SLC2A14,1.52661647430162,4.6544403461202,15.6740536790692,2.41311611289867e-43,3.55352150349441e-41,87.7855335044286,Up_in_Sepsis
UBASH3A,-1.33959462127034,3.52052557515345,-15.6182392233819,4.14085421712919e-43,5.99441285906787e-41,87.2497302939799,Down_in_Sepsis
SIGLEC5,1.36820829124069,4.97339806200768,15.6103918733915,4.46731463991764e-43,6.35922238992276e-41,87.174432827715,Up_in_Sepsis
GPR183,-1.35522115231663,3.69268962453666,-15.6002307173935,4.92850155017655e-43,6.90071012132098e-41,87.0769466463355,Down_in_Sepsis
CLEC5A,2.04477063692236,4.14760763325831,15.5626535076707,7.08684470840768e-43,9.76270010556613e-41,86.7165577694969,Up_in_Sepsis
GLA,1.04896846287163,5.10249616914578,15.5238772127855,1.03070178681114e-42,1.3973371366911e-40,86.3448805360325,Up_in_Sepsis
RCAN3,-1.2214374483958,3.56348344250299,-15.5070059947385,1.21306606041884e-42,1.61887456594333e-40,86.1832348647291,Down_in_Sepsis
LY9,-1.16964985515237,3.72731177376087,-15.4542326545803,2.0187376891787e-42,2.65262132358082e-40,85.677873829658,Down_in_Sepsis
NR1D2,-1.17545016444486,3.29266502468414,-15.4490746180211,2.1217290779793e-42,2.74571031136685e-40,85.6285021043957,Down_in_Sepsis
IL18RAP,2.09590769183002,6.30818920117008,15.3963748259429,3.52681275605201e-42,4.49589667902093e-40,85.1242967326355,Up_in_Sepsis
RABGEF1,0.75678460400023,4.02783711595311,15.3771724750152,4.24377167889452e-42,5.3303020455056e-40,84.9406817131643,Up_in_Sepsis
