gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,global_direction
TDRD9,2.6887950950294,3.65387929131752,18.341890646982,2.18708111990023e-55,1.86798598450678e-51,115.191513933549,Up_in_Sepsis
VNN1,2.20970910413005,4.37950775199513,17.3221286835121,6.50765165836916e-51,2.77909264070655e-47,104.998576012613,Up_in_Sepsis
CD177,3.47883881789793,4.78922933401237,16.9217918913522,3.62812700231892e-49,1.0329277575602e-45,101.019455523449,Up_in_Sepsis
RETN,2.98424506494402,5.10123997060827,16.3989696588119,6.74918141650497e-47,1.44111896195922e-43,95.8477827993265,Up_in_Sepsis
DACH1,1.56392310299141,3.35589394418776,16.2062019409081,4.59706965600736e-46,7.85271438639176e-43,93.9490939341593,Up_in_Sepsis
GRB10,2.06752026005644,3.55994819443269,16.1837880920839,5.74418620852815e-46,8.17684906783982e-43,93.7286351182832,Up_in_Sepsis
TP53I3,1.35717514573182,3.8306188341472,15.8650973661732,1.35394135363619e-44,1.65200187162952e-41,90.6014264478945,Up_in_Sepsis
MS4A4A,1.70451375750042,3.46101175767681,15.5433949972201,3.23887728543858e-43,3.35637932154891e-40,87.459645353349,Up_in_Sepsis
CA4,2.32835748188482,5.20166258256448,15.5344563761601,3.53675376348674e-43,3.35637932154891e-40,87.3725789361205,Up_in_Sepsis
UBE2C,1.30801233951334,3.33753430961861,15.3757219302765,1.68349332233333e-42,1.43787164660489e-39,85.8285925071674,Up_in_Sepsis
TCN1,2.31764479210256,5.08188533996594,15.2147100044444,8.15944325062049e-42,6.33543680032269e-39,84.2667671651871,Up_in_Sepsis
FAM20A,2.17380297947628,2.718560382103,15.1286883294588,1.89261200962603e-41,1.34706659785133e-38,83.4341997275537,Up_in_Sepsis
BCL9L,-0.901916194938452,3.25883526544647,-14.9605551227169,9.76283927437314e-41,6.41418540326316e-38,81.8107663447545,Down_in_Sepsis
OLFM4,3.49500298923437,3.95926743862288,14.7661576063645,6.46423182288437e-40,3.94364314280395e-37,79.9403501354978,Up_in_Sepsis
OPLAH,1.96042579358069,3.94800103674696,14.7161014910222,1.0504777101379e-39,5.98142008152519e-37,79.4599198774793,Up_in_Sepsis
CCPG1,1.13092347161324,4.2791267310869,14.673153484572,1.59272133642486e-39,8.0272935788032e-37,79.0481099854831,Up_in_Sepsis
IRAK3,1.78968103423234,5.09205983175243,14.6728279256313,1.59775191241839e-39,8.0272935788032e-37,79.0449897557733,Up_in_Sepsis
S100A12,1.73550552638377,7.32852866008151,14.6179499798341,2.71790635833365e-39,1.28527739950497e-36,78.5193338846739,Up_in_Sepsis
S100P,1.98327745542918,6.56051451585888,14.6127122478032,2.85918166380921e-39,1.28527739950497e-36,78.4691955858157,Up_in_Sepsis
TNFAIP6,1.62747191900437,5.19705638325183,14.4919819734574,9.17972740317278e-39,3.92020258752494e-36,77.3150727201364,Up_in_Sepsis
S100A8,1.05013514660899,7.87900772318248,14.4173000065829,1.88596220187439e-38,7.67047769819482e-36,76.6026809089003,Up_in_Sepsis
ANXA3,2.29972301146691,5.49181259790754,14.3710549235048,2.9437952176838e-38,1.14286158882897e-35,76.1621471436482,Up_in_Sepsis
GPR84,2.30284185473986,4.68145388850365,14.3020556477973,5.7155042822982e-38,2.12244009022213e-35,75.5057192735104,Up_in_Sepsis
BCL11B,-1.43388575982549,3.50662058677575,-14.2629751814315,8.31872055759087e-38,2.96042467843265e-35,75.1343899031694,Down_in_Sepsis
LILRA6,1.0496061748321,5.03531948404379,14.2214442953531,1.2391318943027e-37,4.23337020369575e-35,74.7401499851764,Up_in_Sepsis
RNASE2,1.8418361041327,5.78823716399878,14.1551431096493,2.33909906774764e-37,7.33194240937894e-35,74.1115779013324,Up_in_Sepsis
ARG1,2.86008459842831,4.67151334422993,14.1535442753514,2.37518408390599e-37,7.33194240937894e-35,74.096432386236,Up_in_Sepsis
NELL2,-1.67702809189901,3.28849199238199,-14.1523007192723,2.40363408807646e-37,7.33194240937894e-35,74.0846527712428,Down_in_Sepsis
HP,2.37466577540646,4.7237094819116,14.1197309547478,3.28283166130053e-37,9.6685052479889e-35,73.7762609069233,Up_in_Sepsis
ATP8B4,1.44267491874217,4.05173366383942,14.0932021348222,4.23097861836442e-37,1.20455961264835e-34,73.5252488959104,Up_in_Sepsis
GLA,0.909000501011674,4.3827216100811,14.074703865114,5.04934420061265e-37,1.39117576830428e-34,73.3503171578444,Up_in_Sepsis
ATP6V1C1,1.00316161894206,4.12580513826277,14.0301218703537,7.72986350933662e-37,2.06314888228888e-34,72.9290481015538,Up_in_Sepsis
DDAH2,1.26180633511788,4.36255552015978,13.9358587770317,1.89902084550362e-36,4.91501122468074e-34,72.0398692044996,Up_in_Sepsis
RAB13,1.24967641451072,3.45722050696999,13.9284922779497,2.03702753501169e-36,5.06319269571437e-34,71.9704705935581,Up_in_Sepsis
NLRC4,1.34222677843167,3.87263970503325,13.9265609459254,2.07483601861612e-36,5.06319269571437e-34,71.9522779791992,Up_in_Sepsis
TLR5,1.42355994979717,5.19956526448297,13.9027634733337,2.60234295550451e-36,6.17405866193444e-34,71.7281860559899,Up_in_Sepsis
LIN7A,1.12951180552082,3.70676737193431,13.7758134394306,8.69316330524453e-36,2.00671102135388e-33,70.5350747593251,Up_in_Sepsis
KCNE1,1.4268202178149,3.0381743501618,13.7528103789288,1.0812036099361e-35,2.43014737696428e-33,70.3193110363154,Up_in_Sepsis
CD3E,-1.35220088081431,3.6232486126399,-13.737684579699,1.24786146446726e-35,2.7328166071833e-33,70.1775063019841,Down_in_Sepsis
CARD6,0.969467250326349,3.78851538756448,13.733023751087,1.30420446955046e-35,2.78480259360761e-33,70.1338224675725,Up_in_Sepsis
CEACAM8,2.37639153034338,4.37427158851703,13.7223631927412,1.44279627920032e-35,3.00559098064632e-33,70.0339263812312,Up_in_Sepsis
UBASH3A,-1.16801253753378,3.10938349673966,-13.6723139673882,2.3171286466117e-35,4.71204661207393e-33,69.5653169974281,Down_in_Sepsis
ZDHHC19,2.36615744449805,4.75958646037226,13.6152077311917,3.97529086120171e-35,7.89603703384274e-33,69.0314111847919,Up_in_Sepsis
ANKRD22,2.3846648841591,4.62197049712652,13.6105351292673,4.15464326111256e-35,8.06472911208235e-33,68.9877624302681,Up_in_Sepsis
ABLIM1,-0.921421756375798,3.53555751939295,-13.5474768853404,7.53234463958817e-35,1.42963901259384e-32,68.399261095395,Down_in_Sepsis
ST6GALNAC3,1.34940662871303,3.32016983337591,13.5379646326988,8.23891658235456e-35,1.52975188108457e-32,68.3105762318547,Up_in_Sepsis
ZNF438,1.25273066243993,4.08429460424818,13.5317699729805,8.73420595295936e-35,1.58720963923885e-32,68.2528347569818,Up_in_Sepsis
DRAM1,1.13766060370403,3.88476158690633,13.5105679748687,1.06651115163557e-34,1.86726171173513e-32,68.0552835067674,Up_in_Sepsis
FAR2,1.18075839154594,3.960615883882,13.5100967874939,1.07125423106219e-34,1.86726171173513e-32,68.0508945239691,Up_in_Sepsis
WIPI1,1.08562367664346,4.38713261112287,13.4929283482166,1.2591977936835e-34,2.15096167117016e-32,67.8910150641806,Up_in_Sepsis
RNASE3,1.89976957054712,4.17548307472993,13.4727336276881,1.52274313218212e-34,2.55014688077795e-32,67.7030533323042,Up_in_Sepsis
PCOLCE2,2.81049222895043,3.101062650309,13.4590998467363,1.73108883415848e-34,2.8433134101053e-32,67.5762184928829,Up_in_Sepsis
GGH,1.33185988583154,3.42487876475182,13.3405283358484,5.26943877755526e-34,8.49175030171688e-32,66.4752505425199,Up_in_Sepsis
FYN,-0.990855040802329,4.3582844787425,-13.2949511824891,8.07522560502621e-34,1.27723151652831e-31,66.0530697642556,Down_in_Sepsis
LCN2,2.41081385289353,6.24495578218248,13.2892795308268,8.51544813462437e-34,1.3223716821423e-31,66.0005732123794,Up_in_Sepsis
MS4A3,1.92542560261519,3.65035029058273,13.2356403891207,1.40616916363419e-33,2.09716297402202e-31,65.5045317135829,Up_in_Sepsis
UBE2J1,0.950753065119225,5.06242063065552,13.2352848653888,1.41084794431618e-33,2.09716297402202e-31,65.5012465838749,Up_in_Sepsis
IL1R2,2.40797114501555,5.80283754586699,13.2342815290866,1.42413596175245e-33,2.09716297402202e-31,65.4919756912952,Up_in_Sepsis
GPR183,-1.16941481605434,3.49135738477697,-13.2087198035912,1.80814158814952e-33,2.6175147973534e-31,65.2558785153698,Down_in_Sepsis
SIGLEC9,1.09779784198805,4.0294950544854,13.1558388462535,2.96122462210622e-33,4.2153032495682e-31,64.7680336390426,Up_in_Sepsis
RUNX3,-0.969723537861776,3.89542550371695,-13.0994303245089,5.00753751365455e-33,7.0113734269055e-31,64.2485193486553,Down_in_Sepsis
BMX,2.13159247038316,3.78107619573358,13.0762400088199,6.21308020512302e-33,8.55901903741221e-31,64.0352038352298,Up_in_Sepsis
NFE2,1.07394124052355,6.67982524889295,13.0705967379362,6.54778146132412e-33,8.87692086685227e-31,63.9833177539315,Up_in_Sepsis
IL10,1.2437590678421,3.41035916382847,13.021616506509,1.03206391212648e-32,1.37732154273004e-30,63.5333642096303,Up_in_Sepsis
PGLYRP1,1.83782923839724,5.44160640614112,13.0079075155522,1.17209302722606e-32,1.54013023777504e-30,63.4075523024865,Up_in_Sepsis
LTF,2.22214239015561,4.40480730813503,12.9780506606565,1.54604135848681e-32,2.00071806709633e-30,63.1337362100921,Up_in_Sepsis
FCER1A,-2.0625260184645,3.02841193218248,-12.9267340517705,2.48686589916507e-32,3.12472217054308e-30,62.6637260295066,Down_in_Sepsis
LILRA5,1.22842503780821,5.50101160265288,12.9266944359842,2.48777786672438e-32,3.12472217054308e-30,62.6633634882424,Up_in_Sepsis
ITGA7,1.8588641959705,3.10514260473966,12.904372094108,3.0584575593193e-32,3.7858385527748e-30,62.4591561987086,Up_in_Sepsis
CLEC4D,1.66122430409543,4.66090074153528,12.8514909532812,4.98565026367888e-32,6.08320555744019e-30,61.9759873059413,Up_in_Sepsis
TCF7,-1.24419655670144,3.39829443944379,-12.7978707590849,8.17590645877253e-32,9.83527000906706e-30,61.4869255687448,Down_in_Sepsis
GADD45A,1.67769987809935,5.03879449668369,12.7311597653838,1.51100879458703e-31,1.79243418257886e-29,60.8796869700557,Up_in_Sepsis
MMP9,2.41742161218898,6.87118880510949,12.6901456369907,2.20272710813221e-31,2.57719071651469e-29,60.5070346220453,Up_in_Sepsis
MAFG,0.791881868718966,3.74637769132259,12.6839764913386,2.33111252127175e-31,2.69054487083541e-29,60.4510271881773,Up_in_Sepsis
ATP9A,1.3583942379808,3.61135040422709,12.5980985514156,5.12284334545617e-31,5.83389400180549e-29,59.6726083503115,Up_in_Sepsis
RAB31,0.688837182559955,5.95196670326703,12.5945130033447,5.29378382861924e-31,5.94923785266276e-29,59.6401585137669,Up_in_Sepsis
GALNT14,1.90425934056667,3.1731461234635,12.5900740160193,5.51330390562081e-31,6.11547125427368e-29,59.599990539335,Up_in_Sepsis
TMC8,-0.631151236618569,3.55912988216504,-12.5874669807043,5.64643179272925e-31,6.18284281303853e-29,59.5764026331723,Down_in_Sepsis
LCK,-1.16055010510132,3.60052746218475,-12.5631503068195,7.05310724014275e-31,7.62539100481762e-29,59.3564943647581,Down_in_Sepsis
CD74,-1.20077519614561,4.65184603248013,-12.5566474771233,7.48516679920068e-31,7.99135120399662e-29,59.2977177746836,Down_in_Sepsis
QSOX1,0.761242143626238,3.69815819442011,12.5434806627785,8.4423929954039e-31,8.90203439182033e-29,59.1787492688694,Up_in_Sepsis
UPP1,0.976008388127983,5.07062300532158,12.5243889230205,1.00509118765535e-30,1.03557603718013e-28,59.0063446440671,Up_in_Sepsis
LY9,-0.942948275921991,3.24897839115248,-12.5242512726061,1.00635535752196e-30,1.03557603718013e-28,59.0051020399396,Down_in_Sepsis
HLA-DPB1,-1.0188942090466,3.76121595577859,-12.5128086418702,1.11717623120567e-30,1.13527763605167e-28,58.9018278626781,Down_in_Sepsis
C3AR1,1.29216595795714,5.03440849253042,12.5115749341676,1.12982787805166e-30,1.13527763605167e-28,58.8906956840477,Up_in_Sepsis
ADM,1.51815202208707,5.74346822667721,12.5093909388402,1.15257567303487e-30,1.14466846783614e-28,58.8709899257063,Up_in_Sepsis
