gene_symbol,dataset,n_control,n_sepsis,mean_control,mean_sepsis,median_control,median_sepsis,dataset_logFC,dataset_direction,auc,wilcox_p,heldout_dataset
TCN1,GSE57065,25,28,5.9357436,9.57655321428572,6.03304,9.47519,3.64080961428571,Up_in_Sepsis,0.992857142857143,4.20383668685061e-14,GSE236713
TCN1,GSE65682,42,51,6.60707318309524,8.85521654782353,6.528435852,9.067284058,2.24814336472829,Up_in_Sepsis,0.877217553688142,4.549776441538e-10,GSE236713
TCN1,GSE95233,22,51,5.01863434545455,8.36151990235294,5.04874131,8.31396416,3.3428855568984,Up_in_Sepsis,1,1.60188706567253e-11,GSE236713
OLFM4,GSE137340,14,43,4.54263055035714,5.90532457310465,4.24708841475,5.5772952645,1.36269402274751,Up_in_Sepsis,0.910299003322259,4.22790671752083e-07,GSE236713
OLFM4,GSE54514,18,35,8.914224492,8.79847958418571,8.501371384,8.294371605,-0.115744907814287,Down_in_Sepsis,0.465079365079365,0.689143463767284,GSE236713
OLFM4,GSE57065,25,28,3.3893216,9.43543642857143,3.25378,9.84019,6.04611482857143,Up_in_Sepsis,0.978571428571428,1.51338120726622e-12,GSE236713
OLFM4,GSE65682,42,51,3.80761788369048,7.85954184731373,3.3217766645,8.3384783855,4.05192396362325,Up_in_Sepsis,0.926237161531279,1.86135962666096e-12,GSE236713
OLFM4,GSE95233,22,51,5.17500045409091,10.0501089431373,4.84326208,10.55058836,4.87510848904635,Up_in_Sepsis,0.985739750445633,5.9097281654302e-11,GSE236713
IL1R2,GSE137340,14,43,5.95834191904762,7.19872886627132,5.75693874783333,7.06508131933333,1.2403869472237,Up_in_Sepsis,0.840531561461794,6.13456473478384e-05,GSE236713
IL1R2,GSE54514,18,35,7.64505672438889,7.53738310677143,7.5770671365,7.478478432,-0.10767361761746,Down_in_Sepsis,0.428571428571429,0.406890737204955,GSE236713
IL1R2,GSE57065,25,28,8.257506,11.7996123214286,8.33788,12.2743,3.54210632142857,Up_in_Sepsis,0.981428571428571,8.25279517997514e-13,GSE236713
IL1R2,GSE65682,42,51,10.4034073763571,11.7710380026078,10.723211395,12.09657028,1.3676306262507,Up_in_Sepsis,0.84873949579832,8.2643784539401e-09,GSE236713
IL1R2,GSE95233,22,51,8.20996723727273,11.8301803792157,8.359223745,11.96681247,3.62021314194296,Up_in_Sepsis,1,1.60188706567253e-11,GSE236713
