gene_symbol,dataset,n_control,n_sepsis,mean_control,mean_sepsis,median_control,median_sepsis,dataset_logFC,dataset_direction,auc,wilcox_p
RNASE3,GSE95233,22,51,4.70455852136364,6.79285418333333,4.76967123,6.80456841,2.0882956619697,Up_in_Sepsis,0.975935828877005,1.41972918224125e-10
FAR2,GSE137340,14,43,5.53235140267857,6.65190451623256,5.300557331,6.499828111,1.11955311355399,Up_in_Sepsis,0.833887043189369,8.99233343862789e-05
FAR2,GSE236713,30,125,-0.937197658333333,0.118778281848,-0.941751485,0.16465354,1.05597594018133,Up_in_Sepsis,0.915733333333333,1.68170253727743e-12
FAR2,GSE54514,18,35,8.4697593585,8.44888410555714,8.3577098845,8.557059765,-0.0208752529428562,Down_in_Sepsis,0.5,1
FAR2,GSE57065,25,28,4.88920426666667,6.22599797619048,4.87116666666667,6.14257,1.33679370952381,Up_in_Sepsis,0.964285714285714,2.05678241268228e-11
FAR2,GSE65682,42,51,4.70400959997619,6.57458614926471,4.50525561475,6.571572742,1.87057654928852,Up_in_Sepsis,0.907563025210084,1.63148457744655e-11
FAR2,GSE95233,22,51,6.09846564242424,7.22991293071895,6.031509935,7.20502767333333,1.13144728829471,Up_in_Sepsis,0.975044563279857,1.53617362330698e-10
LTF,GSE137340,14,43,4.84707425421429,5.62357761074419,4.6748176725,5.392006576,0.7765033565299,Up_in_Sepsis,0.732558139534884,0.00860715367594649
LTF,GSE236713,30,125,-2.16325188033333,0.389110397376,-2.289994,0.3856845,2.55236227770933,Up_in_Sepsis,0.872,2.68695684553841e-10
LTF,GSE54514,18,35,7.51336063283333,7.52089240214286,7.294859648,7.301288128,0.00753176930952293,Up_in_Sepsis,0.50952380952381,0.918534356570284
LTF,GSE57065,25,28,7.6719428,11.6229810714286,7.31096,11.77995,3.95103827142857,Up_in_Sepsis,0.97,7.7571849600517e-12
LTF,GSE65682,42,51,4.99003408615476,7.67973502894118,4.84325347325,8.076573633,2.68970094278641,Up_in_Sepsis,0.904295051353875,2.36259014786027e-11
LTF,GSE95233,22,51,7.50049516545455,10.6707731458824,7.800084695,10.94539308,3.17027798042781,Up_in_Sepsis,0.97415329768271,1.66193362226705e-10
SIGLEC9,GSE137340,14,43,5.78244769457143,7.11633562930233,5.451645955,7.266684748,1.3338879347309,Up_in_Sepsis,0.817275747508306,0.000221898960304589
SIGLEC9,GSE236713,30,125,-1.69944844766667,0.213711724072,-1.71993565,0.18686748,1.91316017173867,Up_in_Sepsis,0.981066666666667,3.12904008175581e-16
SIGLEC9,GSE54514,18,35,7.61595479644444,7.82706080851429,7.527886152,7.753226757,0.211106012069842,Up_in_Sepsis,0.617460317460318,0.169030570051923
SIGLEC9,GSE57065,25,28,6.3004972,7.55829571428571,6.30182,7.53513,1.25779851428571,Up_in_Sepsis,0.977142857142857,2.02447924656227e-12
SIGLEC9,GSE65682,42,51,5.24527663621429,5.74420808187255,5.48459273525,5.8425204415,0.498931445658264,Up_in_Sepsis,0.705882352941177,0.000672240321339517
SIGLEC9,GSE95233,22,51,6.92141898409091,8.14732807235294,7.027481635,8.24924891,1.22590908826203,Up_in_Sepsis,0.981283422459893,8.82077171942536e-11
RAB31,GSE137340,14,43,6.93174213735714,7.75901473067442,6.8051828705,7.764173954,0.827272593317276,Up_in_Sepsis,0.880398671096345,4.5786917253501e-06
RAB31,GSE236713,30,125,-0.962364672,-0.02667884356,-0.8959365,-0.046078682,0.93568582844,Up_in_Sepsis,0.92,9.95838637189864e-13
RAB31,GSE54514,18,35,11.6838317444444,11.9574570522857,11.690245625,11.86922073,0.273625307841272,Up_in_Sepsis,0.630952380952381,0.123530872272355
RAB31,GSE57065,25,28,9.69014053333333,10.5050705952381,9.71907333333333,10.5944666666667,0.814930061904763,Up_in_Sepsis,0.964285714285714,2.05678241268228e-11
RAB31,GSE65682,42,51,9.21135854900595,9.71940333367647,9.314984492875,9.7143372425,0.508044784670519,Up_in_Sepsis,0.818860877684408,1.372467611671e-07
RAB31,GSE95233,22,51,9.65517543984848,10.6989991152288,9.69987265333334,10.7269384533333,1.04382367538028,Up_in_Sepsis,0.97415329768271,1.66193362226705e-10
C3AR1,GSE137340,14,43,5.66257417528571,7.64411645930233,5.2767078905,7.74853268,1.98154228401661,Up_in_Sepsis,0.875415282392027,6.53811501196993e-06
C3AR1,GSE236713,30,125,-1.55061417533333,0.196685696712,-1.5652845,0.17176986,1.74729987204533,Up_in_Sepsis,0.9488,2.53235015615329e-14
C3AR1,GSE54514,18,35,8.12928456727778,8.61633907051429,8.0673708915,8.529092789,0.487054503236507,Up_in_Sepsis,0.714285714285714,0.0105698275685497
C3AR1,GSE57065,25,28,7.5821536,9.34956321428571,7.51862,9.50142,1.76740961428571,Up_in_Sepsis,0.924285714285714,4.53013185284708e-09
C3AR1,GSE65682,42,51,8.07711712383333,8.71807918660784,8.3859891975,8.954679595,0.640962062774509,Up_in_Sepsis,0.69281045751634,0.00145005550227049
C3AR1,GSE95233,22,51,7.42931918909091,9.44700825098039,7.54210163,9.42253796,2.01768906188948,Up_in_Sepsis,0.990196078431372,3.94540435484238e-11
MMP9,GSE137340,14,43,8.84626856864286,10.9993188026744,8.732213813,10.86574729,2.15305023403156,Up_in_Sepsis,0.820598006644518,0.000186294412620237
MMP9,GSE236713,30,125,-4.77118858666667,0.559798947816,-4.74752355,0.6349735,5.33098753448267,Up_in_Sepsis,0.991466666666667,7.12851805331957e-17
MMP9,GSE54514,18,35,12.1494886077778,12.3117602898286,12.141063215,12.31563473,0.162271682050793,Up_in_Sepsis,0.558730158730159,0.493002190492281
MMP9,GSE57065,25,28,8.8954708,11.9319703571429,8.90457,12.037,3.03649955714286,Up_in_Sepsis,0.978571428571428,1.51338120726622e-12
MMP9,GSE65682,42,51,11.6094327173333,11.8964784379412,11.776760255,12.17834074,0.287045720607843,Up_in_Sepsis,0.682539682539683,0.0025726946198045
MMP9,GSE95233,22,51,6.91074298590909,10.1395984860784,6.96883545,10.22683266,3.22885550016934,Up_in_Sepsis,0.980392156862745,9.55234536735608e-11
RAB13,GSE137340,14,43,4.49018866769047,5.04186443144186,4.40273275783333,4.97189848733333,0.551675763751386,Up_in_Sepsis,0.898671096345515,1.12784882767697e-06
RAB13,GSE236713,30,125,-1.297242414,0.338783827568,-1.2061429,0.41705966,1.636026241568,Up_in_Sepsis,0.891733333333334,2.91117583120505e-11
RAB13,GSE54514,18,35,7.28551430166667,7.22612330574286,7.238955021,7.166293144,-0.0593909959238097,Down_in_Sepsis,0.336507936507937,0.0536371037869218
RAB13,GSE57065,25,28,5.0221508,7.06896321428572,4.96717,7.15586,2.04681241428571,Up_in_Sepsis,0.991428571428571,6.63763687397464e-14
RAB13,GSE65682,42,51,3.8686346161746,5.25104202801307,3.699742118,5.11878573966667,1.38240741183847,Up_in_Sepsis,0.931372549019608,1.00796795073921e-12
RAB13,GSE95233,22,51,9.73755451909091,10.5658753613726,9.68670688,10.48076184,0.828320842281642,Up_in_Sepsis,0.972370766488413,1.94435767733088e-10
PGLYRP1,GSE137340,14,43,8.2463728645,10.5949774515116,8.1962241905,10.6908238,2.34860458701163,Up_in_Sepsis,0.852159468438538,3.04347690174248e-05
PGLYRP1,GSE236713,30,125,-2.80997192133333,0.3060054606,-2.7665265,0.44724846,3.11597738193333,Up_in_Sepsis,0.9592,6.34667569621056e-15
PGLYRP1,GSE54514,18,35,11.1584299930556,11.3760248457429,11.03189945,11.35566902,0.2175948526873,Up_in_Sepsis,0.565873015873016,0.441273226408107
PGLYRP1,GSE57065,25,28,7.0209396,9.52004428571429,6.93452,9.452565,2.49910468571429,Up_in_Sepsis,0.995714285714286,1.54878193726075e-14
PGLYRP1,GSE65682,42,51,6.81504751561905,7.53306122233333,6.739540714,7.585683968,0.718013706714285,Up_in_Sepsis,0.757703081232493,2.06654776808725e-05
PGLYRP1,GSE95233,22,51,6.16136507045455,8.15213205196078,6.24415001,8.08895182,1.99076698150624,Up_in_Sepsis,0.994652406417112,2.62469054871502e-11
NR1D2,GSE137340,14,43,4.75517422439286,5.02197684474419,4.75095900475,5.1013782635,0.266802620351329,Up_in_Sepsis,0.730897009966777,0.0091254474349773
NR1D2,GSE236713,30,125,1.3771848522,-0.376359357528,1.42153693333334,-0.407372563333333,-1.753544209728,Down_in_Sepsis,0.0162666666666667,2.14765424902856e-16
NR1D2,GSE54514,18,35,7.22795719561111,7.20052261342857,7.234516859,7.176362038,-0.0274345821825399,Down_in_Sepsis,0.409523809523809,0.29165367273141
NR1D2,GSE57065,25,28,6.7125234,4.73404482142857,6.765955,4.5568725,-1.97847857857143,Down_in_Sepsis,0.0328571428571429,1.27509004349053e-11
NR1D2,GSE65682,42,51,2.67993460388095,2.38682986096078,2.59752724525,2.3424930375,-0.293104742920168,Down_in_Sepsis,0.23062558356676,8.56400623491198e-06
NR1D2,GSE95233,22,51,5.51132363022727,4.05699949911765,5.5046800925,4.003274435,-1.45432413110963,Down_in_Sepsis,0.00267379679144385,2.05178515500888e-11
PVRIG,GSE137340,14,43,7.72663051485714,7.38324885309302,7.6489804295,7.322446885,-0.34338166176412,Down_in_Sepsis,0.416943521594684,0.362893895450819
PVRIG,GSE236713,30,125,1.37001128666667,-0.375043419456,1.43152785,-0.31261754,-1.74505470612267,Down_in_Sepsis,0.0309333333333333,1.65978174307926e-15
PVRIG,GSE54514,18,35,7.74745244444445,7.67170674454286,7.7707879545,7.536135197,-0.0757456999015878,Down_in_Sepsis,0.417460317460318,0.33676180410244
PVRIG,GSE57065,25,28,7.7548532,5.75481821428571,7.86216,5.602875,-2.00003498571429,Down_in_Sepsis,0.0328571428571429,1.27509004349053e-11
PVRIG,GSE65682,42,51,6.17335114064286,4.89616109405882,6.1560935395,4.83282121,-1.27719004658403,Down_in_Sepsis,0.195611577964519,4.91565394238915e-07
PVRIG,GSE95233,22,51,7.36016406636364,5.57913011627451,7.311372905,5.52474985,-1.78103395008913,Down_in_Sepsis,0.0151515151515152,6.40439715698351e-11
LY9,GSE137340,14,43,5.4104698412381,5.44835855427907,5.44586803066667,5.503299453,0.0378887130409744,Up_in_Sepsis,0.508305647840532,0.934286718242662
LY9,GSE236713,30,125,1.66639141516667,-0.29951097266,1.6793927,-0.26938856,-1.96590238782667,Down_in_Sepsis,0.0032,3.29891631128051e-17
LY9,GSE54514,18,35,7.40111618569445,7.4219030925,7.3937158585,7.371298075,0.0207869068055553,Up_in_Sepsis,0.495238095238095,0.962919951586959
LY9,GSE57065,25,28,7.12409986666667,5.62186238095238,7.15808,5.584375,-1.50223748571429,Down_in_Sepsis,0.00571428571428571,2.65505474958986e-14
LY9,GSE65682,42,51,3.32781337458333,2.83297544380392,3.1325616985,2.771464375,-0.494837930779412,Down_in_Sepsis,0.30812324929972,0.00152934116044883
LY9,GSE95233,22,51,6.53047616530303,5.14957291189543,6.58065606833333,5.06628309333333,-1.3809032534076,Down_in_Sepsis,0.0151515151515152,6.40439715698351e-11
GCLM,GSE137340,14,43,5.78819415896429,7.03259159616279,5.5851764475,7.0851690405,1.2443974371985,Up_in_Sepsis,0.868770764119601,1.0352095404657e-05
GCLM,GSE236713,30,125,-1.04396553366667,0.183001533848,-1.10622265,0.14565897,1.22696706751467,Up_in_Sepsis,0.8688,3.81311386796998e-10
GCLM,GSE54514,18,35,8.05119805866667,7.95342745784286,8.06381905075,7.9280779365,-0.0977706008238099,Down_in_Sepsis,0.4,0.243028800589674
GCLM,GSE57065,25,28,4.8689996,6.51252952380952,5.04137666666667,6.65834833333333,1.64352992380952,Up_in_Sepsis,0.972857142857143,4.61758271866169e-12
GCLM,GSE65682,42,51,4.86525753780952,5.7799171554902,4.89675261675,5.773748018,0.914659617680672,Up_in_Sepsis,0.910364145658263,1.185113859869e-11
GCLM,GSE95233,22,51,4.18985757318182,5.84260062006536,4.197444275,5.80507515666667,1.65274304688354,Up_in_Sepsis,0.997326203208556,2.05178515500888e-11
ATP9A,GSE137340,14,43,4.80202090738095,5.52973604869767,4.648722985,5.46638302133333,0.727715141316722,Up_in_Sepsis,0.890365448504983,2.17438941765078e-06
ATP9A,GSE236713,30,125,-1.49502310066667,0.567868593624,-1.4536343775,0.4890709,2.06289169429067,Up_in_Sepsis,0.925333333333333,5.13556435775754e-13
ATP9A,GSE54514,18,35,8.16692366847222,8.30321235661429,8.1089799405,8.363950968,0.136288688142063,Up_in_Sepsis,0.585714285714286,0.318216803699425
ATP9A,GSE57065,25,28,4.342293,6.3298725,4.441015,6.44673,1.9875795,Up_in_Sepsis,0.997142857142857,8.85018249863286e-15
ATP9A,GSE65682,42,51,3.97486160304762,5.15235669245098,3.965898105,5.309104248,1.17749508940336,Up_in_Sepsis,0.773576097105509,6.18231329672613e-06
ATP9A,GSE95233,22,51,6.17202132772727,7.87737336117647,6.2387981975,7.977047325,1.7053520334492,Up_in_Sepsis,0.973262032085561,1.79773479549631e-10
SIGLEC5,GSE137340,14,43,5.64303503042857,6.67996813468605,5.3354653065,6.831768214,1.03693310425748,Up_in_Sepsis,0.802325581395349,0.000471533014356313
SIGLEC5,GSE236713,30,125,-1.94441204333333,0.125625905216,-1.81730605,0.19648027,2.07003794854933,Up_in_Sepsis,0.973333333333333,9.21380093416917e-16
SIGLEC5,GSE54514,18,35,8.09787909180556,8.26050394608572,8.06792688375,8.2851572035,0.162624854280159,Up_in_Sepsis,0.634920634920635,0.113099435153609
SIGLEC5,GSE57065,25,28,8.3267848,9.49934392857143,8.39725,9.5337,1.17255912857143,Up_in_Sepsis,0.958571428571428,5.09106748233855e-11
SIGLEC5,GSE65682,42,51,8.26945584485714,8.77752901276471,8.3570166165,8.845822242,0.508073167907563,Up_in_Sepsis,0.707749766573296,0.000600170513027404
SIGLEC5,GSE95233,22,51,8.64087915090909,10.2324821978431,8.783868005,10.26555641,1.59160304693405,Up_in_Sepsis,0.982174688057041,8.14407368438532e-11
CD247,GSE137340,14,43,10.3408201655714,9.89281029886046,10.376613525,10.07084645,-0.448009866710965,Down_in_Sepsis,0.40531561461794,0.2985473132378
CD247,GSE236713,30,125,0.765497108333333,-0.185380890592,0.75289249,-0.161884785,-0.950877998925333,Down_in_Sepsis,0.1048,1.94792934863068e-11
CD247,GSE54514,18,35,9.74945513422222,9.38249128234286,9.946455479,9.3137831685,-0.366963851879365,Down_in_Sepsis,0.376190476190476,0.146722427447959
CD247,GSE57065,25,28,10.1853216,7.73724607142857,10.2214,7.655605,-2.44807552857143,Down_in_Sepsis,0.0114285714285714,1.482405568521e-13
CD247,GSE65682,42,51,4.92602738795238,3.9358988694902,4.778689274,3.911796267,-0.990128518462185,Down_in_Sepsis,0.136321195144725,1.85505783163801e-09
CD247,GSE95233,22,51,9.17332886454545,6.62387738705882,9.14544178,6.55802082,-2.54945147748663,Down_in_Sepsis,0,1.60188706567253e-11
CKAP4,GSE137340,14,43,8.68354932635714,10.3548927002558,8.334189442,10.3958996,1.67134337389867,Up_in_Sepsis,0.822259136212625,0.000170516069266715
CKAP4,GSE236713,30,125,-1.15503529533333,0.23056830784,-1.2337575,0.27721238,1.38560360317333,Up_in_Sepsis,0.947466666666667,3.01722266171569e-14
CKAP4,GSE54514,18,35,10.4983355739444,10.6561353135714,10.36950207,10.58610821,0.157799739626984,Up_in_Sepsis,0.552380952380952,0.541587732899303
CKAP4,GSE57065,25,28,6.1655068,7.71438559523809,6.20847333333333,7.77612,1.5488787952381,Up_in_Sepsis,0.992857142857143,4.20383668685061e-14
CKAP4,GSE65682,42,51,9.18399883615476,9.88531417870588,9.217519391,10.0192294835,0.701315342551121,Up_in_Sepsis,0.834733893557423,3.17728969892815e-08
CKAP4,GSE95233,22,51,7.61376698833333,9.61402933117647,7.68183343666667,9.59332071333333,2.00026234284314,Up_in_Sepsis,1,1.60188706567253e-11
CD74,GSE137340,14,43,9.98284820703571,8.27071462426744,10.13375478,8.325641849,-1.71213358276827,Down_in_Sepsis,0.0465116279069768,4.46986200896131e-09
CD74,GSE236713,30,125,1.279571065,-0.524007842672,1.30482745,-0.46420026,-1.803578907672,Down_in_Sepsis,0.0466666666666666,1.39059149341468e-14
CD74,GSE54514,18,35,8.98056897425926,9.11129872898096,8.9942328935,9.14352973466667,0.130729754721695,Up_in_Sepsis,0.574603174603175,0.38603295488447
CD74,GSE57065,25,28,7.48762533333333,6.45569214285714,7.47123,6.38603166666667,-1.03193319047619,Down_in_Sepsis,0.0385714285714286,3.26107099618374e-11
CD74,GSE65682,42,51,7.0118082882381,5.89471187256863,6.9309952324,5.904229519,-1.11709641566947,Down_in_Sepsis,0.133986928104575,1.46096046156619e-09
CD74,GSE95233,22,51,9.35839677333333,7.69299227346405,9.43190852,7.61843798666667,-1.66540449986928,Down_in_Sepsis,0.0311942959001783,2.6568328672965e-10
TMC8,GSE137340,14,43,5.40374133214286,5.15986757790698,5.407611208,5.136861137,-0.243873754235881,Down_in_Sepsis,0.355481727574751,0.109420434566108
TMC8,GSE236713,30,125,0.916570730833333,-0.22216652512,0.8884626625,-0.18730413,-1.13873725595333,Down_in_Sepsis,0.0274666666666667,1.0292890169365e-15
TMC8,GSE54514,18,35,7.14508612938889,7.13288952974286,7.166795969,7.089870453,-0.0121965996460318,Down_in_Sepsis,0.392063492063492,0.207020180060236
TMC8,GSE57065,25,28,6.89209213333333,5.89622964285714,6.98972666666667,5.92308333333333,-0.995862490476191,Down_in_Sepsis,0.0242857142857143,2.68160529708576e-12
TMC8,GSE65682,42,51,5.04912586479762,4.66326837764706,4.95679593625,4.6841515675,-0.38585748715056,Down_in_Sepsis,0.250700280112045,3.81153364064026e-05
TMC8,GSE95233,22,51,7.31398008484849,6.54943494849673,7.3472268,6.52197893666667,-0.764545136351752,Down_in_Sepsis,0.0213903743315508,1.11977955795568e-10
ZAP70,GSE137340,14,43,5.54474287121429,5.44022285481395,5.51946320883333,5.554335795,-0.104520016400333,Down_in_Sepsis,0.443521594684385,0.538756643962947
ZAP70,GSE236713,30,125,1.62651962333333,-0.428749837112,1.56673645,-0.22379994,-2.05526946044533,Down_in_Sepsis,0.00293333333333333,3.17356635260133e-17
ZAP70,GSE54514,18,35,7.35917117866667,7.44074737684286,7.35111236575,7.347866774,0.0815761981761902,Up_in_Sepsis,0.585714285714286,0.318216803699425
ZAP70,GSE57065,25,28,7.6736572,6.07503607142857,7.74203,6.04379,-1.59862112857143,Down_in_Sepsis,0.0442857142857143,7.83661534797693e-11
ZAP70,GSE65682,42,51,3.42073871492857,2.8909143200098,3.219381303,2.8555026345,-0.529824394918768,Down_in_Sepsis,0.165732959850607,3.32017774440668e-08
ZAP70,GSE95233,22,51,6.79913623386364,5.20116903843137,6.860717955,5.172781265,-1.59796719543226,Down_in_Sepsis,0,1.60188706567253e-11
SLC2A14,GSE137340,14,43,4.72020105757143,5.18214667690698,4.418413291,5.077188916,0.461945619335548,Up_in_Sepsis,0.747508305647841,0.00498173058996871
SLC2A14,GSE236713,30,125,-2.21512982,0.380350056648,-2.31436635,0.4446516,2.595479876648,Up_in_Sepsis,0.992,6.60229162961706e-17
SLC2A14,GSE54514,18,35,7.967736562,7.8455112458,7.992604017,7.831945419,-0.1222253162,Down_in_Sepsis,0.399206349206349,0.236714120171785
SLC2A14,GSE57065,25,28,7.7052776,9.50053392857143,7.67191,9.48658,1.79525632857143,Up_in_Sepsis,0.982857142857143,6.01812409907034e-13
SLC2A14,GSE65682,42,51,9.41501099927381,9.72945564708824,9.567618374,9.771766149,0.314444647814426,Up_in_Sepsis,0.658263305322129,0.00896940777305106
SLC2A14,GSE95233,22,51,8.09039973363636,9.7104579427451,8.076450955,9.72699217,1.62005820910873,Up_in_Sepsis,0.985739750445633,5.9097281654302e-11
IL10,GSE137340,14,43,7.400438013,8.20294413719767,7.331801702,8.130449696,0.802506124197675,Up_in_Sepsis,0.877076411960133,5.81267228909064e-06
IL10,GSE236713,30,125,-2.411726201,0.43064073832,-2.5504639,0.28694677,2.84236693932,Up_in_Sepsis,0.988533333333333,1.08528994979761e-16
IL10,GSE54514,18,35,9.3612702025,9.3583498206,9.42679667525,9.390916825,-0.00292038190000099,Down_in_Sepsis,0.480952380952381,0.830638269796872
IL10,GSE57065,25,28,3.4014536,4.66862392857143,3.38691,4.534755,1.26717032857143,Up_in_Sepsis,0.978571428571428,1.51338120726622e-12
IL10,GSE65682,42,51,2.49251243707143,2.88937529939216,2.436297435,2.831393929,0.396862862320728,Up_in_Sepsis,0.751167133520075,3.33206979580799e-05
IL10,GSE95233,22,51,2.09511338636364,3.35605650882353,1.994026525,3.32369047,1.26094312245989,Up_in_Sepsis,0.973262032085562,1.79715761294967e-10
HK3,GSE137340,14,43,8.75082910471429,10.4119840827674,8.390877427,10.41149064,1.66115497805316,Up_in_Sepsis,0.832225913621263,0.000216857743109656
HK3,GSE236713,30,125,-1.44986136,0.403689497512,-1.5138011,0.471241,1.853550857512,Up_in_Sepsis,0.909333333333333,3.65502650130104e-12
HK3,GSE54514,18,35,10.4937286905,10.6485877990286,10.47875452,10.64564991,0.154859108528573,Up_in_Sepsis,0.561904761904762,0.473286065359816
HK3,GSE57065,25,28,7.98032,10.4371428571429,7.97807,10.46565,2.45682285714286,Up_in_Sepsis,0.998571428571429,4.42509124931643e-15
HK3,GSE65682,42,51,8.83781198766667,9.71433418754902,8.7901525005,9.778881384,0.876522199882352,Up_in_Sepsis,0.824929971988796,7.90621994484101e-08
HK3,GSE95233,22,51,6.70271733136364,9.05404229490196,6.63855448,9.14997634,2.35132496353832,Up_in_Sepsis,1,1.60188706567253e-11
DHRS9,GSE137340,14,43,6.47891907254762,7.54693531428682,6.03463694933333,7.612591659,1.0680162417392,Up_in_Sepsis,0.820598006644518,0.000186294412620237
DHRS9,GSE236713,30,125,-1.05189128033333,0.673714650624,-1.11708335,0.6834445,1.72560593095733,Up_in_Sepsis,0.8552,1.63445601352276e-09
DHRS9,GSE54514,18,35,7.15118503561111,7.0925009728,7.112692833,7.069767475,-0.0586840628111114,Down_in_Sepsis,0.380952380952381,0.163232997664367
DHRS9,GSE57065,25,28,6.52625813333333,9.33120166666667,6.46862,9.38303666666667,2.80494353333333,Up_in_Sepsis,0.971428571428571,6.00484882532239e-12
DHRS9,GSE65682,42,51,8.15645838390476,9.50818690492157,8.3326282765,9.750075598,1.35172852101681,Up_in_Sepsis,0.776844070961718,4.78279497877484e-06
DHRS9,GSE95233,22,51,6.36678382590909,9.55002221385621,6.40964877666667,9.64092690333333,3.18323838794712,Up_in_Sepsis,1,1.60188706567253e-11
CCNA1,GSE137340,14,43,4.41638132971429,5.23165278934884,4.1938818755,4.65509443,0.815271459634552,Up_in_Sepsis,0.8421926910299,5.56405121878381e-05
CCNA1,GSE236713,30,125,-1.16833600433333,0.875964409544,-1.1524136,0.7590089,2.04430041387733,Up_in_Sepsis,0.910933333333333,3.01354347333603e-12
CCNA1,GSE54514,18,35,7.43379786288889,7.588511031,7.301334858,7.414803505,0.154713168111112,Up_in_Sepsis,0.587301587301587,0.309195100119527
CCNA1,GSE57065,25,28,4.1191488,5.80875892857143,4.14221,5.47657,1.68961012857143,Up_in_Sepsis,0.962857142857143,2.59553727228655e-11
CCNA1,GSE65682,42,51,2.43403282983333,4.17467067219608,2.3462453935,4.318713639,1.74063784236275,Up_in_Sepsis,0.906162464985995,1.9127218523145e-11
CCNA1,GSE95233,22,51,3.58152882,6.62681024901961,3.602492025,6.73111568,3.04528142901961,Up_in_Sepsis,0.989304812834225,4.27867888939574e-11
KIF1B,GSE137340,14,43,5.5280883277381,6.98780796731783,5.38700894516667,6.79839942466667,1.45971963957973,Up_in_Sepsis,0.898671096345515,1.12784882767697e-06
KIF1B,GSE236713,30,125,-1.65837921791667,0.35785732652,-1.72017819125,0.32322859875,2.01623654443667,Up_in_Sepsis,0.9752,7.11052358786845e-16
KIF1B,GSE54514,18,35,8.26908577820371,8.51468252,8.1966413655,8.46628014266667,0.245596741796295,Up_in_Sepsis,0.706349206349206,0.013996501301365
KIF1B,GSE57065,25,28,5.2217212,6.61516098214286,5.234115,6.6660875,1.39343978214286,Up_in_Sepsis,1,2.21254562465821e-15
KIF1B,GSE65682,42,51,4.96487148781349,5.12895045621569,5.09920500116667,5.22113057833333,0.164078968402195,Up_in_Sepsis,0.570961718020541,0.242170395544248
KIF1B,GSE95233,22,51,6.27562536386364,7.85202734083333,6.2762148775,7.9329280575,1.5764019769697,Up_in_Sepsis,0.986631016042781,5.45249501386452e-11
AMPD3,GSE137340,14,43,4.36509475144643,4.68890040339535,4.296762221125,4.53612638225,0.32380565194892,Up_in_Sepsis,0.875415282392027,6.53811501196993e-06
AMPD3,GSE236713,30,125,-1.6001981425,0.16324364402,-1.53098166,0.20307266,1.76344178652,Up_in_Sepsis,0.9784,4.54966383174459e-16
AMPD3,GSE54514,18,35,7.29428671475,7.31056830541429,7.2981749775,7.321006298,0.0162815906642857,Up_in_Sepsis,0.549206349206349,0.570192060596712
AMPD3,GSE57065,25,28,5.8322058,6.35802803571429,5.837835,6.4217775,0.525822235714286,Up_in_Sepsis,0.85,3.9780779302043e-06
AMPD3,GSE65682,42,51,4.17677488671088,4.84328482955182,4.07739916885715,4.95547766242857,0.666509942840937,Up_in_Sepsis,0.823529411764706,8.9871630261376e-08
AMPD3,GSE95233,22,51,6.01882713477273,6.95985164745098,6.02174542,6.941334765,0.941024512678253,Up_in_Sepsis,0.99108734402852,3.63757408976493e-11
KLRK1,GSE137340,14,43,4.3346446165,4.62277292206977,4.2772545955,4.486210933,0.288128305569767,Up_in_Sepsis,0.789036544850498,0.000882837458545004
KLRK1,GSE236713,30,125,2.80717267666667,-0.424707229824,2.98719665,-0.27480245,-3.23187990649067,Down_in_Sepsis,0.0128,1.31271333426779e-16
KLRK1,GSE54514,18,35,7.18348781277778,7.21565678462857,7.162181854,7.185688972,0.0321689718507932,Up_in_Sepsis,0.612698412698413,0.187329444556183
KLRK1,GSE57065,25,28,7.992852,6.32736642857143,8.03981,6.17271,-1.66548557142857,Down_in_Sepsis,0.0985714285714286,5.01696910811419e-08
KLRK1,GSE65682,42,51,4.53547238501191,3.35462442711765,4.25834983825,3.1569445535,-1.18084795789426,Down_in_Sepsis,0.19187675070028,3.55549239738882e-07
KLRK1,GSE95233,22,51,8.45150311590909,6.24926033901961,8.42232565,6.03444901,-2.20224277688948,Down_in_Sepsis,0.0089126559714795,3.63757408976493e-11
EXOSC4,GSE137340,14,43,5.41720706707143,6.70501075486047,5.0448648645,6.791334525,1.28780368778904,Up_in_Sepsis,0.820598006644518,0.000186294412620237
EXOSC4,GSE236713,30,125,-0.829816718333333,0.410322953936,-0.869314675,0.37447357,1.24013967226933,Up_in_Sepsis,0.909066666666667,3.77423354829332e-12
EXOSC4,GSE54514,18,35,8.26254481744445,8.35448402668571,7.823877573,8.217424393,0.0919392092412696,Up_in_Sepsis,0.547619047619047,0.582925964615309
EXOSC4,GSE57065,25,28,5.5657018,7.15123071428571,5.53185,7.29126125,1.58552891428571,Up_in_Sepsis,0.99,9.95645531096197e-14
EXOSC4,GSE65682,42,51,6.44449672502381,7.90887844835294,6.372095987,8.019929043,1.46438172332913,Up_in_Sepsis,0.843604108309991,1.36234445477292e-08
EXOSC4,GSE95233,22,51,5.77409575397727,7.21990638843137,5.68090552375,7.2263693775,1.4458106344541,Up_in_Sepsis,0.988413547237077,4.63944869067713e-11
P2RY10,GSE137340,14,43,5.22870422189286,5.07467455475581,5.20885770375,5.076721172,-0.154029667137044,Down_in_Sepsis,0.383720930232558,0.200000657368105
P2RY10,GSE236713,30,125,2.29180673666667,-0.252867437656,2.42090815,-0.22849774,-2.54467417432267,Down_in_Sepsis,0.0136,1.47108884225019e-16
P2RY10,GSE54514,18,35,7.23527383811111,7.2064361299619,7.22071623816667,7.18002065,-0.0288377081492071,Down_in_Sepsis,0.40952380952381,0.29165367273141
