gene_symbol,global_logFC,global_adjP,global_direction,n_dataset_tested,n_direction_consistent,direction_consistency,mean_auc,median_auc,min_auc,max_auc,n_auc_ge_070,n_auc_ge_075,n_auc_ge_080,n_wilcox_p_lt_005,immune_GO_keyword_hit,score_direction,score_auc,score_min_auc,score_logfc,score_p,score_go,priority_score,passes_screening
GPR183,-1.2254375612816,9.29323212226917e-44,Down_in_Sepsis,6,6,1,0.169944555449617,0.115311297852474,0.00445632798573975,0.463492063492064,0,0,0,5,TRUE,1,0.0371723128572943,0.00610323180655661,0.20643869446226,0.36221063944984,1,0.379254046742495,FALSE
PFKFB3,1.45860383165252,7.59863962958933e-32,Up_in_Sepsis,6,4,0.666666666666667,0.766064324306185,0.871309856035438,0.417366946778711,0.991428571428571,4,4,3,4,FALSE,0,0.822407861735485,0.571611253196931,0.276251240591176,0.0499093024366452,0,0.378892662832526,FALSE
FYN,-1.10535090053121,4.79678413365712e-47,Down_in_Sepsis,6,6,1,0.147372913290287,0.0804586367880485,0.00089126559714795,0.449206349206349,0,0,0,5,TRUE,1,0.00743993901896188,0.00122064636131132,0.170483427305619,0.448388703725417,1,0.37282646312827,FALSE
CD247,-1.28671368890664,4.1354732965981e-40,Down_in_Sepsis,6,6,1,0.172342642896952,0.120560597572362,0,0.40531561461794,0,0,0,4,TRUE,1,0.0403311806072735,0,0.224785441097694,0.266564837827203,1,0.372473654129557,FALSE
RUNX3,-1.02947215237163,2.90485158896415e-44,Down_in_Sepsis,6,6,1,0.172199470044067,0.0824265172735761,0.00267379679144385,0.441860465116279,0,0,0,4,TRUE,1,0.0401425869393673,0.00366193908393397,0.147764495456393,0.37545090291478,1,0.372301831554337,FALSE
IL32,-1.30207160722733,6.64381649112937e-38,Down_in_Sepsis,6,6,1,0.180938737515208,0.140994397759104,0.00445632798573975,0.411111111111111,0,0,0,4,TRUE,1,0.0516543398588487,0.00610323180655661,0.229383770776776,0.208734898333685,1,0.371692842178523,FALSE
CD8A,-1.35150687057151,9.93558627255411e-32,Down_in_Sepsis,6,6,1,0.200423122765667,0.187693744164332,0.0169340463458111,0.40531561461794,0,0,0,4,TRUE,1,0.0773200411927356,0.0231922808649151,0.244185232399507,0.0468562347270768,1,0.367988262820192,FALSE
KLRF1,-1.35385555275003,4.98056246262806e-33,Down_in_Sepsis,6,6,1,0.182427675885952,0.153958916900093,0.0285204991087344,0.353968253968254,0,0,0,4,TRUE,1,0.0536156358934353,0.0390606835619623,0.244888453678766,0.0809349648460088,1,0.366770557838741,FALSE
CD3G,-1.32464206024171,1.16745820592569e-34,Down_in_Sepsis,6,6,1,0.187814118515623,0.151947338935574,0,0.460132890365448,0,0,0,5,TRUE,1,0.0607108983822529,0,0.23614161267951,0.123668211307059,1,0.366001332547308,FALSE
CD27,-1.18798984817422,1.75888013243651e-34,Down_in_Sepsis,6,6,1,0.20004313106967,0.178847296494355,0.00285714285714286,0.474603174603175,0,0,0,4,TRUE,1,0.0768194991816096,0.00391304347826087,0.195226437240954,0.119001875663386,1,0.364816959428704,FALSE
RASGRP1,-1.13212604129751,2.64291501619484e-34,Down_in_Sepsis,6,6,1,0.19868479834499,0.138378338001867,0.0017825311942959,0.476744186046512,0,0,0,4,TRUE,1,0.0750302427295558,0.00244129272262265,0.178500198971958,0.114365634711043,1,0.361086860044158,FALSE
CD2,-1.20108156427809,1.01052589305103e-35,Down_in_Sepsis,6,6,1,0.180267329012883,0.165038281979458,0.0035650623885918,0.423809523809524,0,0,0,5,TRUE,1,0.0507699306320654,0.00488258544524529,0.199146241048572,0.151527921736084,1,0.360988095337301,FALSE
SKAP1,-1.08802724446919,1.22022923156673e-36,Down_in_Sepsis,6,6,1,0.186885072995607,0.123205975723623,0,0.435215946843854,0,0,0,4,TRUE,1,0.0594871181841185,0,0.165296534124082,0.175597099130366,1,0.360200325486884,FALSE
PLEKHA1,-1.0216419373772,1.94693559263376e-36,Down_in_Sepsis,6,6,1,0.194411496898501,0.118007469654528,0,0.480952380952381,0,0,0,4,TRUE,1,0.0694012594578015,0,0.145420042956345,0.170277582077858,1,0.359661142488578,FALSE
PRF1,-1.39645690392002,2.15055827308707e-31,Down_in_Sepsis,6,6,1,0.175817381291253,0.143466666666667,0.00267379679144385,0.382539682539682,0,0,0,5,TRUE,1,0.0449082610075601,0.00366193908393397,0.257643766824951,0.0380644566813224,1,0.356474779856733,FALSE
HLA-DRB1,-1.18888124923953,8.42152423314823e-34,Down_in_Sepsis,6,6,1,0.176388638518597,0.126894491129785,0.01,0.49047619047619,0,0,0,5,TRUE,1,0.0456607465077896,0.013695652173913,0.195493332525132,0.101170864913213,1,0.355193658148515,FALSE
TMC8,-0.652018580014211,9.21494137650179e-40,Down_in_Sepsis,6,6,1,0.17856470917237,0.139083473389356,0.0213903743315508,0.392063492063492,0,0,0,4,TRUE,1,0.0485271638344457,0.0292955126714718,0.0347507439827878,0.257442483960569,1,0.34990933604453,FALSE
TXK,-1.0413725651011,1.89787881383116e-34,Down_in_Sepsis,6,6,1,0.168931398408553,0.180173295985061,0.00142857142857143,0.420634920634921,0,0,0,5,TRUE,1,0.0358377372119241,0.00195652173913043,0.15132760992963,0.118135898650029,1,0.345557530778894,FALSE
PRKCH,-1.12359583350801,1.35460284938267e-35,Down_in_Sepsis,6,6,1,0.146894233455656,0.08039477124183,0,0.39047619047619,0,0,0,4,TRUE,1,0.00680940058973979,0,0.175946160929292,0.14819153934965,1,0.343253898251281,FALSE
NCR3,-0.942393312813246,2.21357828811941e-32,Down_in_Sepsis,6,6,1,0.179754206122195,0.126577964519141,0.0151515151515152,0.403174603174603,0,0,0,4,TRUE,1,0.0500940222731057,0.0207509881422925,0.121692133043719,0.0639517300337296,1,0.342789847863206,FALSE
P2RY10,-1.26799133881368,4.48671958815278e-39,Down_in_Sepsis,6,6,1,0.198118692231415,0.19093370681606,0,0.40952380952381,0,0,0,4,FALSE,1,0.0742845425061438,0,0.219179763537955,0.239420570264733,0,0.32910438430901,FALSE
FGFBP2,-1.75492114854595,8.93298145189427e-33,Down_in_Sepsis,6,6,1,0.17188574639628,0.139439775910364,0.0142602495543672,0.33968253968254,0,0,0,5,FALSE,1,0.0397293361571658,0.0195303417809812,0.364971904697142,0.0742834622979994,0,0.327022484048668,FALSE
SIGIRR,-0.640182464334495,2.58198642927538e-30,Down_in_Sepsis,6,6,1,0.170202914955035,0.172616333355047,0.0204991087344029,0.438095238095238,0,0,0,5,TRUE,1,0.0375126355217049,0.0280748663101604,0.0312068807535014,0.00976670519040774,1,0.321122723235102,FALSE
LBH,-1.00567082297879,4.62159828379284e-37,Down_in_Sepsis,6,6,1,0.218600427833807,0.193295238095238,0,0.474603174603175,0,0,0,4,FALSE,1,0.101263998209436,0,0.140638115626566,0.1866511058701,0,0.320140027393826,FALSE
TARP,-1.38513683449016,2.62560415303098e-32,Down_in_Sepsis,6,6,1,0.167564454130254,0.152126245847176,0.036541889483066,0.361811391223156,0,0,0,6,FALSE,1,0.0340371372373342,0.0500465008137642,0.254254413519271,0.0620082146628213,0,0.312057099787438,FALSE
SAMD3,-1.20671861250229,6.99028657205952e-37,Down_in_Sepsis,6,6,1,0.162801366541449,0.1303081232493,0,0.411111111111111,0,0,0,5,FALSE,1,0.0277629858124873,0,0.200834035293241,0.181939996085868,0,0.306648000646319,FALSE
CLEC2D,-0.686958514664407,1.71221176091213e-33,Down_in_Sepsis,6,6,1,0.235112306966479,0.222516339869281,0.0071301247771836,0.493355481727575,0,0,0,4,FALSE,1,0.123014181899241,0.00976517089049058,0.0452121447489784,0.093091927887614,0,0.304460044704454,FALSE
SBK1,-1.05495842213031,1.76815770680984e-32,Down_in_Sepsis,6,6,1,0.197740362388789,0.122974789915966,0.00089126559714795,0.476744186046512,0,0,0,4,FALSE,1,0.0737861895624045,0.00122064636131132,0.155395364965741,0.0665097387669672,0,0.302279232444476,FALSE
RSAD1,-0.676416277157917,5.27855293097627e-38,Down_in_Sepsis,6,6,1,0.196234088129027,0.126862745098039,0.00267379679144385,0.471760797342193,0,0,0,4,FALSE,1,0.0718020579215522,0.00366193908393397,0.0420556828771431,0.211353960724067,0,0.299533656743034,FALSE
PYHIN1,-0.987875881767715,9.13501740767374e-34,Down_in_Sepsis,6,6,1,0.169383888918499,0.149360410830999,0.0285333333333333,0.358730158730159,0,0,0,5,FALSE,1,0.0364337778945225,0.0390782608695652,0.135310114487365,0.10024494625829,0,0.297112884297725,FALSE
ZBTB4,-0.740947658621366,1.17735345933097e-34,Down_in_Sepsis,6,6,1,0.188355065211426,0.108799253034547,0.0017825311942959,0.51328903654485,0,0,0,4,FALSE,1,0.061423457498364,0.00244129272262265,0.0613770883189038,0.123572115541378,0,0.290357005959876,FALSE
KLHL3,-0.931635082783454,6.73587018392197e-33,Down_in_Sepsis,6,6,1,0.166051049219312,0.120412698412698,0.00285714285714286,0.395238095238095,0,0,0,4,FALSE,1,0.0320436127846921,0.00391304347826087,0.118471000634535,0.077497629979199,0,0.285720453450247,FALSE
EPHX2,-0.930802446435272,5.04054584208493e-33,Down_in_Sepsis,6,6,1,0.163320369482066,0.115151515151515,0.00142857142857143,0.365448504983389,0,0,0,5,FALSE,1,0.0284466396354877,0.00195652173913043,0.118221700153064,0.0807986625786911,0,0.284640591432345,FALSE
BCL11B,-1.50969765197233,4.31298056348773e-50,Down_in_Sepsis,6,5,0.833333333333333,0.173147385259013,0.114311111111111,0,0.507936507936508,0,0,0,5,TRUE,0.5,0.0413912231413278,0,0.291549292416189,0.528247531295962,1,0.283974513934423,FALSE
DHRS3,-0.863387137841278,2.95498378764779e-31,Down_in_Sepsis,6,6,1,0.179965787508332,0.162387675070028,0.00285714285714286,0.374603174603175,0,0,0,4,FALSE,1,0.0503727267123063,0.00391304347826087,0.0980368152058277,0.034446530242046,0,0.28384894984051,FALSE
CD3E,-1.45470487570844,1.74833985896793e-47,Down_in_Sepsis,6,5,0.833333333333333,0.146881512012839,0.0419114064230343,0.0071301247771836,0.531746031746032,0,0,0,5,TRUE,0.5,0.00679264333783341,0.00976517089049058,0.275083850293824,0.459879866475936,1,0.265753132826591,FALSE
NR1D2,-0.968609296578516,7.17499920856219e-41,Down_in_Sepsis,6,5,0.833333333333333,0.237140668228767,0.131741363211951,0.00267379679144385,0.730897009966777,1,0,0,5,TRUE,0.5,0.125686029827,0.00366193908393397,0.12954148695334,0.286507528290014,1,0.261337075682692,FALSE
HLA-DPB1,-1.16674335973923,1.04589759875384e-43,Down_in_Sepsis,6,5,0.833333333333333,0.185307040175713,0.0796031746031746,0.0053475935828877,0.518272425249169,0,0,0,4,TRUE,0.5,0.0574084629671416,0.00732387816786794,0.18886500489662,0.360865165763725,1,0.257737387926188,FALSE
TRIB2,-1.16580973851287,2.3466756731453e-38,Down_in_Sepsis,6,5,0.833333333333333,0.2151936797458,0.124813445378151,0.00980392156862745,0.563492063492063,0,0,0,4,TRUE,0.5,0.0967764776732409,0.0134271099744246,0.188585468431811,0.220583655281172,1,0.256393195591025,FALSE
HLA-DPA1,-1.40753871740241,8.25449652260908e-38,Down_in_Sepsis,6,5,0.833333333333333,0.185551992861979,0.0909964519140989,0.00267379679144385,0.555555555555555,0,0,0,4,TRUE,0.5,0.0577311255713666,0.00366193908393397,0.260961783679192,0.206263427109685,1,0.252639238796847,FALSE
ZAP70,-1.09653296652573,9.23157996695896e-40,Down_in_Sepsis,6,5,0.833333333333333,0.207031314644721,0.105009337068161,0,0.585714285714286,0,0,0,4,TRUE,0.5,0.0860246462877726,0,0.167843240868961,0.25742194469595,1,0.251726074486271,FALSE
TGFBR3,-1.43875848728446,5.3184274720017e-37,Down_in_Sepsis,6,5,0.833333333333333,0.186321945005392,0.122782446311858,0,0.476190476190476,0,0,0,4,TRUE,0.5,0.0587453408776341,0,0.270309326192771,0.185052157256825,1,0.251675216917888,FALSE
HLA-DMB,-1.24741543437204,2.81079210443015e-35,Down_in_Sepsis,6,5,0.833333333333333,0.213337375448183,0.0837591036414566,0.0017825311942959,0.616279069767442,0,0,0,4,TRUE,0.5,0.0943312708537781,0.00244129272262265,0.213019111417513,0.139880590530032,1,0.249606500930157,FALSE
ITK,-1.47628421008214,2.70198825691552e-32,Down_in_Sepsis,6,5,0.833333333333333,0.191367348423983,0.126346218487395,0.00285714285714286,0.477777777777778,0,0,0,4,TRUE,0.5,0.0653913713058957,0.00391304347826087,0.281544940373443,0.0616817136924622,1,0.243604280338771,FALSE
STAT4,-1.15357545072788,5.51925780697677e-33,Down_in_Sepsis,6,5,0.833333333333333,0.213332660064261,0.156115779645191,0.0192,0.549206349206349,0,0,0,4,TRUE,0.5,0.094325059539751,0.026295652173913,0.184922388094396,0.0797656658823713,1,0.242956790490409,FALSE
CD74,-1.27345902390589,6.24617875401866e-40,Down_in_Sepsis,6,5,0.833333333333333,0.145255686958833,0.0465891472868217,0.0311942959001783,0.574603174603175,0,0,0,5,TRUE,0.5,0.0046510340583579,0.0427226226458963,0.220816848597947,0.261869814232281,1,0.242113212327312,FALSE
NELL2,-1.76456607150253,1.43933949143353e-48,Down_in_Sepsis,6,5,0.833333333333333,0.172939506984377,0.120012698412698,0,0.523809523809524,0,0,0,5,FALSE,0.5,0.0411173966057696,0,0.367859700722463,0.488310268311297,0,0.24134520092123,FALSE
RORA,-1.16633402870796,4.66597272445776e-34,Down_in_Sepsis,6,5,0.833333333333333,0.208524453709132,0.130261437908497,0,0.525396825396825,0,0,0,4,TRUE,0.5,0.0879914756634255,0,0.188742446683303,0.107893949679039,1,0.240498204669427,FALSE
IKZF3,-1.28363660134973,5.01486447987082e-30,Down_in_Sepsis,6,5,0.833333333333333,0.21552336945114,0.165518207282913,0,0.556478405315615,0,0,0,4,TRUE,0.5,0.0972107596586014,0,0.22386412723584,0.00220846033979762,1,0.237963693016936,FALSE
GPR18,-1.13070169112405,9.35216581431189e-32,Down_in_Sepsis,6,5,0.833333333333333,0.210034234995384,0.152654715219421,0.0185714285714286,0.485714285714286,0,0,0,4,TRUE,0.5,0.0899802269159968,0.0254347826086956,0.178073732862472,0.0475452284475512,1,0.237274868240229,FALSE
FLT3LG,-1.23546776504495,1.05326564828875e-35,Down_in_Sepsis,6,5,0.833333333333333,0.176790419207382,0.124862066038537,0.00857142857142857,0.495238095238095,0,0,0,5,TRUE,0.5,0.0461899899520923,0.0117391304347826,0.209441847799136,0.151056281313966,1,0.237139771852112,FALSE
NLRC3,-0.868101852008946,2.48171898415702e-31,Down_in_Sepsis,6,5,0.833333333333333,0.251567909437677,0.261219047619048,0,0.53015873015873,0,0,0,4,TRUE,0.5,0.144690235460385,0,0.0994484524884902,0.0364337776483648,1,0.236967716276226,FALSE
CD5,-1.20380401179686,5.56353975932946e-38,Down_in_Sepsis,6,5,0.833333333333333,0.161105916437517,0.086862015503876,0.0035650623885918,0.522222222222222,0,0,0,5,TRUE,0.5,0.0255296633116919,0.00488258544524529,0.199961371782041,0.210755281149847,1,0.234461020692585,FALSE
TP53,-0.703065287674534,1.68365945445856e-35,Down_in_Sepsis,6,5,0.833333333333333,0.230478947773613,0.164229691876751,0.00802139037433155,0.666666666666667,0,0,0,5,TRUE,0.5,0.116910914503933,0.0109858172518019,0.0500346897593209,0.145715629526465,1,0.233797913355495,FALSE
SH2D2A,-0.960190350484722,4.08914463823914e-31,Down_in_Sepsis,6,5,0.833333333333333,0.230683159390136,0.136377217553688,0.0071301247771836,0.581395348837209,0,0,0,4,TRUE,0.5,0.117179911153878,0.00976517089049058,0.127020761886224,0.0307480290201922,1,0.23374666616469,FALSE
ABLIM1,-1.10429041179508,3.97946692845352e-50,Down_in_Sepsis,6,5,0.833333333333333,0.211467151483567,0.121012138188609,0,0.66031746031746,0,0,0,4,FALSE,0.5,0.0918677284280728,0,0.170165905312868,0.529163852873496,0,0.231001589612702,FALSE
TNFRSF25,-0.881838104598045,1.22693490818901e-31,Down_in_Sepsis,6,5,0.833333333333333,0.220062924601365,0.130018674136321,0.0157333333333333,0.695238095238095,0,0,0,5,TRUE,0.5,0.103190464184904,0.0215478260869565,0.103561237609552,0.0444541034723423,1,0.229168909157182,FALSE
CD40LG,-0.95978040720451,1.01072324482508e-30,Down_in_Sepsis,6,5,0.833333333333333,0.205133891715013,0.161893687707641,0.0125333333333333,0.598412698412699,0,0,0,5,TRUE,0.5,0.0835252761720646,0.0171652173913044,0.126898020358839,0.0204450996910346,1,0.223711578483244,FALSE
KLRG1,-1.32228607171697,1.06122508184252e-36,Down_in_Sepsis,6,5,0.833333333333333,0.256606321701807,0.184799253034547,0,0.762458471760797,1,1,0,5,FALSE,0.5,0.151327056828158,0,0.235436203799826,0.177186685205007,0,0.223432216138922,FALSE
IL10RA,-0.762868716298945,2.30420247455095e-33,Down_in_Sepsis,6,5,0.833333333333333,0.196370755433956,0.106956489262372,0,0.551587301587301,0,0,0,4,TRUE,0.5,0.0719820821915177,0,0.0679404941145882,0.0897110141674862,1,0.215756800191392,FALSE
LRRN3,-1.43923801548975,1.48610115760999e-30,Down_in_Sepsis,6,5,0.833333333333333,0.262406692026117,0.202141549953315,0.00428571428571428,0.723809523809524,1,0,0,5,FALSE,0.5,0.158967563339195,0.0058695652173913,0.270452902212144,0.0160560986771666,0,0.215744248983906,FALSE
MEN1,-0.555982341634517,3.62868781439474e-32,Down_in_Sepsis,6,5,0.833333333333333,0.216506323478416,0.13764070961718,0.00714285714285714,0.602990033222591,0,0,0,4,TRUE,0.5,0.0985055505470353,0.00978260869565217,0.00599643783351319,0.0583243161926749,1,0.212750953762753,FALSE
RCAN3,-0.949659258316124,4.32670019974588e-36,Down_in_Sepsis,6,5,0.833333333333333,0.271035731295102,0.224247619047619,0,0.719269102990033,1,0,0,4,FALSE,0.5,0.170334118754174,0,0.12386763705115,0.161185694929833,0,0.210798950676908,FALSE
ARL4C,-1.23490788298263,2.32696830044781e-42,Down_in_Sepsis,6,5,0.833333333333333,0.194674962905059,0.0969023342670401,0,0.559800664451827,0,0,0,4,FALSE,0.5,0.0697483086332832,0,0.209274212951092,0.325544153522668,0,0.209870039884916,FALSE
CD4,-0.776210754946353,5.14542319656085e-30,Down_in_Sepsis,6,5,0.833333333333333,0.196719904668468,0.128675968992248,0.0035650623885918,0.612698412698413,0,0,0,5,TRUE,0.5,0.0724419971366773,0.00488258544524529,0.0719352472452371,0.00191583866460651,1,0.208446857911036,FALSE
SIRPG,-0.563208991221598,1.64694804895939e-30,Down_in_Sepsis,6,5,0.833333333333333,0.209923109144997,0.196780952380952,0.0142602495543672,0.495238095238095,0,0,0,4,TRUE,0.5,0.0898338469892068,0.0195303417809812,0.00816017621150855,0.0148860332053075,1,0.207592335116166,FALSE
BCL9L,-0.957641333292847,9.67193467382882e-54,Down_in_Sepsis,6,5,0.833333333333333,0.141724805872549,0.0696146179401994,0,0.517460317460317,0,0,0,5,FALSE,0.5,0,0,0.126257558100325,0.623917077133099,0,0.206330341428359,FALSE
NMT2,-0.947173691844731,1.44935827639836e-35,Down_in_Sepsis,6,5,0.833333333333333,0.248983974722142,0.15016339869281,0.00373333333333333,0.722591362126246,1,0,0,5,FALSE,0.5,0.141286561399197,0.00511304347826087,0.123123431108908,0.147421735237967,0,0.201363613131631,FALSE
PASK,-1.02756859500275,1.03404275540109e-38,Down_in_Sepsis,6,5,0.833333333333333,0.203295824902665,0.146684593837535,0.0128571428571429,0.511111111111111,0,0,0,4,FALSE,0.5,0.0811040925816633,0.0176086956521739,0.14719454944142,0.229914354397199,0,0.197043149978258,FALSE
TIAM1,-0.86773197170615,2.72455774534175e-30,Down_in_Sepsis,6,5,0.833333333333333,0.276453209707656,0.175245564892624,0,0.817275747508306,1,1,1,5,FALSE,0.5,0.177470262960525,0,0.0993377062572277,0.00915476690774282,0,0.194057211517516,FALSE
GIMAP5,-1.15508521364783,6.8669714723611e-39,Down_in_Sepsis,6,5,0.833333333333333,0.182724709672452,0.0922666666666666,0.0053475935828877,0.552380952380952,0,0,0,4,FALSE,0.5,0.0540069020459155,0.00732387816786794,0.185374427719703,0.234574879286447,0,0.193564304425555,FALSE
HMGN3,-0.792848283397962,6.64309948702259e-31,Down_in_Sepsis,6,5,0.833333333333333,0.27293356534533,0.127166199813259,0.0115864527629234,0.928571428571429,1,1,1,5,FALSE,0.5,0.172834030416169,0.0158684026970472,0.0769167062729574,0.0252232889295577,0,0.193290304363307,FALSE
OXNAD1,-0.99612510612033,1.15530159415538e-33,Down_in_Sepsis,6,5,0.833333333333333,0.230240178608441,0.1558229352347,0.00613333333333334,0.63953488372093,0,0,0,4,FALSE,0.5,0.116596397109504,0.0084,0.137780022998269,0.0975712692450768,0,0.191663049507099,FALSE
CDC25B,-1.21232500593893,9.13501740767374e-34,Down_in_Sepsis,6,5,0.833333333333333,0.206503091365745,0.12645138427464,0,0.615873015873016,0,0,0,5,FALSE,0.5,0.0853288470238222,0,0.202512651157318,0.10024494625829,0,0.191000046406573,FALSE
KLF12,-0.981601824737714,1.51091177683159e-37,Down_in_Sepsis,6,5,0.833333333333333,0.201279915170202,0.134218113912232,0,0.541269841269841,0,0,0,4,FALSE,0.5,0.0784486463643782,0,0.133431592799277,0.199380423738702,0,0.188487375203075,FALSE
MAP4K1,-0.971347532623538,1.02339174499737e-38,Down_in_Sepsis,6,5,0.833333333333333,0.187179812587473,0.143067226890756,0.00089126559714795,0.533333333333333,0,0,0,5,FALSE,0.5,0.0598753623210972,0.00122064636131132,0.130361344945239,0.230032237454156,0,0.185703131137727,FALSE
APOL3,-0.877601133102856,1.04317787966592e-30,Down_in_Sepsis,6,5,0.833333333333333,0.241969390866518,0.161874509803922,0.0089126559714795,0.634551495016611,0,0,0,4,FALSE,0.5,0.132046638665905,0.0122064636131132,0.102292641738098,0.0200852542017737,0,0.183797382822631,FALSE
MAN1C1,-0.935752771451124,4.40228888713677e-37,Down_in_Sepsis,6,5,0.833333333333333,0.196450347524493,0.115976097105509,0,0.568106312292359,0,0,0,4,FALSE,0.5,0.0720869244432992,0,0.119703881915343,0.187204623973127,0,0.183302122017604,FALSE
SIDT1,-0.98296362819918,2.83706776151295e-32,Down_in_Sepsis,6,5,0.833333333333333,0.218741605620402,0.165729971988795,0.00623885918003565,0.528571428571429,0,0,0,4,FALSE,0.5,0.101449963887036,0.00854452452917926,0.133839331735191,0.0611262923848428,0,0.182905196844251,FALSE
TTC3,-0.842265090685897,3.92707528804452e-33,Down_in_Sepsis,6,5,0.833333333333333,0.231337822364088,0.147189915966387,0,0.63015873015873,0,0,0,4,FALSE,0.5,0.11804226242377,0,0.0917126419494368,0.0836407086384985,0,0.182533645883396,FALSE
KLRK1,-1.60616481218057,4.11375865950219e-39,Down_in_Sepsis,6,4,0.666666666666667,0.285649298798683,0.145224089635854,0.0089126559714795,0.789036544850498,1,1,0,5,TRUE,0,0.189583761693803,0.0122064636131132,0.32043262130098,0.240408658918303,1,0.180811857137085,FALSE
ATP6V0E2,-0.91107486509669,1.14071584945323e-31,Down_in_Sepsis,6,5,0.833333333333333,0.226201657773751,0.182900432900433,0,0.602990033222591,0,0,0,4,FALSE,0.5,0.111276677331771,0,0.112315045301053,0.0452836876022488,0,0.179758628754914,FALSE
ZNF331,-0.588657198788688,8.95682613302971e-34,Down_in_Sepsis,6,5,0.833333333333333,0.243129203967234,0.110729140140905,0.01,0.81063122923588,1,1,1,5,FALSE,0.5,0.133574396214499,0.013695652173913,0.0157796494820185,0.100469231333072,0,0.179540537246047,FALSE
USP11,-0.790051529063273,4.29402231135257e-35,Down_in_Sepsis,6,5,0.833333333333333,0.209510704991416,0.151111959935489,0.00285714285714286,0.556478405315615,0,0,0,4,FALSE,0.5,0.0892906098432257,0.00391304347826087,0.0760793272614429,0.135055891944428,0,0.177291627758366,FALSE
SPOCK2,-0.931099552119781,6.74521417359583e-37,Down_in_Sepsis,6,5,0.833333333333333,0.180650771410279,0.160812698412698,0,0.487301587301587,0,0,0,5,FALSE,0.5,0.0512750180609891,0,0.118310656863106,0.182346325923864,0,0.176363736540149,FALSE
WDR54,-0.824136463960674,7.7445782689302e-31,Down_in_Sepsis,6,5,0.833333333333333,0.224146602366575,0.14390289449113,0.00445632798573975,0.574750830564784,0,0,0,4,FALSE,0.5,0.108569666685699,0.00610323180655661,0.0862847316968294,0.023476587080381,0,0.173776753239256,FALSE
HVCN1,-0.970178365390002,2.87099089542953e-31,Down_in_Sepsis,6,5,0.833333333333333,0.194615463737762,0.132172549019608,0.0017825311942959,0.578073089700997,0,0,0,5,FALSE,0.5,0.0696699336762177,0.00244129272262265,0.130011283414925,0.0347748422399136,0,0.169246350747489,FALSE
DDX24,-1.0432870905701,2.39812839420049e-32,Down_in_Sepsis,6,5,0.833333333333333,0.177619374778335,0.149618161683278,0,0.495238095238095,0,0,0,5,FALSE,0.5,0.0472819272049053,0,0.151900839914425,0.0630399977536658,0,0.168273703924002,FALSE
TSEN54,-0.771299315490507,1.31018718920436e-33,Down_in_Sepsis,6,5,0.833333333333333,0.193259490218451,0.142142857142857,0.0035650623885918,0.541269841269841,0,0,0,5,FALSE,0.5,0.0678837848747057,0.00488258544524529,0.0704647082473572,0.0961388735224944,0,0.166281116868552,FALSE
CNNM3,-0.631021793979969,1.09695908828188e-30,Down_in_Sepsis,6,5,0.833333333333333,0.227002624512337,0.0995977591036414,0,0.749169435215947,1,0,0,5,FALSE,0.5,0.112331746446176,0,0.0284640752839119,0.0195129022701005,0,0.16492042545345,FALSE
LCK,-1.30683451611769,1.00428834490184e-43,Down_in_Sepsis,6,4,0.666666666666667,0.207662253701105,0.112128851540616,0.0035650623885918,0.515873015873016,0,0,0,4,TRUE,0,0.0868557473552618,0.00488258544524529,0.230809838089544,0.361327375441858,1,0.147543325280983,FALSE
TCF7,-1.3162927640397,1.03443784010141e-42,Down_in_Sepsis,6,4,0.666666666666667,0.182678598637012,0.12641568627451,0.0035650623885918,0.498412698412699,0,0,0,4,TRUE,0,0.0539461625332953,0.00488258544524529,0.233641741556129,0.33477448404809,1,0.135439946215004,FALSE
BACH2,-1.09873937972257,1.20847416269933e-31,Down_in_Sepsis,6,4,0.666666666666667,0.269659977404163,0.184729225023343,0.016934046345811,0.644444444444444,0,0,0,4,TRUE,0,0.168521914364871,0.0231922808649151,0.168503865250175,0.0446267144263282,1,0.133773667669358,FALSE
LY9,-1.01145933171465,8.66147688799763e-41,Down_in_Sepsis,6,4,0.666666666666667,0.222622132207358,0.161637382225617,0.0032,0.508305647840532,0,0,0,4,TRUE,0,0.106561566594475,0.00438260869565217,0.14237125881446,0.284363833730989,1,0.132417933477958,FALSE
GATA3,-1.19274536072256,1.2046350487024e-38,Down_in_Sepsis,6,4,0.666666666666667,0.207740430952743,0.0750946778711484,0,0.576411960132891,0,0,0,4,TRUE,0,0.0869587259181398,0,0.196650290007563,0.228175780023348,1,0.128402739278911,FALSE
FCRL3,-1.05569644954826,1.15900621561949e-33,Down_in_Sepsis,6,4,0.666666666666667,0.2432515316674,0.153747899159664,0.0249554367201426,0.596825396825397,0,0,0,4,TRUE,0,0.133735531717466,0.034178098116717,0.155616338492821,0.0975348185505536,1,0.128343306861726,FALSE
HLA-DRA,-1.23118253799358,1.81658368361435e-31,Down_in_Sepsis,6,4,0.666666666666667,0.231036307837676,0.106746031746032,0.0298666666666666,0.563492063492063,0,0,0,4,TRUE,0,0.117645094040819,0.0409043478260869,0.208158803683361,0.0399859883062619,1,0.126651599769289,FALSE
IKZF2,-0.785090683752966,1.10970158722439e-30,Down_in_Sepsis,6,4,0.666666666666667,0.305650793124391,0.180830999066293,0.00089126559714795,0.848837209302326,1,1,1,5,FALSE,0,0.215930622166753,0.00122064636131132,0.0745939956072835,0.0193814080701774,0,0.0780895237523328,FALSE
