observed_rate,mean_predicted,calibration_in_the_large,calibration_intercept,calibration_slope,calibration_intercept_se,calibration_slope_se,Brier,validation_dataset,n,n_case,n_control,AUROC,AUPRC
0.754385964912281,0.7257356446257,-0.0286503202865811,0.323669116999594,0.804269773552161,0.489657689677675,0.442834227734707,0.169222193463247,GSE137340,57,43,14,0.725913621262459,0.868625885261514
0.806451612903226,0.133841727212724,-0.672609885690502,20.2359499446249,1.92997503516218,6.28015553830654,0.595656556272598,0.605523454351206,GSE236713,155,125,30,0.997066666666667,0.999305557330979
0.660377358490566,0.961396584586475,0.301019226095909,-0.00812272905329668,0.151707634744059,0.683204680795693,0.143104719216434,0.320123987802081,GSE54514,53,35,18,0.568253968253968,0.768022411469746
0.528301886792453,0.428674670823993,-0.0996272159684603,634.685602179605,237.020590595354,93701.4928845913,34865.70635543,0.0533970744098201,GSE57065,53,28,25,1,1
0.548387096774194,0.121061008840255,-0.427326087933939,3.03814422735643,1.10682476736544,0.686346429873221,0.250344968901535,0.390589638753618,GSE65682,93,51,42,0.817460317460318,0.810147164711609
0.698630136986301,0.611973941873663,-0.0866561951126382,26.4386504911566,22.4112461408892,25515.7031648789,18187.121212451,0.0244588155852517,GSE95233,73,51,22,1,1
