copy_group,source,target,copied,reason,size_mb
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/26_BMC_Genomics_citation_replacement_plan.R.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/26_BMC_Genomics_citation_replacement_plan.R.R,TRUE,copied,0.017833709716796875
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/27_BMC_Genomics_reference_insertion_v0.3.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/27_BMC_Genomics_reference_insertion_v0.3.R,TRUE,copied,0.016961097717285156
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/28_BMC_Genomics_language_and_claim_polish.R.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/28_BMC_Genomics_language_and_claim_polish.R.R,TRUE,copied,0.021484375
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/28b_BMC_Genomics_language_claim_fix.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/28b_BMC_Genomics_language_claim_fix.R,TRUE,copied,0.01567554473876953
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/29_BMC_Genomics_table_figure_caption_draft.R.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/29_BMC_Genomics_table_figure_caption_draft.R.R,TRUE,copied,0.02413463592529297
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/30_BMC_Genomics_submission_package_check.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/30_BMC_Genomics_submission_package_check.R,TRUE,copied,0.02377033233642578
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/30b_BMC_Genomics_submission_package_fix.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/30b_BMC_Genomics_submission_package_fix.R,TRUE,copied,0.02684497833251953
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/30c_BMC_Genomics_failed_check_diagnosis.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/30c_BMC_Genomics_failed_check_diagnosis.R,TRUE,copied,0.0018177032470703125
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/30d_BMC_Genomics_declarations_heading_fix.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/30d_BMC_Genomics_declarations_heading_fix.R,TRUE,copied,0.009067535400390625
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/31_BMC_Genomics_markdown_to_word_export.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/31_BMC_Genomics_markdown_to_word_export.R,TRUE,copied,0.01638031005859375
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/32_BMC_Genomics_manual_fields_completion_plan.R.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/32_BMC_Genomics_manual_fields_completion_plan.R.R,TRUE,copied,0.021802902221679688
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/33_BMC_Genomics_final_submission_check_after_manual_edit.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/33_BMC_Genomics_final_submission_check_after_manual_edit.R,TRUE,copied,0.021083831787109375
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/33b_BMC_Genomics_final_submission_check_fix.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/33b_BMC_Genomics_final_submission_check_fix.R,TRUE,copied,0.01861858367919922
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/34_BMC_Genomics_final_submission_package_builder.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/34_BMC_Genomics_final_submission_package_builder.R,TRUE,copied,0.028581619262695312
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/35_BMC_Genomics_final_upload_file_selector.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/35_BMC_Genomics_final_upload_file_selector.R,TRUE,copied,0.027196884155273438
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/36_BMC_Genomics_final_figures_and_supplements_builder.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/36_BMC_Genomics_final_figures_and_supplements_builder.R,TRUE,copied,0.026391983032226562
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/37_BMC_Genomics_composite_main_figures_builder.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/37_BMC_Genomics_composite_main_figures_builder.R,TRUE,copied,0.033527374267578125
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/38_BMC_Genomics_final_visual_and_upload_checklist.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/38_BMC_Genomics_final_visual_and_upload_checklist.R,TRUE,copied,0.019231796264648438
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/39_BMC_Genomics_major_revision_fig2_fig4_rebuild.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/39_BMC_Genomics_major_revision_fig2_fig4_rebuild.R,TRUE,copied,0.0284271240234375
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/39_check_nested_lodo_model_algorithm.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/39_check_nested_lodo_model_algorithm.R,TRUE,copied,0.020295143127441406
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/40_restore_after_rstudio_closed.R.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/40_restore_after_rstudio_closed.R.R,TRUE,copied,0.015877723693847656
