gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,global_direction
TDRD9,2.6474871622947,3.9436458377761,18.5350471634289,7.07281266526679e-57,6.04088929740436e-53,118.618784987177,Up_in_Sepsis
VNN1,2.24395868084934,4.73775652646172,18.3351365048374,5.60482146329648e-56,2.39353900590076e-52,116.568695927028,Up_in_Sepsis
S100A8,1.32297238951432,8.3927838654478,17.9788199084944,2.22784885603502e-54,6.3426856931317e-51,112.921350959388,Up_in_Sepsis
CD177,3.52191549046893,5.12757954746888,17.7946557232749,1.48876821694975e-53,3.17889233524196e-50,111.039983622328,Up_in_Sepsis
TP53I3,1.44997313478649,4.18652400975522,17.3178151530171,2.0074566439887e-51,3.4291374392615e-48,106.182608061334,Up_in_Sepsis
MS4A4A,1.86071873101389,3.63946375503132,16.6396569266871,2.05875149587701e-48,2.93063275438093e-45,99.3155811255382,Up_in_Sepsis
DACH1,1.4990739165012,3.39389732237703,16.355498126748,3.69685224129759e-47,4.14831123246125e-44,96.4551227189898,Up_in_Sepsis
GRB10,2.03035466693546,3.84360418713302,16.3505901483575,3.88555085583538e-47,4.14831123246125e-44,96.4058142608635,Up_in_Sepsis
ARG1,3.16307218761012,5.1465499772007,16.2189361972173,1.47519778699907e-46,1.39996269986212e-43,95.084426612077,Up_in_Sepsis
S100P,2.10777650659685,6.85274980556381,16.1377944609226,3.35272279915324e-46,2.86356054275678e-43,94.271283140631,Up_in_Sepsis
CA4,2.24528788131933,5.19978273684223,15.6656546586647,3.90082138402714e-44,3.02881049463417e-41,89.5602398522431,Up_in_Sepsis
TCN1,2.29744402062041,5.12520943235731,15.6278462572924,5.70016533917113e-44,4.05709268015505e-41,89.1845754546047,Up_in_Sepsis
TNFAIP6,1.70427674146373,5.38941886333294,15.6129500918565,6.61851566635529e-44,4.34836479279542e-41,89.036634987379,Up_in_Sepsis
BCL9L,-0.912508879416243,3.31685650122622,-15.5814050279387,9.0799740406338e-44,5.53943273436095e-41,88.7234744917313,Down_in_Sepsis
RETN,2.66507919581923,5.18243097013922,15.5359047578412,1.43227194754558e-43,8.15535646932454e-41,88.2720829186855,Up_in_Sepsis
S100A12,1.79735607132126,7.51247976662065,15.5014146500898,2.02284338743284e-43,1.07981908575399e-40,87.930163802061,Up_in_Sepsis
UBE2C,1.27667265798494,3.30899895144605,15.2585409155773,2.28624917723237e-42,1.14863848369069e-39,85.5285684192075,Up_in_Sepsis
CCPG1,1.13254863606665,4.40242230637752,15.132782571714,7.98993708968974e-42,3.79122514905778e-39,84.2894141695064,Up_in_Sepsis
NLRC4,1.42667388121808,4.17895023104099,15.0742972323595,1.42826755335614e-41,6.42043851221829e-39,83.7141852084893,Up_in_Sepsis
ATP6V1C1,1.01761464823151,4.22501059047796,15.0290125219986,2.2383811328573e-41,9.1224301605679e-39,83.2692584657976,Up_in_Sepsis
GLA,0.941386435776878,4.73486307167827,15.0288065518412,2.2429578898481e-41,9.1224301605679e-39,83.2672357302442,Up_in_Sepsis
IRAK3,1.76452208387858,5.4359271006425,15.006927094714,2.78632378514091e-41,1.08172688404039e-38,83.052416747182,Up_in_Sepsis
ATP8B4,1.47798375392243,4.34414469032019,14.9651595132036,4.21464451484057e-41,1.56509907831536e-38,82.6426002574907,Up_in_Sepsis
ANXA3,2.29476546572015,5.67780897707657,14.9463980550076,5.075077848829e-41,1.80609332945202e-38,82.4586320809321,Up_in_Sepsis
GPR84,2.30612043442581,4.85723918342228,14.9324782785799,5.82482676523217e-41,1.98999381607392e-38,82.3221864969479,Up_in_Sepsis
LILRA6,1.06567506508021,4.99805679510905,14.9251157550009,6.26508635660875e-41,2.05808086814597e-38,82.2500331257722,Up_in_Sepsis
OLFM4,3.34823287931182,4.41934854608817,14.8836092601726,9.44561704824846e-41,2.9879635262626e-38,81.8434761938569,Up_in_Sepsis
ANKRD22,2.53807213704678,4.80238112621578,14.8543200205558,1.26170264893959e-40,3.84864368735466e-38,81.5568038650893,Up_in_Sepsis
PCOLCE2,3.06211610237616,3.52250560783527,14.8414340795007,1.43300043823361e-40,4.22043335963906e-38,81.4307380831185,Up_in_Sepsis
KCNE1,1.51869414316822,3.2945186189246,14.8319901249699,1.57310447191942e-40,4.47862843155459e-38,81.3383681945578,Up_in_Sepsis
DRAM1,1.23924168479094,4.07561101020534,14.7431344080853,3.78019812688226e-40,9.99590783792264e-38,80.4702130942644,Up_in_Sepsis
BCL11B,-1.42199100145062,3.58026825929969,-14.7423756589816,3.80857691414385e-40,9.99590783792264e-38,80.4628071085734,Down_in_Sepsis
FAM20A,2.0589931474799,3.06921423157618,14.7409589470398,3.86213509719526e-40,9.99590783792264e-38,80.4489792228725,Up_in_Sepsis
DDAH2,1.28671534110906,4.54547543880665,14.5428045967056,2.71154940757123e-39,6.81157161472527e-37,78.5192206531981,Up_in_Sepsis
WIPI1,1.12298184556293,4.71385065062993,14.4924375473013,4.44372990779463e-39,1.08439706121354e-36,78.0301120562376,Up_in_Sepsis
FYN,-1.03215057676534,4.39520465824401,-14.4407136698159,7.37556890663694e-39,1.74985372309961e-36,77.5284312383843,Down_in_Sepsis
ABLIM1,-1.00622272647729,3.74652350515197,-14.4103544346907,9.92721951087043e-39,2.27990682492264e-36,77.2342583749309,Down_in_Sepsis
RNASE2,1.82415591091833,5.86931358051856,14.4081503004235,1.01435966920806e-38,2.27990682492264e-36,77.2129092444139,Up_in_Sepsis
ST6GALNAC3,1.39539438808292,3.53646337386891,14.3727256110022,1.43425944452756e-38,3.14102818351536e-36,76.8699432216671,Up_in_Sepsis
CD3E,-1.36960835431967,3.4219691762761,-14.3526381989352,1.74531981404993e-38,3.7266941329501e-36,76.6755966645522,Down_in_Sepsis
HP,2.32219252563138,5.1090521531802,14.3448059371685,1.88409393054635e-38,3.92488933190155e-36,76.5998449721425,Up_in_Sepsis
TLR5,1.43589592790546,5.44151075149072,14.342080191696,1.93492779144101e-38,3.93481387302325e-36,76.5734856373472,Up_in_Sepsis
ZNF438,1.29427462124868,4.31801617774014,14.3320257872815,2.13455569167531e-38,4.23982329362764e-36,76.4762696708346,Up_in_Sepsis
LIN7A,1.14391900779867,4.03003305444315,14.3242249992238,2.30348315810007e-38,4.47137492121198e-36,76.4008604063885,Up_in_Sepsis
LILRA5,1.3411594323631,5.9877873852908,14.3007793668712,2.89576615006139e-38,5.49616415281653e-36,76.1743013993796,Up_in_Sepsis
UBE2J1,1.01499059379565,5.3324428068432,14.2629043198266,4.18970559949272e-38,7.77919033157986e-36,75.8085859711598,Up_in_Sepsis
ZDHHC19,2.4228353371647,4.86349578759397,14.2329691168949,5.60878317628818e-38,1.01924717252505e-35,75.5197804777556,Up_in_Sepsis
CARD6,0.979938326924942,4.14022071013689,14.1477102133731,1.28577773451317e-37,2.28788075634938e-35,74.698423253564,Up_in_Sepsis
AMPD3,0.894737541669607,3.5547547776862,14.1344533295878,1.46257818578376e-37,2.54936332342431e-35,74.5708709045885,Up_in_Sepsis
MAFG,0.885208016077018,3.81989090763013,14.0952945824239,2.1393703755387e-37,3.65447247549521e-35,74.1943557229111,Up_in_Sepsis
NELL2,-1.60472466199533,3.14073712500928,-14.0562771770712,3.1238640922743e-37,5.23155357100291e-35,73.8195800533419,Down_in_Sepsis
IL1R2,2.45092367985709,6.10695571905182,14.0257873207577,4.19808143298795e-37,6.8953487536827e-35,73.5269808585742,Up_in_Sepsis
HLA-DPB1,-1.15089791809035,3.84725437151972,-14.0044120757029,5.16389594336459e-37,8.3216670287315e-35,73.3219912827798,Down_in_Sepsis
QSOX1,0.814678528264749,3.87214100563805,13.9387421580537,9.74851515136289e-37,1.54189014644056e-34,72.6929430478394,Up_in_Sepsis
FAR2,1.14761374660035,4.25556121084803,13.819890998964,3.07010232441067e-36,4.76758980959846e-34,71.5573134533713,Up_in_Sepsis
OPLAH,1.76695051723068,3.94865782012297,13.7430662199617,6.43190602565647e-36,9.80980524377356e-34,70.825229726928,Up_in_Sepsis
CD74,-1.31096865286898,4.97026923660325,-13.7253627455545,7.62530371221677e-36,1.14259156150953e-33,70.6567524505565,Down_in_Sepsis
RAB31,0.733410839879127,6.19008269047815,13.6317003363587,1.8737686312853e-35,2.75928584134616e-33,69.7668158838611,Up_in_Sepsis
CCNA1,1.72622343542066,3.46297138541299,13.6253844041709,1.99071228904526e-35,2.88180909503993e-33,69.7068910760371,Up_in_Sepsis
RUNX3,-0.968501374490999,3.95695747738824,-13.6135893302686,2.22893497762871e-35,3.17288894065447e-33,69.5950102226988,Down_in_Sepsis
CEACAM8,2.20216620959934,4.67883745573202,13.5907249580454,2.77464501696876e-35,3.88495788359511e-33,69.3782421249644,Up_in_Sepsis
